pitches,player_id,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,player
7892,643338,7892,100,0.213,0.171,0.274,0.384,0.277,0.296,0.225,364,1712,90.3,18.5,2429.0,93.0,93.14,1200,4012,3878,Chad Green
7890,430589,7890,100,0.271,0.138,0.312,0.409,0.312,0.318,0.258,556,2052,88.0,3.7,2096.0,90.6,88.51,827,3893,3886,Chad Qualls
7885,571710,7885,100,0.217,0.15,0.284,0.367,0.292,0.293,0.22,367,1688,86.6,14.9,2354.0,91.4,91.24,1089,3787,4086,Mychal Givens
7880,623352,7880,100,0.157,0.136,0.247,0.293,0.243,0.245,0.16,255,1624,87.5,20.8,2168.0,92.7,93.32,1608,4085,3795,Josh Hader
7878,572888,7878,100,0.254,0.152,0.303,0.405,0.318,0.313,0.241,468,1845,87.8,12.9,2356.0,89.2,87.76,808,3567,4288,Shane Greene
7858,612434,7858,100,0.234,0.155,0.272,0.39,0.313,0.324,0.242,411,1753,86.6,9.1,2411.0,91.7,91.65,944,3481,4371,Miguel Castro
7846,465629,7846,100,0.26,0.176,0.29,0.436,0.311,0.309,0.249,528,2030,89.3,13.0,2000.0,89.3,87.12,933,4177,3576,Edward Mujica
7835,573124,7835,100,0.238,0.137,0.317,0.375,0.292,0.284,0.224,435,1824,87.9,9.6,2374.0,87.3,86.3,888,3497,4327,Taylor Rogers
7833,446454,7833,100,0.288,0.169,0.307,0.457,0.349,,,534,1856,,,,86.7,,557,3461,4343,Brian Bannister
7750,518875,7750,100,0.235,0.188,0.286,0.423,0.302,0.285,0.216,414,1763,88.4,19.2,2285.0,87.9,87.29,1064,3774,3895,Shawn Kelley
7748,122987,7748,100,0.307,0.194,0.317,0.501,0.378,,,577,1879,,,,83.8,,476,3328,4340,Jeff Suppan
7700,453268,7700,100,0.213,0.132,0.268,0.344,0.298,0.31,0.216,354,1665,87.9,12.0,2659.0,92.8,92.38,903,3462,4205,Daniel Bard
7683,660271,7683,100,0.2,0.132,0.271,0.332,0.272,0.28,0.206,348,1741,87.0,13.0,2195.0,89.4,90.07,1145,3642,4041,Shohei Ohtani
7645,434718,7645,100,0.222,0.147,0.266,0.369,0.279,0.292,0.231,396,1782,87.2,16.3,2094.0,86.7,83.81,1067,3745,3786,Huston Street
7639,669923,7639,100,0.252,0.143,0.306,0.395,0.292,0.295,0.247,484,1920,88.6,12.9,2143.0,91.5,91.91,941,4097,3542,George Kirby
7618,657746,7618,100,0.223,0.187,0.271,0.41,0.296,0.284,0.216,398,1781,88.3,20.8,2160.0,88.6,88.87,1046,3998,3620,Joe Ryan
7615,668676,7615,100,0.249,0.185,0.273,0.434,0.316,0.338,0.266,462,1854,89.4,13.5,1975.0,88.2,87.98,878,3844,3771,Zach Plesac
7605,592665,7605,100,0.244,0.15,0.299,0.394,0.293,0.29,0.241,438,1793,87.7,16.2,2113.0,90.6,90.85,946,3855,3676,Addison Reed
7601,150277,7601,100,0.284,0.144,0.326,0.427,0.351,,,477,1682,,,,80.8,,563,3162,4416,Doug Davis
7601,657006,7601,100,0.239,0.122,0.301,0.361,0.291,0.286,0.235,433,1815,86.6,9.2,2505.0,88.7,88.88,920,3793,3808,Justin Steele
7592,407819,7592,100,0.234,0.097,0.298,0.331,0.275,0.324,0.276,410,1754,87.6,8.0,1967.0,93.9,90.24,900,3808,3680,Matt Thornton
7570,642545,7570,100,0.258,0.204,0.278,0.462,0.333,0.335,0.261,460,1784,88.5,17.0,2125.0,87.5,86.88,810,3564,4005,Jaime Barria
7532,407908,7532,100,0.22,0.183,0.259,0.404,0.296,0.321,0.249,375,1702,87.7,22.8,2059.0,85.6,82.9,908,3613,3864,Joel Peralta
7519,425514,7519,100,0.245,0.112,0.314,0.357,0.298,,,395,1611,,,,90.5,,733,3283,4172,Heath Bell
7516,493157,7516,100,0.199,0.158,0.254,0.357,0.255,0.265,0.206,363,1824,86.2,23.0,2072.0,84.9,81.93,1307,4091,3406,Koji Uehara
7497,445213,7497,100,0.265,0.133,0.302,0.398,0.308,0.318,0.266,489,1843,88.0,5.1,2007.0,91.3,91.73,597,3422,4043,Brandon Kintzler
7455,444468,7455,100,0.24,0.149,0.295,0.389,0.298,0.295,0.234,413,1719,88.2,9.1,2117.0,92.7,92.7,898,3616,3811,Héctor Rondón
7447,621381,7447,100,0.226,0.156,0.285,0.382,0.29,0.295,0.224,382,1690,87.7,16.5,2424.0,89.3,88.75,941,3684,3759,Matt Strahm
7437,448281,7437,100,0.213,0.138,0.276,0.35,0.262,0.275,0.212,371,1745,87.9,24.3,2213.0,92.5,91.96,1122,4187,3230,Sean Doolittle
7427,519326,7427,100,0.23,0.16,0.269,0.39,0.3,0.315,0.235,389,1694,88.3,17.2,2459.0,91.5,90.76,948,3632,3778,Hunter Strickland
7413,595191,7413,100,0.265,0.208,0.298,0.473,0.335,0.324,0.252,477,1800,88.8,15.5,2312.0,85.0,84.69,763,3395,4008,Jerad Eickhoff
7397,519240,7397,100,0.254,0.118,0.318,0.372,0.316,0.292,0.228,429,1689,87.5,-1.2,2114.0,88.3,87.88,868,3187,4126,Marc Rzepczynski
7388,570663,7388,100,0.232,0.173,0.285,0.404,0.309,0.31,0.227,373,1610,89.1,16.1,2269.0,93.1,92.57,906,3522,3846,Hansel Robles
7387,543734,7387,100,0.279,0.163,0.316,0.442,0.337,0.316,0.261,518,1856,87.4,5.1,2161.0,86.9,85.82,731,3518,3828,Chris Rusin
7370,621242,7370,100,0.195,0.125,0.312,0.32,0.264,0.241,0.173,312,1604,87.2,14.1,2318.0,94.5,95.41,1462,3722,3640,Edwin Díaz
7365,606131,7365,100,0.289,0.154,0.327,0.443,0.341,0.329,0.268,537,1861,89.2,2.5,2006.0,90.8,89.73,689,3378,3960,Luis Perdomo
7347,656849,7347,100,0.25,0.149,0.313,0.399,0.324,0.334,0.255,408,1629,88.9,7.2,2099.0,88.5,89.63,923,3358,3989,David Peterson
7328,605228,7328,100,0.209,0.099,0.295,0.308,0.256,0.27,0.222,357,1712,88.7,11.3,2278.0,90.6,91.33,992,3438,3847,José Fernández
7313,444836,7313,100,0.286,0.137,0.304,0.423,0.347,0.349,0.277,498,1741,79.1,6.7,2104.0,85.2,84.73,447,3194,4087,Aaron Laffey
7306,346793,7306,100,0.237,0.107,0.288,0.343,0.294,0.362,0.298,408,1725,90.8,4.3,2051.0,88.6,85.29,690,3113,4109,Jeremy Affeldt
7294,669432,7294,100,0.26,0.157,0.324,0.417,0.327,0.32,0.249,415,1596,88.2,10.9,2101.0,89.3,89.74,920,3506,3788,Trevor Rogers
7279,664353,7279,100,0.238,0.189,0.258,0.427,0.306,0.322,0.251,410,1723,88.4,18.5,2298.0,87.8,87.07,906,3756,3523,José Urquidy
7234,448178,7234,100,0.257,0.118,0.309,0.375,0.308,0.336,0.255,412,1603,90.5,14.2,2375.0,92.2,90.06,785,3309,3836,Kevin Jepsen
7230,543045,7230,100,0.262,0.172,0.304,0.434,0.331,0.324,0.246,431,1647,87.6,15.3,2232.0,89.4,88.41,842,3529,3672,Adam Conley
7227,429780,7227,100,0.257,0.178,0.292,0.435,0.33,0.34,0.245,429,1670,87.6,13.3,2230.0,84.0,83.36,728,3180,4020,Chris Narveson
7208,407842,7208,100,0.218,0.141,0.274,0.358,0.304,,,328,1508,,,,88.4,,671,2871,4284,Jose Veras
7203,430630,7203,100,0.234,0.127,0.291,0.361,0.299,0.359,0.28,348,1489,88.3,12.1,1978.0,90.6,87.72,674,3096,4006,Jason Frasor
7190,276514,7190,100,0.241,0.148,0.288,0.389,0.322,0.396,0.294,348,1443,89.2,12.9,2044.0,89.0,88.44,638,2960,4174,Kevin Gregg
7187,572096,7187,100,0.222,0.086,0.334,0.308,0.284,0.292,0.209,324,1460,87.4,11.3,2288.0,95.3,94.62,1027,3452,3694,Trevor Rosenthal
7181,621112,7181,100,0.279,0.169,0.316,0.447,0.337,0.327,0.272,470,1685,87.5,9.4,2229.0,87.1,87.05,691,3243,3937,Paul Blackburn
7176,502026,7176,100,0.25,0.109,0.311,0.359,0.302,0.3,0.241,407,1629,86.5,2.8,2098.0,91.4,91.02,795,3259,3881,Jeremy Jeffress
7149,663474,7149,100,0.203,0.184,0.235,0.387,0.294,0.314,0.225,331,1632,89.6,19.4,2235.0,88.2,89.02,930,3489,3660,Triston McKenzie
7148,608678,7148,100,0.252,0.178,0.306,0.431,0.324,0.325,0.243,412,1632,88.5,13.1,2354.0,91.0,91.18,1115,3551,3572,Dominic Leone
7146,608032,7146,100,0.251,0.16,0.31,0.411,0.315,0.31,0.24,400,1596,89.6,16.3,2184.0,94.4,94.46,934,3566,3566,Carlos Estévez
7136,501789,7136,100,0.229,0.118,0.292,0.348,0.275,0.279,0.227,376,1640,87.6,6.8,2530.0,88.7,88.63,903,3276,3839,Will Harris
7131,489446,7131,100,0.2,0.144,0.276,0.344,0.277,0.275,0.191,294,1471,87.9,15.5,2033.0,90.1,89.49,1099,3443,3669,Kirby Yates
7129,641941,7129,100,0.214,0.2,0.255,0.414,0.293,0.287,0.211,352,1642,89.0,22.0,2385.0,91.5,92.09,1101,3781,3347,Emilio Pagán
7126,592773,7126,100,0.209,0.152,0.263,0.361,0.291,0.302,0.21,318,1525,89.9,18.8,2099.0,94.0,93.3,1159,3499,3627,Ryne Stanek
7112,663978,7112,100,0.253,0.18,0.298,0.433,0.309,0.315,0.255,424,1675,88.7,12.3,2082.0,89.0,89.68,889,3580,3532,Chris Paddack
7101,664208,7101,100,0.236,0.16,0.3,0.396,0.312,0.297,0.223,376,1594,85.6,12.7,2690.0,84.9,85.92,1076,3480,3620,Phil Maton
7098,455374,7098,100,0.21,0.148,0.276,0.358,0.294,0.299,0.206,306,1455,87.0,21.6,2396.0,89.5,89.43,1017,3379,3670,Antonio Bastardo
7082,457435,7082,100,0.275,0.13,0.322,0.405,0.324,0.362,0.272,463,1685,90.4,2.9,2117.0,88.8,89.34,810,3424,3547,Phil Coke
7018,456051,7018,100,0.281,0.198,0.303,0.479,0.355,0.342,0.252,463,1648,88.0,19.1,2149.0,90.0,89.17,741,3385,3590,Hector Noesí
7006,491703,7006,100,0.204,0.145,0.243,0.349,0.283,0.331,0.252,301,1477,88.0,17.1,2334.0,92.7,91.53,874,3393,3575,Neftalí Feliz
6997,641927,6997,100,0.231,0.188,0.271,0.418,0.299,0.307,0.234,385,1669,88.1,19.8,2170.0,86.8,88.37,1003,3646,3351,Bailey Ober
6989,523989,6989,100,0.264,0.179,0.301,0.443,0.337,0.309,0.241,428,1622,88.6,8.9,2180.0,91.7,91.07,779,3297,3668,Rubby De La Rosa
6980,607067,6980,100,0.244,0.182,0.271,0.426,0.316,0.336,0.266,401,1641,90.0,12.6,2100.0,88.6,88.93,628,3186,3777,Colin Rea
6956,666201,6956,100,0.213,0.137,0.257,0.351,0.291,0.305,0.227,335,1571,87.4,16.2,2236.0,89.1,89.58,858,3343,3613,Alek Manoah
6951,219194,6951,100,0.266,0.157,0.306,0.423,0.334,,,413,1550,,,,88.7,,612,3122,3800,Gil Meche
6932,656629,6932,100,0.22,0.182,0.264,0.402,0.318,0.322,0.221,320,1452,89.4,17.5,2471.0,92.0,92.56,863,3100,3831,Michael Kopech
6892,519322,6892,100,0.24,0.116,0.296,0.355,0.29,0.302,0.238,401,1674,86.9,10.7,2193.0,89.4,86.54,750,3230,3608,Drew Storen
6879,570666,6879,100,0.257,0.178,0.285,0.435,0.325,0.327,0.261,428,1665,88.5,10.1,2272.0,88.4,87.3,806,3211,3668,Luis Cessa
6875,476454,6875,100,0.173,0.086,0.29,0.259,0.25,0.248,0.161,246,1426,85.0,9.3,2506.0,90.8,90.39,1012,2798,4067,Dellin Betances
6856,462956,6856,100,0.288,0.16,0.35,0.448,0.355,,,433,1503,,,,91.3,,707,3013,3801,Felipe Paulino
6855,430641,6855,100,0.279,0.141,0.308,0.42,0.328,0.316,0.273,459,1645,87.1,10.0,2342.0,90.2,88.13,560,3294,3512,Blaine Boyer
6847,641302,6847,100,0.273,0.204,0.298,0.477,0.337,0.335,0.265,464,1698,88.5,17.3,2165.0,86.2,86.21,650,3435,3412,Tyler Alexander
6837,656557,6837,100,0.231,0.109,0.29,0.34,0.286,0.308,0.245,374,1616,89.1,6.0,2257.0,88.9,88.58,857,3208,3628,Tanner Houck
6829,501625,6829,100,0.253,0.127,0.302,0.38,0.299,0.301,0.25,416,1643,85.9,8.9,2156.0,86.7,87.05,770,3330,3462,Jose Alvarez
6825,435400,6825,100,0.225,0.154,0.263,0.378,0.289,0.325,0.251,346,1541,87.4,15.9,2225.0,94.0,91.36,762,3438,3333,Jason Motte
6798,680686,6798,100,0.248,0.217,0.278,0.465,0.345,0.331,0.235,366,1476,87.2,18.2,2174.0,88.7,87.72,861,3152,3645,Josiah Gray
6764,430661,6764,100,0.251,0.167,0.285,0.418,0.325,0.327,0.249,389,1552,87.4,7.6,2211.0,91.9,92.12,792,3169,3549,Dustin McGowan
6742,668881,6742,100,0.218,0.177,0.285,0.395,0.308,0.293,0.208,308,1410,88.5,18.9,2315.0,93.4,93.5,1022,3343,3398,Hunter Greene
6738,458567,6738,100,0.281,0.19,0.296,0.471,0.346,,,481,1711,,,,83.4,,500,3120,3570,Andy Sonnanstine
6735,554340,6735,100,0.219,0.169,0.264,0.389,0.284,0.287,0.218,338,1541,87.3,18.2,2521.0,90.6,89.89,926,3351,3380,Yimi García
6729,453307,6729,100,0.29,0.187,0.308,0.477,0.357,0.372,0.306,463,1594,85.1,3.0,1949.0,88.0,87.29,482,3086,3619,David Huff
6721,543054,6721,100,0.252,0.106,0.285,0.358,0.314,0.352,0.264,369,1464,89.1,1.8,2203.0,90.0,90.03,482,2773,3934,Jarred Cosart
6683,641729,6683,100,0.233,0.162,0.307,0.394,0.306,0.295,0.214,339,1458,88.6,19.2,2381.0,91.5,92.11,1035,3353,3328,Joe Jiménez
6681,239795,6681,100,0.259,0.158,0.299,0.418,0.335,,,375,1446,,,,87.4,,576,2868,3736,Chad Durbin
6679,606965,6679,100,0.23,0.182,0.275,0.412,0.298,0.298,0.228,356,1546,87.8,17.9,2022.0,87.0,85.95,972,3248,3430,Chris Devenski
6653,605130,6653,100,0.227,0.125,0.305,0.352,0.291,0.295,0.224,324,1428,86.8,12.0,2437.0,85.7,86.62,1000,3020,3633,Scott Barlow
6650,434181,6650,100,0.255,0.099,0.3,0.354,0.299,,,423,1658,,,,93.0,,737,3190,3360,Brandon League
6644,669060,6644,100,0.265,0.195,0.285,0.46,0.335,0.348,0.277,432,1631,89.1,14.2,2066.0,89.5,89.87,629,3231,3413,Bryse Wilson
6633,110683,6633,100,0.268,0.156,0.293,0.424,0.348,,,392,1463,,,,89.7,,494,2760,3798,Miguel Batista
6618,547749,6618,100,0.267,0.166,0.32,0.433,0.322,0.323,0.253,419,1572,89.2,16.5,2188.0,89.1,86.71,784,3318,3286,Junichi Tazawa
6616,623149,6616,100,0.218,0.173,0.278,0.391,0.292,0.285,0.214,316,1449,87.5,20.5,2373.0,88.0,87.99,928,3262,3354,Paul Sewald
6614,607644,6614,100,0.226,0.194,0.241,0.42,0.292,0.305,0.238,342,1516,87.5,20.1,2343.0,86.9,86.37,775,3282,3332,John Means
6583,476570,6583,100,0.291,0.141,0.317,0.432,0.348,0.37,0.315,439,1511,89.0,14.5,2014.0,90.0,90.19,523,2952,3586,Vin Mazzaro
6581,592454,6581,100,0.208,0.138,0.275,0.346,0.284,0.277,0.203,294,1412,87.3,8.2,1849.0,92.4,92.93,1010,3147,3414,Tommy Kahnle
6569,400089,6569,100,0.211,0.132,0.262,0.343,0.272,0.335,0.29,316,1496,87.8,14.4,2040.0,90.0,88.23,819,3186,3330,Rafael Soriano
6567,518748,6567,100,0.258,0.159,0.315,0.417,0.328,0.332,0.241,379,1468,88.6,13.8,2209.0,88.8,89.47,729,2786,3754,Justin Grimm
6566,520980,6566,100,0.207,0.153,0.254,0.361,0.279,0.28,0.207,299,1441,86.9,18.1,2121.0,93.4,93.01,1048,3446,3111,Pedro Báez
6546,448269,6546,100,0.279,0.183,0.293,0.461,0.343,,,467,1675,,,,87.9,,432,3035,3474,Brad Bergesen
6544,663556,6544,100,0.226,0.141,0.287,0.367,0.284,0.298,0.236,356,1576,89.2,8.7,2229.0,90.6,91.36,1070,3279,3265,Shane McClanahan
6541,457429,6541,100,0.256,0.155,0.33,0.411,0.323,0.301,0.222,376,1470,86.4,10.3,2329.0,88.4,86.66,962,3052,3383,Boone Logan
6523,571670,6523,100,0.254,0.095,0.316,0.349,0.284,0.281,0.242,401,1579,87.1,8.2,2105.0,90.2,90.07,712,3071,3446,Dylan Floro
6523,650633,6523,100,0.225,0.128,0.296,0.352,0.286,0.296,0.229,338,1504,86.0,11.7,2358.0,89.7,89.44,837,2917,3606,Michael King
6506,131702,6506,100,0.284,0.186,0.292,0.471,0.349,,,442,1555,,,,87.6,,445,2936,3537,Braden Looper
6484,453198,6484,100,0.219,0.166,0.261,0.385,0.308,,,304,1389,,,,91.7,,587,2804,3639,Chris Perez
6453,600917,6453,100,0.186,0.128,0.263,0.313,0.278,0.269,0.175,240,1293,85.9,21.3,2526.0,89.6,88.28,1075,2947,3499,José Leclerc
6452,592390,6452,100,0.249,0.205,0.299,0.455,0.331,0.32,0.232,347,1392,88.7,18.3,2505.0,91.1,91.42,846,3143,3293,Heath Hembree
6440,676664,6440,100,0.25,0.19,0.28,0.44,0.326,0.326,0.247,380,1517,88.5,19.4,2156.0,87.0,87.18,735,3174,3265,JP Sears
6431,606273,6431,100,0.248,0.15,0.288,0.398,0.317,0.326,0.252,371,1494,87.8,13.8,2325.0,88.1,86.17,680,2944,3472,Roenis Elías
6430,607231,6430,100,0.23,0.136,0.275,0.366,0.306,0.321,0.247,317,1377,88.1,10.3,2239.0,87.6,87.45,742,2926,3493,John Gant
6424,641793,6424,100,0.267,0.183,0.307,0.45,0.33,0.326,0.262,416,1559,89.1,14.5,1950.0,89.3,89.38,793,3336,3088,Zack Littell
6421,451216,6421,100,0.235,0.097,0.317,0.332,0.292,,,305,1300,,,,92.7,,615,2616,3745,Brian Wilson
6419,407878,6419,100,0.221,0.144,0.269,0.366,0.295,,,314,1419,,,,92.2,,758,3011,3329,Jose Valverde
6415,430636,6415,100,0.289,0.186,0.324,0.476,0.373,,,409,1413,,,,89.3,,577,2921,3481,Ian Snell
6415,445156,6415,100,0.241,0.111,0.309,0.352,0.29,,,360,1496,,,,83.1,,701,2941,3395,Sean Marshall
6415,573109,6415,100,0.201,0.101,0.272,0.302,0.277,0.293,0.204,269,1340,86.0,14.8,2319.0,87.3,85.46,882,2813,3553,AJ Ramos
6408,445968,6408,100,0.289,0.122,0.328,0.412,0.349,0.373,0.274,435,1503,87.3,6.1,2579.0,86.5,84.17,452,2660,3697,Dana Eveland
6406,543883,6406,100,0.236,0.137,0.29,0.372,0.283,0.292,0.234,363,1541,87.0,20.0,2375.0,88.3,87.53,810,3378,2988,Nick Vincent
6397,150274,6397,100,0.206,0.12,0.269,0.326,0.265,0.229,0.142,286,1386,91.0,26.9,2231.0,90.4,87.97,823,2992,3353,Joe Nathan
6388,543506,6388,100,0.275,0.168,0.322,0.443,0.335,0.315,0.25,407,1478,87.8,12.4,2363.0,90.5,90.32,721,2928,3425,Brandon Maurer
6386,460284,6386,100,0.262,0.131,0.289,0.393,0.312,,,419,1599,,,,82.5,,519,2975,3395,Dallas Braden
6385,450275,6385,100,0.265,0.17,0.311,0.435,0.332,0.29,0.227,380,1436,88.8,13.8,2320.0,91.7,89.21,735,2992,3336,Mark Lowe
6384,664062,6384,100,0.199,0.157,0.23,0.356,0.277,0.313,0.237,282,1417,88.9,15.4,2205.0,88.2,87.79,823,3110,3274,Tony Gonsolin
6376,592741,6376,100,0.233,0.192,0.277,0.425,0.32,0.312,0.226,312,1340,88.0,14.6,1874.0,87.2,86.89,882,2972,3398,Chasen Shreve
6362,593974,6362,100,0.242,0.133,0.278,0.375,0.307,0.313,0.245,353,1460,85.7,6.1,2178.0,91.2,90.18,911,3104,3258,Wandy Peralta
6360,672282,6360,100,0.247,0.162,0.306,0.409,0.321,0.319,0.245,346,1399,89.1,16.1,2116.0,87.5,86.6,838,3097,3261,Reid Detmers
6357,669022,6357,100,0.265,0.159,0.332,0.424,0.335,0.337,0.262,359,1356,88.8,13.8,2235.0,91.3,92.53,850,3104,3253,MacKenzie Gore
6353,643230,6353,100,0.261,0.153,0.309,0.414,0.335,0.336,0.252,357,1367,88.2,10.3,2040.0,88.9,89.81,660,2853,3496,Steven Brault
6338,660761,6338,100,0.272,0.204,0.311,0.476,0.353,0.334,0.258,388,1425,87.8,13.6,2165.0,86.1,85.71,780,3013,3325,José Suarez
6334,664192,6334,100,0.248,0.176,0.297,0.424,0.316,0.315,0.242,365,1470,88.0,10.3,2168.0,86.4,86.42,690,2836,3498,Joey Lucchesi
6315,656945,6315,100,0.217,0.107,0.312,0.324,0.292,0.293,0.215,287,1320,86.1,7.4,2618.0,92.9,92.69,1065,3029,3286,Tanner Scott
6312,659275,6312,100,0.226,0.176,0.299,0.402,0.312,0.305,0.214,311,1376,88.2,15.0,2467.0,91.0,90.21,894,2908,3404,Dinelson Lamet
6261,115629,6261,100,0.263,0.109,0.303,0.373,0.298,0.306,0.259,405,1538,89.8,7.9,2031.0,90.9,91.04,498,3045,3158,LaTroy Hawkins
6259,452666,6259,100,0.225,0.123,0.269,0.347,0.29,0.332,0.253,317,1411,87.6,11.1,2222.0,90.9,89.35,726,2887,3312,Tom Wilhelmsen
6250,621345,6250,100,0.225,0.118,0.312,0.343,0.278,0.276,0.214,311,1381,86.9,14.7,2357.0,92.4,92.34,1000,3162,3088,A.J. Minter
6238,621237,6238,100,0.211,0.105,0.298,0.316,0.283,0.288,0.212,275,1304,88.0,6.5,2150.0,96.2,96.82,880,2770,3468,José Alvarado
6201,425487,6201,100,0.275,0.181,0.298,0.456,0.351,,,395,1434,,,,89.5,,554,2854,3325,Todd Wellemeyer
6195,592426,6195,100,0.265,0.142,0.334,0.406,0.323,0.314,0.243,374,1413,89.2,7.1,2300.0,89.8,90.25,845,2985,3209,Luke Jackson
6164,429783,6164,100,0.237,0.15,0.297,0.386,0.286,0.266,0.221,340,1437,90.1,25.1,2397.0,89.8,87.93,872,3269,2809,Rafael Betancourt
6161,519105,6161,100,0.247,0.128,0.281,0.375,0.302,,,369,1495,,,,88.7,,647,2854,3284,Jarrod Parker
6160,628333,6160,100,0.28,0.144,0.309,0.424,0.335,0.348,0.288,396,1413,87.0,9.1,2206.0,86.9,87.03,488,2789,3353,Odrisamer Despaigne
6153,605513,6153,100,0.243,0.133,0.301,0.376,0.308,0.326,0.25,329,1353,88.9,8.5,2404.0,90.0,89.91,695,2823,3329,Spencer Turnbull
6147,450212,6147,100,0.217,0.146,0.253,0.364,0.272,0.261,0.217,315,1449,86.1,17.7,2096.0,84.6,84.41,755,3105,2987,Pat Neshek
6114,449072,6114,100,0.245,0.142,0.269,0.387,0.312,,,362,1475,,,,86.7,,465,2646,3428,Kyle McClellan
6104,519096,6104,100,0.275,0.13,0.307,0.405,0.301,0.31,0.277,448,1629,87.7,2.8,1972.0,88.4,88.96,476,3061,2999,Dan Otero
6098,444436,6098,100,0.268,0.11,0.313,0.378,0.306,0.301,0.264,404,1506,89.7,2.4,1923.0,89.9,87.57,540,2751,3233,Ryan Webb
6097,573064,6097,100,0.259,0.196,0.285,0.456,0.33,0.305,0.24,377,1453,87.7,16.6,2240.0,85.2,84.39,598,2936,3144,Vidal Nuño
6090,469686,6090,100,0.235,0.156,0.259,0.391,0.309,,,338,1439,,,,88.8,,579,2907,3149,Alfredo Aceves
6085,608723,6085,100,0.256,0.193,0.294,0.449,0.329,0.323,0.249,348,1362,87.7,17.1,2504.0,87.5,87.35,744,2919,3165,Austin Voth
6080,596112,6080,100,0.239,0.211,0.288,0.45,0.326,0.318,0.235,328,1374,88.7,17.5,2488.0,89.2,88.78,952,2982,3092,Robert Stephenson
6079,663855,6079,100,0.224,0.104,0.286,0.328,0.297,0.305,0.224,292,1305,87.7,3.2,2059.0,94.1,94.31,653,2569,3510,Jordan Hicks
6073,605388,6073,100,0.266,0.199,0.301,0.465,0.335,0.324,0.256,385,1445,88.1,13.8,2331.0,85.6,84.36,797,2963,3100,Adam Morgan
6072,501593,6072,100,0.235,0.101,0.292,0.336,0.285,0.293,0.234,316,1342,83.6,10.1,2194.0,87.3,84.79,730,2830,3181,Luis Avilán
6061,545363,6061,100,0.292,0.177,0.316,0.469,0.356,0.411,0.322,426,1460,90.9,9.2,2099.0,89.5,91.41,523,2778,3238,Jacob Turner
6059,119984,6059,100,0.239,0.111,0.293,0.35,0.284,,,338,1415,,,,85.6,,556,2672,3318,Darren Oliver
6056,430629,6056,100,0.233,0.129,0.305,0.362,0.302,,,310,1333,,,,93.1,,775,2774,3238,Joel Hanrahan
6046,677651,6046,100,0.225,0.172,0.273,0.397,0.298,0.302,0.232,313,1394,87.8,16.8,2345.0,87.5,87.2,889,2916,3130,Luis Garcia
6031,472551,6031,100,0.253,0.153,0.289,0.405,0.314,0.306,0.239,343,1357,87.6,12.0,2187.0,85.7,84.07,545,2708,3289,Fernando Abad
6029,607229,6029,100,0.269,0.158,0.308,0.427,0.326,0.32,0.259,386,1436,86.9,8.2,2176.0,90.9,90.1,603,2899,3125,Robert Gsellman
5999,571561,5999,100,0.229,0.177,0.283,0.406,0.318,0.283,0.203,285,1244,88.1,13.2,2198.0,91.1,92.92,680,2687,3287,Tony Cingrani
5980,663460,5980,100,0.276,0.174,0.323,0.45,0.347,0.346,0.267,370,1340,88.2,9.2,2095.0,85.9,86.48,659,2784,3196,Kris Bubic
5963,572193,5963,100,0.215,0.15,0.258,0.366,0.288,0.29,0.215,291,1351,87.1,13.3,2273.0,90.8,90.65,868,2892,3066,Ryan Tepera
5950,678394,5950,100,0.274,0.159,0.325,0.433,0.335,0.317,0.253,383,1398,88.7,5.0,2057.0,91.2,91.3,722,2827,3123,Brayan Bello
5949,458950,5949,100,0.271,0.168,0.299,0.439,0.336,,,389,1434,,,,86.9,,540,2692,3217,Philip Humber
5938,543359,5938,100,0.259,0.115,0.307,0.373,0.309,0.306,0.25,341,1318,86.9,3.0,2314.0,88.2,87.32,570,2596,3300,Dan Jennings
5925,663423,5925,100,0.264,0.188,0.31,0.452,0.333,0.325,0.255,356,1347,88.2,16.1,2610.0,87.7,87.18,661,2754,3169,Trent Thornton
5915,542888,5915,100,0.249,0.157,0.308,0.406,0.313,0.311,0.24,332,1332,87.8,16.2,2450.0,92.0,92.46,790,3035,2872,Shawn Armstrong
5907,676710,5907,100,0.231,0.188,0.268,0.419,0.308,0.304,0.225,322,1395,88.0,19.2,2311.0,87.9,87.61,789,3037,2870,Kutter Crawford
5896,425657,5896,100,0.231,0.094,0.274,0.324,0.284,0.27,0.212,317,1375,86.6,0.6,2075.0,84.1,82.92,572,2660,3133,Javier López
5895,453284,5895,100,0.232,0.164,0.287,0.396,0.299,0.307,0.236,301,1295,88.5,14.6,1788.0,86.7,86.96,736,2708,3176,Blake Parker
5884,605154,5884,100,0.24,0.168,0.3,0.408,0.303,0.292,0.228,325,1355,88.0,20.5,2454.0,88.7,89.37,780,2939,2944,John Brebbia
5877,458730,5877,100,0.265,0.09,0.328,0.355,0.308,0.344,0.274,347,1309,89.2,7.6,2051.0,93.4,89.76,609,2732,3084,Bobby Parnell
5861,445163,5861,100,0.248,0.137,0.294,0.385,0.299,0.314,0.251,348,1403,87.4,18.4,2189.0,87.8,85.74,523,2609,3218,Casey Janssen
5849,407825,5849,100,0.239,0.132,0.263,0.37,0.296,,,339,1420,,,,87.8,,643,2827,2936,Matt Guerrier
