pitches,player_id,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,player
122,466838,122,100,0.217,0.13,0.333,0.348,0.311,,,5,23,,,,88.5,,16,57,65,Juan Salas
122,666207,122,100,0.353,0.412,0.5,0.765,0.554,0.454,0.245,6,17,93.1,20.0,2388.0,90.5,91.56,9,29,93,Riley Pint
121,607951,121,100,0.2,0.05,0.235,0.25,0.297,0.29,0.166,4,20,85.4,16.6,2173.0,87.1,86.19,9,45,76,Jairo Labourt
121,607054,121,100,0.433,0.333,0.458,0.767,0.528,0.497,0.376,13,30,87.6,12.2,1391.0,64.0,62.55,4,47,74,Jace Peterson
120,460077,120,100,0.308,0.308,0.35,0.615,0.43,0.51,0.369,8,26,95.2,1.2,2078.0,83.7,81.66,10,52,68,Drew Butera
119,150037,119,100,0.333,0.185,0.32,0.519,0.422,,,9,27,,,,85.0,,9,51,68,Ray King
119,450321,119,100,0.368,0.368,0.353,0.737,0.55,,,7,19,,,,85.8,,6,36,79,Bill White
119,501627,119,100,0.318,0.0,0.538,0.318,0.396,0.328,0.163,7,22,105.2,-8.0,1856.0,86.7,84.41,17,42,77,Cesar Cabral
119,676661,119,100,0.148,0.148,0.15,0.296,0.205,0.251,0.214,4,27,92.5,16.0,2329.0,89.0,90.43,11,55,64,Max Lazar
119,605317,119,100,0.464,0.679,0.471,1.143,0.674,0.515,0.352,13,28,93.8,14.8,2097.0,89.4,88.86,11,57,58,Guido Knudson
118,407400,118,100,0.37,0.333,0.409,0.704,0.479,,,10,27,,,,89.9,,9,54,64,Rick Bauer
117,645307,117,100,0.25,0.25,0.25,0.5,0.387,0.388,0.255,5,20,88.9,15.5,2221.0,87.0,87.21,12,51,66,Ricardo Sánchez
117,642759,117,100,0.31,0.276,0.304,0.586,0.414,0.342,0.233,9,29,91.1,13.4,2310.0,97.5,98.34,13,55,62,Julian Fernández
117,596117,117,100,0.387,0.613,0.28,1.0,0.589,0.423,0.325,12,31,91.1,15.4,1656.0,66.7,65.8,5,54,63,Garrett Stubbs
116,668684,116,100,0.333,0.25,0.333,0.583,0.443,0.428,0.308,8,24,91.1,20.0,2021.0,87.2,86.83,12,57,59,Tanner Tully
116,676103,116,100,0.25,0.1,0.333,0.35,0.405,0.376,0.223,5,20,86.6,18.9,2401.0,88.8,88.6,14,44,72,Damon Jones
116,452075,116,100,0.286,0.214,0.28,0.5,0.361,,,8,28,,,,86.5,,7,60,54,Connor Robertson
116,605338,116,100,0.208,0.417,0.143,0.625,0.382,0.32,0.214,5,24,91.1,7.5,2121.0,87.3,86.37,18,60,56,Jacob Lindgren
115,667373,115,100,0.087,0.0,0.111,0.087,0.167,0.291,0.208,2,23,88.3,27.2,1972.0,87.8,88.68,10,51,64,Angel Rondón
115,424426,115,100,0.375,0.333,0.412,0.708,0.51,,,9,24,,,,91.4,,15,52,63,Ryan Bukvich
115,500909,115,100,0.318,0.045,0.438,0.364,0.347,,,7,22,,,,88.1,,12,55,60,Mauricio Robles
114,471919,114,100,0.37,0.259,0.391,0.63,0.446,,,10,27,,,,90.7,,11,55,59,Jhonny Nunez
114,668754,114,100,0.192,0.0,0.238,0.192,0.224,0.284,0.211,5,26,81.0,24.3,2374.0,88.3,87.54,13,56,58,Braden Bristo
114,658791,114,100,0.308,0.154,0.333,0.462,0.391,0.403,0.297,8,26,88.5,19.7,2377.0,86.6,85.77,6,50,64,Wei-Chieh Huang
114,457444,114,100,0.406,0.188,0.4,0.594,0.442,,,13,32,,,,82.3,,3,54,60,Jay Marshall
112,543853,112,100,0.391,0.217,0.444,0.609,0.482,,,9,23,,,,89.5,,12,39,73,Taylor Thompson
112,642659,112,100,0.308,0.269,0.35,0.577,0.397,0.379,0.304,8,26,84.2,11.1,2198.0,89.5,89.89,18,59,53,Raynel Espinal
111,608700,111,100,0.207,0.345,0.115,0.552,0.321,0.414,0.33,6,29,93.1,19.6,1884.0,76.1,75.07,3,55,56,Kevin Plawecki
111,456744,111,100,0.3,0.3,0.267,0.6,0.457,,,6,20,,,,88.6,,9,38,73,Chris Schroder
111,605612,111,100,0.313,0.094,0.313,0.406,0.371,0.385,0.291,10,32,94.4,21.4,1677.0,63.7,62.1,4,49,62,Harold Castro
111,669165,111,100,0.25,0.063,0.308,0.313,0.257,0.314,0.285,8,32,89.4,12.7,1668.0,90.0,89.71,20,69,42,Kyle Hurt
111,643532,111,100,0.304,0.304,0.316,0.609,0.444,0.469,0.345,7,23,84.1,-3.3,1894.0,86.7,87.79,5,41,70,Sterling Sharp
110,119827,110,100,0.455,0.545,0.412,1.0,0.603,,,10,22,,,,82.2,,10,44,66,Hideo Nomo
110,668834,110,100,0.143,0.029,0.156,0.171,0.152,0.274,0.243,5,35,87.8,15.4,2203.0,85.5,85.78,10,58,52,Easton McGee
110,445202,110,100,0.3,0.25,0.357,0.55,0.443,,,6,20,,,,93.7,,10,44,66,Joe Bisenius
109,592769,109,100,0.391,0.261,0.412,0.652,0.473,0.432,0.328,9,23,94.3,3.2,1777.0,84.4,84.48,10,48,61,D.J. Snelten
109,553902,109,100,0.222,0.37,0.125,0.593,0.382,0.489,0.372,6,27,87.3,15.2,1447.0,61.5,60.08,2,38,71,Willians Astudillo
108,456499,108,100,0.125,0.125,0.222,0.25,0.287,,,2,16,,,,86.3,,10,42,65,Scott Patterson
107,518586,107,100,0.25,0.071,0.259,0.321,0.288,0.329,0.268,7,28,88.2,12.0,2409.0,88.9,87.27,3,49,58,Charlie Culberson
107,594762,107,100,0.095,0.143,0.071,0.238,0.251,0.281,0.21,2,21,90.0,21.7,2214.0,87.3,87.68,10,44,63,Brett Bochy
107,488782,107,100,0.542,0.5,0.556,1.042,0.676,,,13,24,,,,88.8,,11,45,62,Anthony Claggett
106,596451,106,100,0.481,0.222,0.48,0.704,0.534,0.469,0.431,13,27,92.2,13.9,2018.0,78.8,76.45,3,37,69,Roman Quinn
106,455376,106,100,0.292,0.083,0.304,0.375,0.344,0.338,0.263,7,24,86.5,11.1,2241.0,93.0,92.61,7,44,62,Arcenio Leon
106,506702,106,100,0.229,0.371,0.138,0.6,0.36,0.341,0.235,8,35,89.7,24.4,1941.0,78.8,75.93,3,48,58,Sandy León
105,700669,105,100,0.25,0.25,0.273,0.5,0.329,0.355,0.292,7,28,86.4,14.0,2160.0,88.1,88.91,14,56,49,Gordon Graceffo
105,630263,105,100,0.333,0.389,0.313,0.722,0.505,0.545,0.374,6,18,96.5,9.5,2326.0,90.7,90.16,5,37,68,James Bourque
105,543281,105,100,0.607,0.143,0.593,0.75,0.569,0.443,0.421,17,28,90.9,16.0,1428.0,57.1,53.77,2,45,60,Josh Harrison
105,664351,105,100,0.292,0.083,0.389,0.375,0.319,0.279,0.223,7,24,89.7,19.2,2434.0,87.5,88.71,12,47,58,Luis Contreras
104,666208,104,100,0.286,0.214,0.429,0.5,0.43,0.39,0.248,4,14,87.6,22.3,2649.0,92.5,92.63,12,37,67,Alex Speas
104,650813,104,100,0.455,0.227,0.45,0.682,0.498,0.448,0.359,10,22,90.5,11.0,2134.0,90.9,91.23,10,48,56,Luis Escobar
104,620396,104,100,0.25,0.083,0.286,0.333,0.299,0.28,0.22,6,24,82.2,8.7,2237.0,88.1,87.61,8,52,52,Miguel Aguilar
104,621094,104,100,0.25,0.107,0.292,0.357,0.262,0.29,0.267,7,28,89.1,0.3,2229.0,93.4,93.37,16,60,44,Jamie Callahan
103,114354,103,100,0.308,0.538,0.273,0.846,0.535,,,4,13,,,,88.6,,6,43,58,Chad Fox
103,685116,103,100,0.318,0.091,0.368,0.409,0.359,0.301,0.258,7,22,87.3,8.3,2063.0,84.3,83.69,5,44,59,Austin Kitchen
103,642226,103,100,0.435,0.304,0.421,0.739,0.511,0.538,0.485,10,23,86.7,13.6,2085.0,87.9,87.41,11,48,55,Matt Wotherspoon
102,677076,102,100,0.5,0.682,0.538,1.182,0.696,0.473,0.339,11,22,97.4,9.4,2180.0,88.1,87.2,10,46,56,Clayton Andrews
102,453332,102,100,0.368,0.105,0.412,0.474,0.443,,,7,19,,,,87.6,,6,35,67,Josh Butler
101,676961,101,100,0.269,0.192,0.316,0.462,0.349,0.366,0.264,7,26,86.7,18.6,2255.0,86.3,86.05,9,50,51,Caleb Boushley
101,553872,101,100,0.136,0.045,0.2,0.182,0.137,0.177,0.163,3,22,88.3,4.9,1795.0,93.4,92.04,16,55,46,Yhonathan Barrios
101,457458,101,100,0.304,0.087,0.35,0.391,0.338,,,7,23,,,,89.4,,4,38,63,Ty Taubenheim
100,670097,100,100,0.4,0.033,0.414,0.433,0.387,0.453,0.391,12,30,92.4,23.1,1482.0,62.5,60.36,3,50,50,Zack Short
100,688427,100,100,0.333,0.333,0.375,0.667,0.45,0.395,0.275,8,24,91.0,8.2,2509.0,87.2,88.2,13,39,61,Kolton Ingram
100,685107,100,100,0.3,0.2,0.353,0.5,0.382,0.342,0.272,6,20,91.2,15.9,2014.0,89.5,89.66,9,49,51,Anthony Veneziano
100,669391,100,100,0.458,0.292,0.5,0.75,0.533,0.365,0.291,11,24,84.8,11.1,2350.0,89.1,89.21,8,50,50,Owen White
99,506429,99,100,0.5,0.364,0.474,0.864,0.599,,,11,22,,,,88.4,,6,43,54,Kazuo Fukumori
99,700241,99,100,0.192,0.038,0.217,0.231,0.202,0.335,0.297,5,26,87.9,1.8,2213.0,88.5,89.54,9,40,59,Michael McGreevy
99,607732,99,100,0.333,0.194,0.314,0.528,0.375,0.328,0.285,12,36,87.0,21.5,1753.0,62.2,60.6,3,55,44,Jacob Stallings
99,676917,99,100,0.333,0.167,0.5,0.5,0.434,0.305,0.15,6,18,89.1,13.3,2235.0,90.2,90.05,13,47,52,Cade Cavalli
99,434587,99,100,0.316,0.316,0.364,0.632,0.431,,,6,19,,,,88.9,,8,40,59,Devon Lowery
99,645801,99,100,0.444,0.63,0.333,1.074,0.627,0.496,0.359,12,27,88.1,25.5,1429.0,70.7,68.91,2,40,59,Mike Ford
98,110859,98,100,0.167,0.417,0.083,0.583,0.337,,,4,24,,,,89.6,,17,53,45,Armando Benitez
97,502033,97,100,0.32,0.08,0.4,0.4,0.343,,,8,25,,,,88.1,,5,45,52,Charles Brewer
97,669064,97,100,0.231,0.192,0.238,0.423,0.331,0.331,0.233,6,26,86.1,27.1,2373.0,87.3,86.42,11,47,50,Brandon Bailey
97,687377,97,100,0.5,0.1,0.588,0.6,0.507,0.382,0.338,10,20,90.4,20.4,2310.0,90.5,90.79,17,53,44,Orlando Ribalta
97,689167,97,100,0.167,0.125,0.174,0.292,0.263,0.306,0.213,4,24,90.7,19.5,2247.0,86.3,86.29,8,42,55,Jeff Lindgren
96,657786,96,100,0.316,0.316,0.357,0.632,0.423,0.33,0.227,6,19,89.1,28.8,2255.0,87.9,87.66,8,47,49,Jerry Vasto
96,605428,96,100,0.45,0.25,0.471,0.7,0.495,0.41,0.362,9,20,90.2,20.7,2066.0,91.5,91.98,6,45,51,Max Povse
96,656671,96,100,0.16,0.16,0.176,0.32,0.238,0.307,0.249,4,25,86.4,4.9,2022.0,84.6,85.11,15,50,46,Josh Maciejewski
96,612272,96,100,0.238,0.286,0.25,0.524,0.335,0.292,0.211,5,21,92.9,17.5,2060.0,85.7,82.72,7,42,54,Raudel Lazo
96,468962,96,100,0.25,0.083,0.3,0.333,0.262,,,6,24,,,,89.0,,9,44,52,Devern Hansack
95,702674,95,100,0.111,0.222,0.071,0.333,0.263,0.284,0.142,2,18,86.7,21.7,2029.0,88.8,89.33,13,39,56,Caden Dana
95,492821,95,100,0.227,0.0,0.25,0.227,0.271,,,5,22,,,,88.4,,11,47,48,Henry Villar
95,669105,95,100,0.407,0.148,0.44,0.556,0.428,0.379,0.33,11,27,89.8,14.1,1893.0,88.6,88.04,10,47,48,Zach Muckenhirn
94,666215,94,100,0.313,0.063,0.455,0.375,0.378,0.378,0.303,5,16,93.2,14.1,2406.0,93.6,93.96,7,39,55,Forrest Whitley
94,474226,94,100,0.278,0.222,0.235,0.5,0.426,,,5,18,,,,89.7,,3,35,59,Mason Tobin
94,572810,94,100,0.35,0.35,0.313,0.7,0.475,,,7,20,,,,86.7,,9,40,54,Ryan Dennick
93,665120,93,100,0.176,0.0,0.25,0.176,0.294,0.312,0.181,3,17,86.0,-9.1,2089.0,87.3,86.79,8,35,58,Jared Walsh
93,489567,93,100,0.375,0.063,0.462,0.438,0.411,,,6,16,,,,84.7,,10,43,50,Alan Johnson
92,113898,92,100,0.235,0.0,0.308,0.235,0.311,,,4,17,,,,90.1,,14,40,52,Kelvim Escobar
92,282562,92,100,0.478,0.348,0.45,0.826,0.571,,,11,23,,,,80.7,,6,36,52,Adam Pettyjohn
92,534631,92,100,0.357,0.5,0.364,0.857,0.559,,,5,14,,,,86.5,,2,36,52,Elih Villanueva
92,676766,92,100,0.25,0.063,0.267,0.313,0.365,0.4,0.311,4,16,90.1,10.9,2391.0,94.7,94.26,7,41,51,Nick Snyder
91,502168,91,100,0.36,0.2,0.333,0.56,0.419,,,9,25,,,,84.3,,2,48,43,Rudy Owens
91,676755,91,100,0.278,0.056,0.333,0.333,0.357,0.397,0.226,5,18,90.1,25.4,2163.0,89.6,90.17,10,41,50,Isaac Mattson
90,456421,90,100,0.28,0.12,0.286,0.4,0.31,,,7,25,,,,91.5,,9,48,42,Stu Pomeranz
90,629498,90,100,0.385,0.308,0.364,0.692,0.502,0.494,0.354,5,13,89.7,7.0,2278.0,93.5,93.9,5,35,55,Johan Quezada
90,571602,90,100,0.217,0.13,0.211,0.348,0.292,0.464,0.354,5,23,88.8,17.9,2025.0,81.5,80.99,6,49,41,Matt Davidson
90,543357,90,100,0.35,0.6,0.333,0.95,0.539,0.469,0.328,7,20,92.5,17.1,2256.0,87.4,86.75,9,42,48,Jordan Jankowski
89,425772,89,100,0.348,0.391,0.316,0.739,0.461,0.476,0.356,8,23,92.4,23.6,1798.0,80.6,75.56,5,43,46,Jeff Mathis
89,491696,89,100,0.5,0.25,0.44,0.75,0.508,0.379,0.329,12,24,91.8,16.2,1761.0,79.9,77.98,3,47,42,Jesús Sucre
89,621433,89,100,0.444,0.481,0.375,0.926,0.598,0.591,0.394,12,27,90.0,20.8,1198.0,52.9,51.23,4,39,50,Brett Phillips
88,502162,88,100,0.444,0.167,0.538,0.611,0.49,0.329,0.223,8,18,86.1,-2.4,1946.0,92.0,91.82,9,44,44,Angel Castro
88,575070,88,100,0.211,0.211,0.214,0.421,0.279,0.211,0.152,4,19,82.0,25.6,1936.0,91.6,90.62,12,51,37,Enderson Franco
87,572017,87,100,0.133,0.0,0.133,0.133,0.203,,,2,15,,,,84.1,,5,36,51,Red Patterson
87,435401,87,100,0.25,0.25,0.25,0.5,0.409,,,4,16,,,,85.6,,5,29,58,Skip Schumaker
87,463037,87,100,0.278,0.222,0.4,0.5,0.354,,,5,18,,,,91.2,,10,47,40,Atahualpa Severino
87,607468,87,100,0.278,0.167,0.286,0.444,0.377,0.331,0.238,5,18,89.1,24.7,1872.0,83.8,83.26,6,39,48,Alex Blandino
87,448241,87,100,0.389,0.0,0.538,0.389,0.426,,,7,18,,,,93.1,,8,37,50,Justin James
86,670768,86,100,0.31,0.103,0.31,0.414,0.326,0.343,0.328,9,29,82.3,2.2,1358.0,53.4,51.96,0,36,50,Luis González
86,686842,86,100,0.357,0.429,0.364,0.786,0.55,0.375,0.197,5,14,90.5,13.3,2387.0,92.2,92.94,8,31,55,McKinley Moore
85,641739,85,100,0.188,0.0,0.2,0.188,0.202,0.246,0.178,3,16,90.3,3.5,2231.0,87.5,86.93,6,35,50,Rob Kaminsky
85,624503,85,100,0.476,0.381,0.421,0.857,0.589,0.4,0.305,10,21,90.0,29.4,1743.0,73.2,71.91,1,32,53,Nick Gordon
85,455090,85,100,0.471,0.294,0.412,0.765,0.512,,,8,17,,,,84.9,,1,34,47,Jack Egbert
85,518614,85,100,0.231,0.423,0.143,0.654,0.372,0.338,0.21,6,26,90.0,36.4,1937.0,75.4,74.52,7,50,35,Daniel Descalso
84,656755,84,100,0.412,0.0,0.636,0.412,0.398,0.297,0.267,7,17,84.7,7.5,2241.0,94.5,95.91,10,41,43,Bryce Montes de Oca
84,543551,84,100,0.333,0.19,0.333,0.524,0.409,,,7,21,,,,86.8,,6,34,50,D.J. Mitchell
84,468402,84,100,0.458,0.167,0.478,0.625,0.481,,,11,24,,,,72.7,,2,42,42,Charlie Zink
84,681464,84,100,0.368,0.368,0.385,0.737,0.509,0.395,0.296,7,19,94.1,2.3,2148.0,94.3,94.88,5,37,47,Frank German
83,643414,83,100,0.333,0.278,0.333,0.611,0.423,0.418,0.369,6,18,86.1,7.3,1812.0,82.3,81.85,10,36,47,Kyle Lloyd
83,685126,83,100,0.313,0.063,0.313,0.375,0.377,0.379,0.275,5,16,86.5,8.6,1974.0,87.1,88.43,4,37,46,Brandon Eisert
82,553883,82,100,0.182,0.273,0.125,0.455,0.299,0.445,0.349,4,22,94.1,18.8,1970.0,84.7,85.97,7,32,50,Vicente Campos
82,642016,82,100,0.278,0.167,0.308,0.444,0.381,0.322,0.219,5,18,82.8,29.1,2621.0,88.8,88.26,10,36,46,Daniel Robert
82,665661,82,100,0.211,0.158,0.176,0.368,0.307,0.365,0.283,4,19,89.8,32.1,1762.0,87.0,86.65,1,33,49,Shea Spitzbarth
82,694646,82,100,0.333,0.2,0.333,0.533,0.386,0.407,0.312,5,15,96.7,13.3,2089.0,87.7,88.48,11,43,39,Chayce McDermott
81,672841,81,100,0.294,0.353,0.375,0.647,0.462,0.46,0.289,5,17,95.4,4.5,2253.0,96.4,97.52,11,33,48,Carlos Vargas
81,467761,81,100,0.308,0.077,0.364,0.385,0.433,,,4,13,,,,85.8,,3,30,51,Fernando Hernandez
81,460128,81,100,0.25,0.5,0.125,0.75,0.527,,,3,12,,,,90.0,,4,29,52,Kevin Whelan
80,660422,80,100,0.429,0.5,0.444,0.929,0.606,0.599,0.393,6,14,93.6,15.1,1942.0,92.4,91.78,10,29,51,Jorge Guzmán
80,670087,80,100,0.294,0.588,0.143,0.882,0.488,0.583,0.424,5,17,95.3,23.5,2177.0,90.4,89.91,6,45,35,Brandyn Sittinger
80,500891,80,100,0.25,0.063,0.308,0.313,0.314,0.389,0.315,4,16,88.3,13.2,1933.0,88.1,86.48,3,32,48,Edgar Ibarra
80,641645,80,100,0.308,0.192,0.28,0.5,0.38,0.409,0.351,8,26,87.7,16.5,1365.0,63.1,61.92,5,37,43,Luis Guillorme
79,592407,79,100,0.333,0.381,0.278,0.714,0.46,0.43,0.283,7,21,93.0,26.3,1646.0,69.9,68.46,5,38,41,Bryan Holaday
79,627262,79,100,0.318,0.364,0.3,0.682,0.421,0.302,0.248,7,22,88.0,21.7,2249.0,91.5,90.78,5,37,42,Chris Smith
79,663959,79,100,0.316,0.211,0.333,0.526,0.373,0.394,0.306,6,19,96.2,22.4,2163.0,83.9,84.11,5,37,42,Tyler Ivey
79,691951,79,100,0.261,0.217,0.263,0.478,0.371,0.342,0.252,6,23,93.2,28.8,2131.0,87.9,86.87,3,34,45,Samuel Aldegheri
79,672839,79,100,0.143,0.214,0.1,0.357,0.372,0.407,0.198,2,14,88.0,5.1,2168.0,89.8,90.84,6,23,56,Francisco Morales
79,660875,79,100,0.19,0.238,0.167,0.429,0.311,0.367,0.292,4,21,87.1,-1.5,2155.0,92.5,92.41,9,38,41,Jesús Reyes
78,571974,78,100,0.455,0.545,0.368,1.0,0.601,0.56,0.426,10,22,89.6,28.6,1585.0,62.7,60.1,3,38,40,John Ryan Murphy
78,506432,78,100,0.565,0.174,0.542,0.739,0.546,,,13,23,,,,85.0,,3,42,36,Kei Igawa
78,676391,78,100,0.524,0.333,0.45,0.857,0.573,0.447,0.417,11,21,92.1,6.2,1321.0,67.5,65.35,1,40,38,Ernie Clement
78,457812,78,100,0.304,0.217,0.3,0.522,0.356,,,7,23,,,,86.5,,3,37,41,Jeff Marquez
77,695076,77,100,0.143,0.0,0.25,0.143,0.251,0.273,0.16,2,14,79.3,15.0,2323.0,90.2,89.78,10,32,45,Rhett Lowder
76,544930,76,100,0.35,0.2,0.333,0.55,0.399,0.394,0.305,7,20,90.5,9.1,2130.0,89.0,89.1,4,40,36,Blake Smith
76,571441,76,100,0.375,0.063,0.5,0.438,0.377,,,6,16,,,,85.0,,11,37,35,Steve Ames
75,451774,75,100,0.688,0.0,0.786,0.688,0.626,,,11,16,,,,86.8,,7,40,35,Matt DeSalvo
75,620445,75,100,0.476,0.381,0.444,0.857,0.571,0.525,0.466,10,21,91.9,13.0,1882.0,89.6,90.36,4,35,40,José Mujica
75,680232,75,100,0.286,0.048,0.3,0.333,0.289,0.391,0.355,6,21,90.4,3.9,2091.0,83.1,85.16,2,35,40,Jackson Wolf
74,670050,74,100,0.235,0.176,0.4,0.412,0.315,0.278,0.217,4,17,88.8,9.7,2300.0,94.1,94.54,14,34,40,Stephen Ridings
74,642657,74,100,0.286,0.214,0.308,0.5,0.355,0.405,0.355,4,14,95.3,24.8,2356.0,87.4,87.02,5,33,41,Cristofer Ogando
74,571911,74,100,0.182,0.0,0.182,0.182,0.33,0.324,0.133,2,11,79.1,4.4,2301.0,92.8,91.95,3,23,51,Damien Magnifico
74,642165,74,100,0.6,0.68,0.5,1.28,0.79,0.656,0.502,15,25,88.1,16.8,1570.0,72.0,70.68,1,37,37,Josh VanMeter
74,592859,74,100,0.296,0.37,0.217,0.667,0.392,0.371,0.297,8,27,89.6,16.2,1450.0,55.1,52.74,7,41,33,Stevie Wilkerson
73,543343,73,100,0.267,0.0,0.4,0.267,0.31,0.352,0.294,4,15,85.9,2.1,2219.0,88.1,88.2,10,34,39,Danny Hultzen
73,678821,73,100,0.118,0.0,0.167,0.118,0.165,0.252,0.199,2,17,92.9,25.6,2179.0,92.2,92.03,3,31,42,Luis Peralta
72,681807,72,100,0.4,0.4,0.318,0.8,0.51,0.554,0.389,10,25,91.1,25.9,1508.0,56.0,54.03,1,39,33,David Fry
71,642060,71,100,0.4,0.133,0.5,0.533,0.422,0.388,0.328,6,15,90.2,7.7,2087.0,86.4,86.88,12,38,33,Cody Sedlock
71,595263,71,100,0.471,0.647,0.385,1.118,0.662,0.699,0.496,8,17,95.4,24.9,635.0,78.5,77.44,0,24,47,Mickey Jannis
71,681871,71,100,0.188,0.25,0.167,0.438,0.309,0.398,0.267,3,16,93.4,21.2,2068.0,89.1,89.63,7,29,42,Eli Villalobos
71,622569,71,100,0.25,0.0,0.25,0.25,0.333,0.387,0.289,4,16,84.6,8.3,1631.0,57.3,55.42,2,23,48,Pablo Reyes
71,595978,71,100,0.25,0.2,0.222,0.45,0.332,0.354,0.26,5,20,90.2,27.8,1586.0,60.2,58.86,2,31,40,Austin Hedges
70,346869,70,100,0.273,0.136,0.286,0.409,0.3,,,6,22,,,,83.5,,5,32,34,Josh Towers
70,571466,70,100,0.452,0.129,0.433,0.581,0.448,0.425,0.398,14,31,91.8,15.9,1187.0,44.4,41.81,2,36,34,Tucker Barnhart
70,666171,70,100,0.077,0.0,0.143,0.077,0.204,0.192,0.04,1,13,85.7,16.0,2205.0,93.1,93.58,14,27,43,Ryan Zeferjahn
70,691441,70,100,0.333,0.5,0.25,0.833,0.528,0.47,0.305,4,12,94.8,21.4,2506.0,91.7,92.6,10,34,36,Cristian Mena
70,430579,70,100,0.5,0.25,0.5,0.75,0.569,,,8,16,,,,86.7,,2,34,36,Elizardo Ramirez
69,458669,69,100,0.5,0.688,0.417,1.188,0.725,,,8,16,,,,91.9,,8,32,37,Bryan Price
69,538506,69,100,0.267,0.467,0.182,0.733,0.435,0.335,0.227,4,15,85.1,20.8,2020.0,82.4,81.96,5,32,37,Toru Murata
69,643396,69,100,0.227,0.091,0.227,0.318,0.261,0.386,0.265,5,22,89.4,30.6,1555.0,70.3,68.8,1,36,33,Isiah Kiner-Falefa
68,518649,68,100,0.412,0.412,0.455,0.824,0.541,0.541,0.414,7,17,90.9,11.2,2323.0,90.8,91.45,8,32,36,Brett Eibner
68,664901,68,100,0.522,0.391,0.5,0.913,0.61,0.361,0.294,12,23,90.6,23.7,1473.0,56.6,54.23,5,43,25,Danny Mendick
68,519299,68,100,0.35,0.35,0.294,0.7,0.452,0.358,0.269,7,20,91.3,27.2,1638.0,66.6,64.52,3,33,35,Eric Sogard
67,663767,67,100,0.176,0.059,0.231,0.235,0.177,0.248,0.22,3,17,87.7,23.7,2308.0,89.5,89.46,7,41,26,Chase Shugart
67,664977,67,100,0.2,0.067,0.273,0.267,0.231,0.283,0.251,3,15,89.9,6.5,2175.0,94.9,95.84,9,28,39,Blake Cederlind
67,424668,67,100,0.333,0.25,0.375,0.583,0.438,,,4,12,,,,87.1,,7,29,36,Jon Adkins
67,680891,67,100,0.333,0.333,0.364,0.667,0.449,0.407,0.303,6,18,92.8,9.4,2050.0,92.5,93.37,14,33,34,Jack Neely
67,607087,67,100,0.5,0.188,0.5,0.688,0.542,,,8,16,,,,86.6,,6,25,38,Scott Snodgress
67,408304,67,100,0.286,0.286,0.3,0.571,0.425,,,4,14,,,,86.8,,7,27,40,Jon Switzer
66,656913,66,100,0.333,0.2,0.444,0.533,0.423,0.325,0.23,5,15,73.2,4.0,2098.0,86.4,86.19,12,34,32,Seth Romero
66,517059,66,100,0.182,0.273,0.125,0.455,0.38,0.29,0.139,2,11,90.2,25.8,1877.0,86.4,85.74,4,25,41,Jose De Paula
66,458595,66,100,0.364,0.182,0.444,0.545,0.478,,,4,11,,,,92.8,,4,19,47,Bobby Mosebach
65,663897,65,100,0.25,0.0,0.25,0.25,0.264,0.348,0.294,5,20,87.5,25.1,1428.0,58.7,57.02,3,34,31,Luke Williams
65,673904,65,100,0.25,0.0,0.429,0.25,0.317,0.337,0.209,3,12,92.7,18.4,2280.0,89.9,89.3,6,28,37,Jake Walsh
65,571969,65,100,0.0,0.0,0.0,0.0,0.249,0.272,0.04,0,9,71.4,16.0,2345.0,89.2,89.7,9,27,38,Conor Mullee
64,457926,64,100,0.6,0.533,0.7,1.133,0.732,,,9,15,,,,88.0,,3,28,36,Paul Janish
64,501936,64,100,0.143,0.214,0.1,0.357,0.207,0.331,0.244,2,14,86.0,-1.4,2064.0,87.6,87.95,7,28,33,Matt Buschmann
64,605170,64,100,0.333,0.381,0.263,0.714,0.468,0.368,0.293,7,21,90.7,14.3,1611.0,65.3,62.77,2,30,34,Victor Caratini
64,686993,64,100,0.294,0.118,0.357,0.412,0.286,0.167,0.166,5,17,90.0,20.3,2444.0,90.5,90.73,13,36,28,Justin Sterner
63,572008,63,100,0.455,0.409,0.4,0.864,0.551,0.521,0.427,10,22,94.2,23.0,1622.0,63.3,62.41,1,35,28,Chris Owings
63,445995,63,100,0.538,0.692,0.455,1.231,0.731,,,7,13,,,,88.8,,1,23,40,Arturo Lopez
63,668942,63,100,0.389,0.222,0.375,0.611,0.465,0.482,0.401,7,18,90.5,26.6,1604.0,64.8,63.59,2,26,37,Josh Rojas
62,683822,62,100,0.143,0.071,0.182,0.214,0.188,0.229,0.211,2,14,80.8,24.7,1719.0,85.9,85.85,5,27,35,Naoyuki Uwasawa
62,460086,62,100,0.571,0.214,0.5,0.786,0.553,0.422,0.323,8,14,87.0,17.7,1943.0,77.5,76.23,2,28,34,Alex Gordon
61,465593,61,100,0.3,0.3,0.286,0.6,0.459,,,3,10,,,,89.4,,4,26,35,Carlos Martinez
61,664852,61,100,0.3,0.6,0.2,0.9,0.536,0.434,0.239,3,10,89.0,28.0,1776.0,89.1,87.93,11,26,35,Jay Flaa
61,466339,61,100,0.5,0.7,0.4,1.2,0.659,,,5,10,,,,85.2,,4,22,39,Victor Garate
