playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
aasedo01,1979,ALCS,CAL,AL,1,0,2,0,0,0,0,15,4,1,0,2,6,0.235,1.8,1.0,0.0,0.0,0.0,20.0,2,1,0.0,1.0,0.0
abadfe01,2014,ALWC,OAK,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
abbotgl01,1975,ALCS,OAK,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
abbotpa01,2000,ALCS,SEA,AL,0,1,1,1,0,0,0,15,3,3,1,3,3,0.167,5.4,0.0,0.0,0.0,0.0,21.0,0,3,0.0,0.0,0.0
abbotpa01,2000,ALDS2,SEA,AL,1,0,1,1,0,0,0,17,5,1,0,3,1,0.25,1.59,0.0,0.0,1.0,0.0,25.0,0,2,0.0,1.0,1.0
abbotpa01,2001,ALCS,SEA,AL,0,0,1,1,0,0,0,15,0,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,1.0,0.0,0.0
abbotpa01,2001,ALDS1,SEA,AL,0,0,1,0,0,0,0,9,9,8,3,5,3,0.529,24.0,0.0,0.0,0.0,0.0,22.0,0,8,0.0,0.0,0.0
abreubr01,2019,ALCS,HOU,AL,0,0,1,0,0,0,0,2,2,2,1,2,0,0.5,27.0,0.0,0.0,0.0,0.0,6.0,0,2,0.0,0.0,0.0
abreubr01,2022,ALCS,HOU,AL,0,0,3,0,0,0,0,9,2,0,0,1,4,0.182,0.0,0.0,0.0,0.0,0.0,12.0,1,0,0.0,0.0,0.0
abreubr01,2022,ALDS2,HOU,AL,0,0,3,0,0,0,0,10,1,0,0,1,6,0.091,0.0,0.0,0.0,0.0,0.0,12.0,0,0,0.0,0.0,0.0
abreubr01,2022,WS,HOU,AL,0,0,4,0,0,0,0,15,1,0,0,2,9,0.062,0.0,0.0,0.0,1.0,0.0,19.0,0,0,0.0,0.0,0.0
abreubr01,2023,ALCS,HOU,AL,0,0,4,0,0,0,0,12,3,3,1,0,7,0.2,6.75,0.0,0.0,1.0,0.0,16.0,1,3,0.0,0.0,0.0
abreubr01,2023,ALDS2,HOU,AL,0,0,1,0,0,0,0,4,2,0,0,0,3,0.333,0.0,0.0,1.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
aceveal01,2009,ALCS,NYA,AL,0,1,2,0,0,0,0,4,3,2,0,2,0,0.6,13.5,1.0,0.0,0.0,0.0,8.0,1,2,1.0,0.0,1.0
aceveal01,2009,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
aceveal01,2009,WS,NYA,AL,0,0,1,0,0,0,0,6,1,0,0,0,1,0.143,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
ackerji01,1985,ALCS,TOR,AL,0,0,2,0,0,0,0,18,2,0,0,0,5,0.095,0.0,0.0,0.0,0.0,0.0,21.0,2,0,0.0,0.0,0.0
ackerji01,1989,ALCS,TOR,AL,0,0,5,0,0,0,0,19,4,1,0,1,4,0.19,1.42,0.0,0.0,1.0,0.0,25.0,1,2,1.0,1.0,0.0
ackerji01,1991,ALCS,TOR,AL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.333,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
adamja01,2022,ALWC1,TBA,AL,0,0,1,0,0,0,0,6,1,0,0,0,2,0.2,0.0,0.0,0.0,1.0,0.0,6.0,0,0,0.0,0.0,2.0
adamsau02,2020,NLDS1,SDN,NL,0,0,2,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,0.0,0.0,0.0
adamsau02,2020,NLWC2,SDN,NL,1,0,2,0,0,0,0,3,0,1,0,1,1,0.0,9.0,0.0,0.0,1.0,0.0,5.0,0,1,0.0,0.0,0.0
adamsba01,1909,WS,PIT,NL,3,0,3,3,3,1,0,81,18,4,2,6,11,0.186,1.33,0.0,0.0,1.0,0.0,106.0,0,5,2.0,0.0,0.0
adamsba01,1925,WS,PIT,NL,0,0,1,0,0,0,0,3,2,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
adamsmi03,2011,ALCS,TEX,AL,1,0,5,0,0,0,0,13,5,1,1,1,4,0.312,2.08,1.0,0.0,0.0,0.0,17.0,2,1,0.0,0.0,1.0
adamsmi03,2011,ALDS2,TEX,AL,0,0,3,0,0,0,0,6,1,1,1,3,1,0.167,4.5,0.0,0.0,0.0,0.0,9.0,0,1,0.0,0.0,0.0
adamsmi03,2011,WS,TEX,AL,1,0,3,0,0,0,0,6,5,1,0,2,1,0.455,4.5,0.0,0.0,0.0,0.0,13.0,0,1,0.0,0.0,0.0
affelje01,2007,NLCS,COL,NL,0,0,2,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
affelje01,2007,NLDS2,COL,NL,0,0,1,0,0,0,0,3,1,1,1,0,2,0.25,9.0,0.0,0.0,0.0,0.0,4.0,0,1,0.0,0.0,0.0
affelje01,2007,WS,COL,NL,0,0,4,0,0,0,0,9,2,0,0,1,2,0.2,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0.0,0.0,1.0
affelje01,2010,NLCS,SFN,NL,0,0,3,0,0,0,0,8,0,1,0,1,4,0.0,3.38,1.0,0.0,0.0,0.0,9.0,1,1,0.0,0.0,0.0
affelje01,2010,WS,SFN,NL,0,0,2,0,0,0,0,4,1,1,0,1,0,0.25,6.75,0.0,1.0,0.0,0.0,5.0,0,1,0.0,0.0,1.0
affelje01,2012,NLCS,SFN,NL,0,0,5,0,0,0,0,14,2,0,0,1,4,0.125,0.0,0.0,1.0,0.0,0.0,17.0,0,0,0.0,0.0,0.0
affelje01,2012,NLDS2,SFN,NL,0,0,3,0,0,0,0,11,3,0,0,1,2,0.214,0.0,1.0,0.0,1.0,0.0,16.0,0,0,0.0,0.0,0.0
affelje01,2012,WS,SFN,NL,0,0,2,0,0,0,0,6,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,0,0.0,0.0,0.0
affelje01,2014,NLCS,SFN,NL,1,0,4,0,0,0,0,14,1,0,0,2,1,0.071,0.0,0.0,0.0,0.0,0.0,16.0,1,0,0.0,0.0,1.0
affelje01,2014,NLDS1,SFN,NL,0,0,3,0,0,0,0,5,1,0,0,0,1,0.2,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,1.0
affelje01,2014,WS,SFN,NL,1,0,4,0,0,0,0,16,3,0,0,0,0,0.188,0.0,0.0,0.0,1.0,0.0,17.0,0,0,0.0,0.0,3.0
agostju01,1983,ALCS,CHA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24643425579655948,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0
aguilri01,1986,NLCS,NYN,NL,0,0,2,0,0,0,0,15,2,0,0,2,2,0.125,0.0,0.0,0.0,0.0,0.0,19.0,0,1,1.0,0.0,1.0
aguilri01,1986,WS,NYN,NL,1,0,2,0,0,0,0,9,8,4,1,1,4,0.471,12.0,0.0,0.0,1.0,0.0,19.0,1,4,0.0,0.0,1.0
aguilri01,1988,NLCS,NYN,NL,0,0,3,0,0,0,0,21,3,1,0,2,4,0.125,1.29,0.0,0.0,0.0,0.0,26.0,1,1,0.0,0.0,0.0
aguilri01,1991,ALCS,MIN,AL,0,0,3,0,0,0,3,10,1,0,0,0,3,0.091,0.0,0.0,0.0,0.0,0.0,11.0,3,0,0.0,0.0,0.0
aguilri01,1991,WS,MIN,AL,1,1,4,0,0,0,2,15,6,1,0,1,3,0.316,1.8,0.0,0.0,0.0,0.0,20.0,4,1,0.0,0.0,0.0
aguilri01,1995,ALDS1,BOS,AL,0,0,1,0,0,0,0,2,3,1,1,0,1,0.6,13.5,0.0,0.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
alberma01,2017,NLDS2,WAS,NL,0,0,2,0,0,0,0,7,1,0,0,1,0,0.125,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
albural01,2011,ALCS,DET,AL,0,0,2,0,0,0,0,5,0,0,0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1,0,0.0,0.0,0.0
albural01,2011,ALDS1,DET,AL,0,0,2,0,0,0,0,1,2,3,1,1,0,0.667,81.0,0.0,0.0,0.0,1.0,4.0,0,3,0.0,0.0,0.0
albural01,2012,ALDS2,DET,AL,1,0,2,0,0,0,0,4,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
albural01,2012,WS,DET,AL,0,0,1,0,0,0,0,6,1,1,1,0,2,0.143,4.5,0.0,0.0,0.0,0.0,7.0,0,1,0.0,0.0,0.0
albural01,2013,ALCS,DET,AL,0,0,6,0,0,0,0,12,2,1,0,2,7,0.154,2.25,1.0,0.0,0.0,0.0,16.0,3,1,1.0,0.0,0.0
albural01,2013,ALDS2,DET,AL,0,1,1,0,0,0,0,2,2,1,0,1,2,0.5,13.5,1.0,0.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
alcansa01,2020,NLDS2,MIA,NL,0,1,1,1,0,0,0,18,8,5,1,1,8,0.308,7.5,0.0,0.0,1.0,0.0,28.0,0,5,0.0,0.0,0.0
alcansa01,2020,NLWC3,MIA,NL,1,0,1,1,0,0,0,20,3,1,1,3,4,0.13,1.35,0.0,0.0,1.0,0.0,27.0,0,1,0.0,0.0,0.0
aldrivi01,1925,WS,PIT,NL,2,0,3,3,2,0,0,55,18,9,2,9,9,0.277,4.42,0.0,2.0,1.0,1.0,81.0,0,9,5.0,1.0,0.0
aldrivi01,1927,WS,PIT,NL,0,1,1,1,0,0,0,22,10,6,0,4,4,0.345,7.36,0.0,1.0,0.0,0.0,36.0,0,6,0.0,3.0,0.0
alexado01,1973,ALCS,BAL,AL,0,1,1,1,0,0,0,11,5,2,0,0,1,0.357,4.91,0.0,0.0,1.0,0.0,16.0,0,3,1.0,0.0,1.0
alexado01,1976,WS,NYA,AL,0,1,1,1,0,0,0,18,9,5,1,2,1,0.409,7.5,0.0,0.0,0.0,0.0,25.0,0,5,0.0,1.0,2.0
alexado01,1985,ALCS,TOR,AL,0,1,2,2,0,0,0,31,14,10,4,3,9,0.318,8.71,0.0,1.0,0.0,0.0,49.0,0,10,1.0,1.0,0.0
alexado01,1987,ALCS,DET,AL,0,2,2,2,0,0,0,27,14,10,2,1,5,0.359,10.0,0.0,0.0,1.0,0.0,42.0,0,10,1.0,0.0,0.0
alexape01,1915,WS,PHI,NL,1,1,2,2,2,0,0,53,14,3,0,4,10,0.233,1.53,1.0,0.0,0.0,0.0,69.0,0,3,4.0,1.0,1.0
alexape01,1926,WS,SLN,NL,2,0,3,2,2,0,1,61,12,3,0,4,17,0.167,1.33,0.0,0.0,0.0,0.0,76.0,1,4,0.0,0.0,1.0
alexape01,1928,WS,SLN,NL,0,1,2,1,0,0,0,15,10,11,3,4,2,0.417,19.8,0.0,0.0,0.0,0.0,30.0,1,11,1.0,1.0,0.0
alexasc01,2018,NLDS2,LAN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
alexasc01,2018,WS,LAN,NL,0,0,3,0,0,0,0,4,1,2,0,2,2,0.2,13.5,0.0,1.0,0.0,0.0,7.0,0,2,0.0,0.0,0.0
alfonan01,1997,WS,FLO,NL,0,0,3,0,0,0,0,19,6,0,0,1,5,0.25,0.0,0.0,0.0,0.0,0.0,25.0,1,0,0.0,0.0,1.0
alfonan01,2003,NLCS,CHN,NL,0,0,3,0,0,0,0,7,2,0,0,2,0,0.333,0.0,1.0,0.0,0.0,0.0,8.0,2,0,0.0,0.0,2.0
alfonan01,2003,NLDS2,CHN,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
alfonan01,2004,NLDS2,ATL,NL,1,0,4,0,0,0,0,11,2,2,0,2,0,0.154,4.91,0.0,0.0,0.0,0.0,15.0,1,2,0.0,0.0,0.0
alfonan01,2007,NLDS2,PHI,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
allenco01,2013,ALWC,CLE,AL,0,0,1,0,0,0,0,1,1,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,0.0,0.0
allenco01,2016,ALCS,CLE,AL,0,0,4,0,0,0,3,14,1,0,0,1,7,0.067,0.0,0.0,0.0,0.0,0.0,16.0,3,0,0.0,0.0,0.0
allenco01,2016,ALDS2,CLE,AL,0,0,2,0,0,0,2,9,4,0,0,2,5,0.308,0.0,0.0,0.0,0.0,0.0,15.0,2,0,0.0,0.0,0.0
allenco01,2016,WS,CLE,AL,0,0,4,0,0,0,1,18,3,0,0,2,12,0.143,0.0,1.0,0.0,1.0,0.0,24.0,3,0,0.0,0.0,0.0
allenco01,2017,ALDS1,CLE,AL,0,0,4,0,0,0,1,16,5,1,0,3,8,0.227,1.69,0.0,0.0,0.0,0.0,25.0,1,2,0.0,0.0,0.0
allenco01,2018,ALDS2,CLE,AL,0,0,2,0,0,0,0,3,4,6,2,2,2,0.571,54.0,2.0,1.0,0.0,0.0,9.0,0,6,0.0,0.0,0.0
allenjo02,1932,WS,NYA,AL,0,0,1,1,0,0,0,2,5,3,1,0,0,0.625,40.5,0.0,0.0,0.0,0.0,8.0,0,4,0.0,0.0,0.0
allenjo02,1941,WS,BRO,NL,0,0,3,0,0,0,0,11,1,0,0,3,0,0.091,0.0,0.0,0.0,2.0,0.0,16.0,2,0,0.0,0.0,0.0
almonye01,2022,NLDS2,LAN,NL,0,1,3,0,0,0,0,7,2,2,0,0,6,0.222,7.71,0.0,0.0,0.0,0.0,9.0,0,2,0.0,0.0,0.0
altavda01,2020,NLDS1,SDN,NL,0,0,2,0,0,0,0,6,2,1,0,1,2,0.286,4.5,0.0,0.0,0.0,0.0,9.0,1,1,0.0,1.0,0.0
altroni01,1906,WS,CHA,AL,1,1,2,2,2,0,0,54,11,2,0,2,5,0.196,1.0,0.0,1.0,0.0,0.0,65.0,0,2,7.0,0.0,0.0
alvarjo02,2013,ALDS2,DET,AL,0,0,1,0,0,0,0,9,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0.0,0.0,0.0
alvarjo02,2021,NLDS2,SFN,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
alvarjo03,2020,ALCS,TBA,AL,0,0,2,0,0,0,0,5,1,0,0,3,4,0.167,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
alvarjo03,2022,NLCS,PHI,NL,1,0,3,0,0,0,1,9,3,0,0,2,4,0.231,0.0,0.0,0.0,0.0,0.0,15.0,1,0,0.0,0.0,0.0
alvarjo03,2022,NLDS1,PHI,NL,0,0,3,0,0,0,0,11,1,1,1,0,5,0.083,2.45,0.0,0.0,0.0,0.0,12.0,0,1,0.0,0.0,0.0
alvarjo03,2022,NLWC2,PHI,NL,0,0,2,0,0,0,0,4,1,2,1,2,0,0.2,13.5,0.0,0.0,0.0,0.0,7.0,0,2,0.0,0.0,0.0
alvarjo03,2022,WS,PHI,NL,0,0,4,0,0,0,0,10,4,4,1,1,5,0.308,10.8,0.0,1.0,2.0,0.0,17.0,0,4,0.0,1.0,0.0
alvarjo03,2023,NLCS,PHI,NL,0,0,4,0,0,0,0,12,5,1,0,1,2,0.333,2.25,1.0,0.0,0.0,0.0,17.0,1,1,0.0,1.0,1.0
alvarjo03,2023,NLDS1,PHI,NL,0,0,3,0,0,0,0,9,1,0,0,2,2,0.1,0.0,0.0,0.0,0.0,0.0,12.0,0,0,0.0,0.0,0.0
alvarjo03,2023,NLWC2,PHI,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,1.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
alvarwi01,1993,ALCS,CHA,AL,1,0,1,1,1,0,0,27,7,1,0,2,6,0.226,1.0,0.0,0.0,0.0,0.0,33.0,0,1,0.0,0.0,2.0
alvarwi01,1997,NLDS1,SFN,NL,0,1,1,1,0,0,0,18,6,4,1,4,4,0.261,6.0,0.0,0.0,0.0,0.0,27.0,0,4,0.0,0.0,1.0
alvarwi01,2004,NLDS1,LAN,NL,0,1,2,0,0,0,0,10,4,4,1,0,4,0.286,10.8,0.0,0.0,0.0,0.0,14.0,0,4,0.0,0.0,0.0
amesre01,1905,WS,NY1,NL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
amesre01,1911,WS,NY1,NL,0,1,2,1,0,0,0,24,6,2,0,1,6,0.194,2.25,0.0,0.0,0.0,0.0,33.0,0,5,1.0,0.0,0.0
amesre01,1912,WS,NY1,NL,0,0,1,0,0,0,0,6,3,1,0,1,0,0.375,4.5,0.0,0.0,0.0,0.0,10.0,1,1,1.0,0.0,0.0
anderbr02,1997,ALCS,CLE,AL,1,0,3,0,0,0,0,19,1,1,0,3,7,0.048,1.42,1.0,0.0,0.0,0.0,24.0,1,1,0.0,0.0,0.0
anderbr02,1997,WS,CLE,AL,0,0,3,0,0,0,1,11,2,1,0,0,2,0.154,2.45,0.0,0.0,0.0,0.0,13.0,1,1,0.0,0.0,0.0
anderbr02,1999,NLDS2,ARI,NL,0,0,1,1,0,0,0,21,7,2,1,0,4,0.25,2.57,0.0,0.0,0.0,0.0,28.0,0,2,0.0,0.0,0.0
anderbr02,2001,NLCS,ARI,NL,1,0,1,0,0,0,0,10,4,1,0,1,0,0.308,2.7,0.0,0.0,0.0,0.0,14.0,0,1,0.0,0.0,1.0
anderbr02,2001,NLDS2,ARI,NL,0,0,2,0,0,0,0,12,3,1,1,0,3,0.214,2.25,0.0,0.0,1.0,0.0,16.0,0,1,1.0,0.0,0.0
anderbr02,2001,WS,ARI,NL,0,1,1,1,0,0,0,16,5,2,1,3,1,0.238,3.38,0.0,1.0,0.0,0.0,24.0,0,2,0.0,0.0,1.0
anderbr04,2012,ALDS2,OAK,AL,1,0,1,1,0,0,0,18,2,0,0,2,6,0.105,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0.0,0.0,1.0
anderbr04,2013,ALDS2,OAK,AL,0,0,1,0,0,0,0,1,1,1,0,1,1,0.5,27.0,0.0,1.0,0.0,0.0,3.0,1,1,0.0,0.0,0.0
anderbr04,2015,NLDS2,LAN,NL,0,1,1,1,0,0,0,9,7,6,1,0,3,0.438,18.0,0.0,0.0,0.0,0.0,16.0,0,6,0.0,0.0,0.0
anderfr01,1917,WS,NY1,NL,0,1,1,0,0,0,0,6,5,4,0,0,3,0.455,18.0,0.0,0.0,0.0,0.0,11.0,0,4,0.0,0.0,0.0
anderia01,2020,NLCS,ATL,NL,0,0,2,2,0,0,0,21,6,2,0,7,7,0.222,2.57,0.0,1.0,0.0,0.0,34.0,0,2,0.0,0.0,0.0
anderia01,2020,NLDS2,ATL,NL,1,0,1,1,0,0,0,17,3,0,0,1,8,0.15,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0.0,0.0,0.0
anderia01,2020,NLWC4,ATL,NL,1,0,1,1,0,0,0,18,2,0,0,2,9,0.1,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0.0,0.0,0.0
anderia01,2021,NLCS,ATL,NL,0,0,2,2,0,0,0,21,6,3,1,4,6,0.222,3.86,0.0,0.0,0.0,0.0,31.0,0,3,0.0,0.0,0.0
anderia01,2021,NLDS1,ATL,NL,1,0,1,1,0,0,0,15,3,0,0,0,6,0.167,0.0,0.0,0.0,1.0,0.0,19.0,0,0,0.0,0.0,0.0
anderia01,2021,WS,ATL,NL,1,0,1,1,0,0,0,15,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0,0,0.0,0.0,1.0
anderla02,1983,WS,PHI,NL,0,0,2,0,0,0,0,12,4,1,0,0,1,0.267,2.25,0.0,0.0,0.0,0.0,15.0,1,1,0.0,0.0,1.0
anderla02,1986,NLCS,HOU,NL,0,0,2,0,0,0,0,15,1,0,0,2,3,0.059,0.0,1.0,0.0,0.0,0.0,19.0,0,0,0.0,0.0,0.0
anderla02,1990,ALCS,BOS,AL,0,1,3,0,0,0,0,9,3,2,0,3,3,0.273,6.0,0.0,0.0,0.0,0.0,15.0,1,2,0.0,1.0,0.0
anderla02,1993,NLCS,PHI,NL,0,0,3,0,0,0,1,7,4,4,0,1,3,0.364,15.43,1.0,0.0,0.0,0.0,12.0,2,4,0.0,0.0,0.0
anderla02,1993,WS,PHI,NL,0,0,4,0,0,0,0,11,5,5,0,3,3,0.312,12.27,1.0,0.0,1.0,0.0,20.0,1,5,0.0,0.0,0.0
anderni01,2019,ALDS1,TBA,AL,0,0,3,0,0,0,0,13,4,1,0,0,4,0.25,2.08,0.0,1.0,0.0,0.0,16.0,0,1,0.0,0.0,0.0
anderni01,2019,ALWC,TBA,AL,0,0,1,0,0,0,0,4,1,0,0,0,4,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
anderni01,2020,ALCS,TBA,AL,0,1,3,0,0,0,1,13,7,4,1,3,0,0.389,8.31,0.0,0.0,0.0,0.0,21.0,2,4,0.0,0.0,2.0
anderni01,2020,ALDS1,TBA,AL,0,0,2,0,0,0,0,14,2,1,1,0,6,0.133,1.93,0.0,0.0,0.0,0.0,15.0,0,1,0.0,0.0,1.0
anderni01,2020,ALWC1,TBA,AL,0,0,2,0,0,0,0,8,2,1,0,0,0,0.222,3.38,0.0,0.0,0.0,0.0,10.0,1,1,0.0,1.0,0.0
anderni01,2020,WS,TBA,AL,1,1,3,0,0,0,0,9,5,3,1,1,3,0.357,9.0,1.0,1.0,0.0,0.0,15.0,0,3,0.0,0.0,0.0
anderty01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,3,2,2,1,0,1,0.4,18.0,0.0,0.0,0.0,0.0,5.0,0,2,0.0,0.0,0.0
anderty01,2018,NLDS1,COL,NL,0,1,1,1,0,0,0,18,4,1,0,2,5,0.19,1.5,0.0,0.0,0.0,0.0,23.0,0,1,0.0,0.0,0.0
anderty01,2022,NLDS2,LAN,NL,0,0,1,1,0,0,0,15,2,0,0,2,6,0.118,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0.0,0.0,0.0
andreiv01,1937,WS,NYA,AL,0,0,1,0,0,0,0,17,6,2,0,4,1,0.273,3.18,1.0,0.0,0.0,0.0,26.0,0,2,0.0,0.0,0.0
andujjo01,1980,NLCS,HOU,NL,0,0,1,0,0,0,1,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
andujjo01,1982,NLCS,SLN,NL,1,0,1,1,0,0,0,20,6,2,0,2,4,0.261,2.7,0.0,2.0,0.0,1.0,25.0,0,2,0.0,0.0,3.0
andujjo01,1982,WS,SLN,NL,2,0,2,2,0,0,0,40,10,2,1,1,4,0.213,1.35,0.0,0.0,0.0,0.0,49.0,0,3,0.0,1.0,1.0
andujjo01,1985,NLCS,SLN,NL,0,1,2,2,0,0,0,31,14,8,2,4,9,0.311,6.97,2.0,0.0,0.0,0.0,50.0,0,10,0.0,1.0,0.0
andujjo01,1985,WS,SLN,NL,0,1,2,1,0,0,0,12,10,4,1,4,3,0.526,9.0,1.0,0.0,0.0,0.0,24.0,0,4,1.0,0.0,1.0
ankieri01,2000,NLCS,SLN,NL,0,0,2,1,0,0,0,4,1,3,0,5,2,0.333,20.25,0.0,4.0,0.0,0.0,10.0,0,3,1.0,1.0,0.0
ankieri01,2000,NLDS1,SLN,NL,0,0,1,1,0,0,0,8,4,4,0,6,3,0.4,13.5,0.0,5.0,0.0,0.0,16.0,0,4,0.0,0.0,0.0
antonjo02,1954,WS,NY1,NL,1,0,2,1,1,0,1,32,8,1,1,7,12,0.205,0.84,0.0,0.0,0.0,0.0,47.0,1,1,1.0,0.0,0.0
appieke01,2000,ALDS1,OAK,AL,0,1,2,1,0,0,0,31,10,4,1,6,13,0.25,3.48,1.0,0.0,0.0,0.0,46.0,0,4,0.0,0.0,0.0
appieke01,2002,ALCS,ANA,AL,0,1,2,2,0,0,0,31,10,4,0,4,3,0.278,3.48,0.0,2.0,0.0,0.0,43.0,0,4,2.0,1.0,1.0
appieke01,2002,ALDS1,ANA,AL,0,0,1,1,0,0,0,15,5,3,1,3,3,0.25,5.4,0.0,0.0,1.0,0.0,24.0,0,3,0.0,0.0,0.0
appieke01,2002,WS,ANA,AL,0,0,2,2,0,0,0,19,9,8,4,5,4,0.333,11.37,1.0,0.0,0.0,0.0,32.0,0,8,0.0,0.0,1.0
archech01,2013,ALDS1,TBA,AL,0,0,2,0,0,0,0,5,1,0,0,0,2,0.2,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,1.0,0.0
armstja01,1990,WS,CIN,NL,0,0,1,0,0,0,0,9,1,0,0,0,3,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0.0,0.0,0.0
armstsh01,2022,ALWC1,TBA,AL,0,0,1,0,0,0,0,4,1,0,0,0,3,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
armstsh01,2023,ALWC1,TBA,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
arredjo01,2008,ALDS1,LAA,AL,0,0,3,0,0,0,0,11,2,0,0,2,4,0.154,0.0,0.0,0.0,0.0,0.0,15.0,1,0,0.0,0.0,0.0
arredjo01,2012,NLDS2,CIN,NL,0,0,2,0,0,0,0,4,4,3,1,2,0,0.5,20.25,0.0,1.0,0.0,0.0,10.0,1,3,0.0,0.0,0.0
arrieja01,2015,NLCS,CHN,NL,0,1,1,1,0,0,0,15,4,4,1,2,8,0.211,7.2,1.0,0.0,0.0,0.0,21.0,0,4,0.0,0.0,0.0
arrieja01,2015,NLDS1,CHN,NL,1,0,1,1,0,0,0,17,5,4,1,2,9,0.227,6.35,0.0,0.0,1.0,0.0,25.0,0,4,0.0,0.0,0.0
arrieja01,2015,NLWC,CHN,NL,1,0,1,1,1,1,0,27,5,0,0,0,11,0.167,0.0,0.0,0.0,2.0,0.0,32.0,0,0,0.0,0.0,2.0
arrieja01,2016,NLCS,CHN,NL,0,1,1,1,0,0,0,15,6,4,2,0,5,0.286,7.2,0.0,0.0,0.0,0.0,21.0,0,4,0.0,0.0,0.0
arrieja01,2016,NLDS1,CHN,NL,0,0,1,1,0,0,0,18,6,2,0,1,5,0.261,3.0,0.0,0.0,0.0,0.0,25.0,0,2,0.0,1.0,0.0
arrieja01,2016,WS,CHN,NL,2,0,2,2,0,0,0,34,5,3,1,6,15,0.128,2.38,0.0,1.0,1.0,0.0,46.0,0,3,0.0,0.0,0.0
arrieja01,2017,NLCS,CHN,NL,1,0,1,1,0,0,0,20,3,1,1,5,9,0.136,1.35,0.0,1.0,1.0,0.0,28.0,0,1,0.0,0.0,1.0
