pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity
4167,676596,"Fleming, Josh",4167,100,0.282,0.159,0.307,0.441,0.335,0.329,0.272,293,1038,87.8,1.2,1794.0,86.8
4165,572143,"Smith, Burch",4165,100,0.279,0.187,0.325,0.465,0.349,0.335,0.261,270,969,89.8,14.4,2191.0,88.6
4165,346847,"Beimel, Joe",4165,100,0.272,0.143,0.292,0.415,0.323,0.355,0.281,276,1015,88.0,11.4,2048.0,84.2
4164,150153,"Figueroa, Nelson",4164,100,0.275,0.14,0.317,0.415,0.337,,,257,934,,,,84.0
4157,669212,"Morgan, Eli",4157,100,0.238,0.186,0.281,0.425,0.306,0.302,0.234,234,982,87.3,17.1,2211.0,86.0
4154,621219,"Mills, Alec",4154,100,0.268,0.194,0.301,0.462,0.341,0.339,0.266,267,996,87.7,9.4,2173.0,83.7
4146,552640,"Kittredge, Andrew",4146,100,0.247,0.157,0.294,0.404,0.299,0.301,0.246,262,1059,88.5,8.1,2460.0,91.0
4138,400291,"Moseley, Dustin",4138,100,0.277,0.164,0.295,0.441,0.338,,,278,1002,,,,86.0
4136,664854,"Helsley, Ryan",4136,100,0.193,0.114,0.259,0.307,0.257,0.271,0.202,182,944,89.1,17.3,2510.0,93.4
4124,488748,"Buchter, Ryan",4124,100,0.204,0.177,0.248,0.381,0.295,0.297,0.207,173,847,87.4,24.7,2243.0,90.1
4116,448165,"Capps, Matt",4116,100,0.269,0.154,0.298,0.423,0.317,,,291,1082,,,,91.7
4114,660853,"De Los Santos, Enyel",4114,100,0.249,0.189,0.308,0.437,0.329,0.327,0.247,224,901,88.4,14.4,2168.0,91.0
4102,400058,"Lidge, Brad",4102,100,0.234,0.128,0.317,0.363,0.311,,,197,841,,,,88.2
4101,641627,"Gott, Trevor",4101,100,0.247,0.148,0.289,0.395,0.308,0.302,0.235,231,937,88.3,11.1,2106.0,92.0
4087,518693,"Freeman, Sam",4087,100,0.228,0.09,0.289,0.318,0.299,0.303,0.227,197,865,86.0,8.0,1970.0,90.8
4087,134268,"Wood, Kerry",4087,100,0.227,0.132,0.298,0.358,0.303,,,198,874,,,,91.5
4083,466918,"Corpas, Manny",4083,100,0.283,0.156,0.317,0.439,0.338,,,293,1034,,,,87.4
4078,518420,"Axelrod, Dylan",4078,100,0.29,0.201,0.311,0.491,0.365,0.311,0.194,269,926,89.8,20.7,2233.0,84.2
4062,623465,"Phillips, Evan",4062,100,0.204,0.117,0.273,0.321,0.27,0.282,0.215,183,897,87.2,13.2,2360.0,90.8
4060,656464,"Ginkel, Kevin",4060,100,0.226,0.131,0.295,0.358,0.29,0.288,0.22,198,875,88.0,11.7,2357.0,91.5
4055,538227,"Takahashi, Hisanori",4055,100,0.247,0.159,0.292,0.406,0.308,,,226,916,,,,83.7
4053,460265,"Sowers, Jeremy",4053,100,0.286,0.166,0.297,0.453,0.348,,,275,961,,,,87.0
4053,670280,"Bednar, David",4053,100,0.222,0.142,0.297,0.364,0.283,0.283,0.215,205,922,88.4,15.5,2234.0,90.7
4052,548384,"Raley, Brooks",4052,100,0.221,0.133,0.285,0.355,0.295,0.28,0.208,194,877,83.9,13.4,2589.0,85.5
4051,640470,"Alzolay, Adbert",4051,100,0.23,0.179,0.274,0.409,0.304,0.318,0.243,217,943,88.3,11.3,2398.0,90.0
4045,607374,"Tropeano, Nick",4045,100,0.259,0.2,0.295,0.46,0.338,0.34,0.255,237,914,89.1,16.3,2069.0,85.9
4044,434180,"Loe, Kameron",4044,100,0.277,0.161,0.315,0.438,0.332,,,286,1031,,,,87.6
4042,680570,"Rodriguez, Grayson",4042,100,0.255,0.16,0.321,0.414,0.319,0.312,0.247,236,927,89.5,11.5,2246.0,90.0
4031,666159,"Manning, Matt",4031,100,0.249,0.147,0.271,0.396,0.306,0.341,0.272,242,973,90.2,15.1,2083.0,88.8
4029,460370,"Perez, Rafael",4029,100,0.274,0.112,0.321,0.386,0.319,,,269,983,,,,87.6
4026,451775,"Rodriguez Jr., Fernando",4026,100,0.23,0.139,0.291,0.369,0.302,0.3,0.221,197,856,87.3,17.8,2373.0,90.1
4012,434298,"Coffey, Todd",4012,100,0.257,0.14,0.298,0.397,0.311,,,244,949,,,,90.5
4006,595345,"Okert, Steven",4006,100,0.222,0.177,0.273,0.398,0.307,0.299,0.215,187,844,86.1,20.2,2403.0,86.4
3999,608334,"Fulmer, Carson",3999,100,0.236,0.184,0.268,0.42,0.334,0.352,0.246,199,842,89.6,14.1,2212.0,89.6
3993,642207,"Williams, Devin",3993,100,0.158,0.092,0.262,0.25,0.24,0.244,0.161,126,797,84.9,9.8,2562.0,88.4
3992,425840,"Cotts, Neal",3992,100,0.24,0.15,0.294,0.39,0.307,0.313,0.236,213,888,87.0,14.9,2134.0,89.5
3987,502593,"Petricka, Jake",3987,100,0.285,0.127,0.335,0.412,0.336,0.317,0.259,261,916,88.5,3.6,2049.0,92.0
3981,425555,"Cabrera, Daniel",3981,100,0.286,0.161,0.298,0.446,0.366,,,258,903,,,,90.6
3969,677960,"Weathers, Ryan",3969,100,0.27,0.196,0.3,0.466,0.347,0.333,0.258,236,873,89.0,10.9,2130.0,90.6
3956,605309,"Kela, Keone",3956,100,0.202,0.141,0.267,0.344,0.274,0.282,0.207,172,850,88.1,15.1,2251.0,91.3
3953,452676,"Talbot, Mitch",3953,100,0.3,0.155,0.323,0.455,0.366,,,275,916,,,,88.4
3939,477229,"Walden, Jordan",3939,100,0.215,0.107,0.299,0.322,0.276,0.247,0.222,179,833,88.8,14.9,2362.0,93.6
3933,476595,"Luetge, Lucas",3933,100,0.259,0.118,0.322,0.378,0.308,0.293,0.246,232,895,86.0,15.7,2606.0,84.3
3932,519344,"Tepesch, Nick",3932,100,0.275,0.179,0.292,0.454,0.346,0.45,0.331,257,933,89.2,15.9,2138.0,87.2
3931,676477,"Whitlock, Garrett",3931,100,0.242,0.161,0.296,0.402,0.296,0.294,0.243,229,947,88.6,11.4,2072.0,89.8
3930,493200,"Oh, Seunghwan",3930,100,0.238,0.14,0.299,0.378,0.283,0.273,0.219,207,870,87.2,18.6,2226.0,88.7
3929,499877,"Kawakami, Kenshin",3929,100,0.269,0.188,0.298,0.457,0.337,,,251,934,,,,85.5
3925,329092,"Choate, Randy",3925,100,0.219,0.086,0.27,0.305,0.271,0.294,0.229,196,896,86.8,2.9,1854.0,83.4
3924,640444,"Crowe, Wil",3924,100,0.265,0.196,0.303,0.461,0.356,0.35,0.261,217,820,88.0,11.9,2332.0,88.9
3904,136263,"Byrdak, Tim",3904,100,0.218,0.178,0.253,0.396,0.314,,,181,830,,,,85.7
3896,605194,"Cotton, Jharel",3896,100,0.244,0.191,0.267,0.435,0.323,0.305,0.227,215,880,86.6,19.7,2279.0,86.7
3896,434638,"Burres, Brian",3896,100,0.296,0.187,0.311,0.483,0.367,,,276,932,,,,84.5
3890,642528,"Loáisiga, Jonathan",3890,100,0.241,0.108,0.293,0.349,0.29,0.287,0.232,213,885,84.4,4.6,2349.0,93.6
3855,446861,"Moscoso, Guillermo",3855,100,0.241,0.156,0.267,0.396,0.313,,,206,855,,,,87.4
3850,502211,"Bolsinger, Mike",3850,100,0.279,0.181,0.326,0.461,0.349,0.335,0.258,251,899,88.3,9.7,2272.0,84.1
3849,606303,"Payamps, Joel",3849,100,0.231,0.144,0.271,0.375,0.289,0.3,0.238,205,888,87.7,12.0,2457.0,89.7
3848,461766,"Arredondo, Jose",3848,100,0.227,0.135,0.279,0.362,0.303,,,188,829,,,,88.9
3823,544150,"Suárez, Albert",3823,100,0.256,0.177,0.29,0.432,0.319,0.316,0.253,223,872,87.8,12.6,2268.0,88.2
3819,605446,"Rodríguez, Dereck",3819,100,0.255,0.2,0.275,0.455,0.33,0.333,0.263,232,910,88.9,14.0,2133.0,86.4
3804,346848,"Grabow, John",3804,100,0.249,0.149,0.278,0.397,0.325,,,224,901,,,,86.4
3799,671106,"Allen, Logan",3799,100,0.277,0.201,0.318,0.478,0.355,0.344,0.267,240,866,89.2,12.4,1924.0,86.2
3799,502158,"Roenicke, Josh",3799,100,0.26,0.137,0.301,0.397,0.33,,,218,839,,,,89.1
3799,460105,"Smith, Greg",3799,100,0.257,0.179,0.274,0.437,0.339,,,218,847,,,,84.2
3798,475857,"Cook, Ryan",3798,100,0.221,0.107,0.283,0.328,0.285,0.358,0.254,187,848,88.1,8.3,2234.0,92.1
3795,454535,"Hensley, Clay",3795,100,0.233,0.123,0.275,0.356,0.305,,,202,867,,,,83.5
3794,211041,"Franklin, Ryan",3794,100,0.263,0.17,0.289,0.433,0.328,,,239,908,,,,87.6
3790,453249,"Manship, Jeff",3790,100,0.268,0.161,0.298,0.429,0.33,0.302,0.237,231,862,87.5,10.2,2146.0,87.5
3781,595307,"Maness, Seth",3781,100,0.285,0.132,0.318,0.418,0.315,0.331,0.286,282,989,89.1,4.2,1861.0,87.8
3775,276530,"Linebrink, Scott",3775,100,0.273,0.181,0.313,0.454,0.339,,,229,840,,,,90.3
3762,433578,"Cormier, Lance",3762,100,0.274,0.14,0.294,0.413,0.334,,,243,888,,,,85.4
3761,453515,"Purcey, David",3761,100,0.254,0.152,0.298,0.407,0.336,,,199,782,,,,89.3
3755,571871,"Krol, Ian",3755,100,0.279,0.172,0.332,0.45,0.344,0.301,0.234,229,822,87.3,9.7,2370.0,90.0
3751,622075,"Almonte, Yency",3751,100,0.235,0.159,0.282,0.393,0.311,0.319,0.241,198,844,87.1,12.5,2246.0,89.8
3751,593144,"Rodríguez, Richard",3751,100,0.229,0.157,0.272,0.386,0.287,0.297,0.227,197,861,89.8,18.5,2413.0,90.7
3742,605447,"Romano, Jordan",3742,100,0.208,0.131,0.279,0.339,0.276,0.288,0.215,179,862,89.3,12.9,2243.0,92.3
3733,235095,"Wheeler, Dan",3733,100,0.216,0.203,0.228,0.419,0.293,,,194,898,,,,86.1
3726,543070,"Crow, Aaron",3726,100,0.243,0.139,0.287,0.382,0.31,,,210,864,,,,90.5
3723,605498,"Suárez, Andrew",3723,100,0.275,0.201,0.302,0.476,0.344,0.349,0.27,244,886,89.7,9.1,2065.0,88.3
3721,407924,"Acosta, Manny",3721,100,0.259,0.147,0.305,0.406,0.33,,,221,852,,,,89.6
3714,681911,"Vesia, Alex",3714,100,0.193,0.138,0.267,0.331,0.275,0.277,0.187,150,776,88.1,22.5,2354.0,91.0
3704,470462,"Troncoso, Ramon",3704,100,0.276,0.117,0.314,0.393,0.324,,,243,880,,,,88.8
3703,474521,"Tolleson, Shawn",3703,100,0.245,0.158,0.292,0.403,0.307,0.306,0.254,206,841,89.0,10.3,1976.0,89.6
3700,672710,"Contreras, Roansy",3700,100,0.247,0.181,0.281,0.428,0.326,0.337,0.255,212,860,89.8,15.9,2436.0,88.5
3698,624522,"Thompson, Keegan",3698,100,0.225,0.16,0.271,0.386,0.312,0.328,0.236,184,817,88.8,13.1,2476.0,89.8
3690,534812,"Quackenbush, Kevin",3690,100,0.249,0.15,0.293,0.399,0.309,0.333,0.259,197,792,89.1,12.7,2075.0,87.3
3688,664126,"Fairbanks, Pete",3688,100,0.215,0.111,0.305,0.326,0.278,0.28,0.21,176,819,88.2,12.9,2418.0,92.8
3674,607188,"Faria, Jake",3674,100,0.257,0.185,0.298,0.442,0.336,0.331,0.247,202,785,88.5,16.4,1913.0,87.6
3668,666808,"Doval, Camilo",3668,100,0.217,0.109,0.305,0.326,0.282,0.273,0.199,172,791,87.8,3.5,2488.0,94.0
3666,475054,"Roe, Chaz",3666,100,0.237,0.143,0.313,0.38,0.31,0.294,0.22,192,811,87.0,10.7,2617.0,86.9
3666,605276,"Hess, David",3666,100,0.285,0.284,0.285,0.569,0.382,0.369,0.274,242,849,90.2,18.2,2148.0,87.9
3662,664641,"Miranda, Aríel",3662,100,0.232,0.234,0.237,0.466,0.325,0.335,0.246,193,832,88.3,20.5,2089.0,88.0
3662,458676,"Lindblom, Josh",3662,100,0.257,0.174,0.307,0.431,0.334,0.339,0.261,205,798,89.0,21.2,2338.0,86.6
3660,502304,"Carpenter, David",3660,100,0.261,0.136,0.326,0.398,0.318,0.345,0.287,217,830,91.4,15.0,2117.0,92.3
3660,407297,"Cruz, Juan",3660,100,0.236,0.143,0.298,0.379,0.324,,,165,699,,,,89.4
3658,663765,"Woodford, Jake",3658,100,0.277,0.177,0.295,0.454,0.34,0.349,0.283,230,830,89.8,10.7,2224.0,87.4
3652,430962,"Nippert, Dustin",3652,100,0.279,0.158,0.318,0.437,0.353,,,219,785,,,,89.4
3652,671737,"Bradley, Taj",3652,100,0.245,0.208,0.296,0.453,0.326,0.323,0.239,202,826,90.8,15.2,2150.0,91.2
3648,458550,"Hefner, Jeremy",3648,100,0.272,0.172,0.302,0.444,0.329,,,242,890,,,,87.4
3644,595918,"Cole, A.J.",3644,100,0.267,0.215,0.309,0.482,0.346,0.307,0.231,214,803,87.8,19.0,2183.0,87.6
3641,592879,"Wojciechowski, Asher",3641,100,0.277,0.257,0.311,0.534,0.368,0.339,0.251,222,801,88.2,22.0,2189.0,87.6
3636,543118,"Drake, Oliver",3636,100,0.239,0.163,0.307,0.402,0.307,0.297,0.232,189,792,87.4,8.7,1646.0,87.5
3633,425883,"Willis, Dontrelle",3633,100,0.274,0.136,0.309,0.41,0.365,,,205,748,,,,85.9
3615,493416,"Saito, Takashi",3615,100,0.233,0.123,0.303,0.356,0.293,,,178,763,,,,88.2
3611,592612,"Osich, Josh",3611,100,0.257,0.203,0.284,0.46,0.336,0.321,0.246,221,860,87.4,7.7,2234.0,90.0
3595,457768,"Morris, Bryan",3595,100,0.256,0.118,0.291,0.374,0.312,0.321,0.257,224,875,88.8,5.9,2100.0,91.7
3573,451595,"Gallagher, Sean",3573,100,0.274,0.161,0.32,0.434,0.356,,,206,753,,,,88.1
3569,670174,"Winckowski, Josh",3569,100,0.279,0.154,0.318,0.432,0.335,0.321,0.26,239,858,88.7,6.6,2112.0,91.1
3566,608638,"Chargois, JT",3566,100,0.228,0.156,0.276,0.384,0.299,0.297,0.228,187,821,88.8,6.8,2326.0,91.5
3559,595881,"Beede, Tyler",3559,100,0.278,0.179,0.323,0.458,0.351,0.34,0.261,225,808,89.7,10.3,2057.0,89.2
3558,594986,"Ryan, Kyle",3558,100,0.263,0.142,0.292,0.405,0.318,0.32,0.262,215,818,88.7,6.3,2042.0,87.1
3558,453184,"Lincoln, Brad",3558,100,0.269,0.188,0.299,0.457,0.343,,,233,866,,,,89.6
3549,502260,"Pestano, Vinnie",3549,100,0.223,0.151,0.293,0.374,0.3,0.326,0.218,169,757,90.5,24.8,2220.0,89.5
3527,456713,"Bush, Matt",3527,100,0.223,0.166,0.267,0.389,0.296,0.29,0.223,183,819,87.7,13.7,2529.0,92.4
3526,676979,"Crochet, Garrett",3526,100,0.221,0.126,0.313,0.347,0.281,0.272,0.206,172,779,87.7,11.8,2424.0,93.7
3523,430941,"Sherrill, George",3523,100,0.247,0.134,0.298,0.382,0.316,,,188,760,,,,85.0
3520,434592,"Resop, Chris",3520,100,0.265,0.138,0.313,0.403,0.321,,,207,781,,,,90.1
3515,642701,"Santana, Dennis",3515,100,0.241,0.131,0.298,0.372,0.312,0.325,0.254,188,779,86.3,10.8,2477.0,90.6
3513,573046,"Morin, Mike",3513,100,0.257,0.135,0.303,0.393,0.3,0.297,0.244,224,871,86.2,14.6,1805.0,83.1
3507,672335,"Pérez, Cionel",3507,100,0.234,0.103,0.29,0.337,0.298,0.303,0.233,184,787,88.5,4.2,2313.0,91.6
3503,656529,"Hentges, Sam",3503,100,0.254,0.125,0.33,0.379,0.305,0.308,0.244,207,816,89.1,5.0,2256.0,89.5
3502,682847,"Ortiz, Luis L.",3502,100,0.24,0.148,0.267,0.388,0.31,0.344,0.259,196,817,90.1,11.1,2296.0,92.0
3494,663432,"Rainey, Tanner",3494,100,0.219,0.195,0.275,0.414,0.332,0.336,0.216,153,698,90.5,20.1,2401.0,93.7
3494,676684,"Vest, Will",3494,100,0.25,0.104,0.313,0.353,0.293,0.307,0.251,195,781,88.3,7.8,2105.0,91.6
3492,666214,"Wentz, Joey",3492,100,0.274,0.197,0.315,0.471,0.351,0.338,0.256,214,782,89.1,16.0,2290.0,87.7
3482,621199,"Bowman, Matt",3482,100,0.238,0.134,0.276,0.372,0.292,0.285,0.233,188,791,85.9,5.2,1943.0,88.6
3479,640462,"Puk, A.J.",3479,100,0.227,0.135,0.304,0.362,0.291,0.279,0.214,180,793,86.6,12.7,2226.0,91.6
3470,605156,"Brooks, Aaron",3470,100,0.297,0.217,0.317,0.513,0.368,0.365,0.283,248,836,89.8,11.8,2048.0,88.6
3454,663986,"Stephan, Trevor",3454,100,0.234,0.154,0.308,0.388,0.305,0.302,0.223,178,761,88.1,13.4,2248.0,91.1
3454,548357,"Bergman, Christian",3454,100,0.308,0.221,0.323,0.529,0.372,0.374,0.302,269,873,89.3,13.8,2070.0,86.2
3452,669854,"Blanco, Ronel",3452,100,0.21,0.182,0.238,0.392,0.303,0.325,0.236,158,752,88.6,16.6,2055.0,88.8
3451,621366,"Borucki, Ryan",3451,100,0.241,0.157,0.276,0.399,0.309,0.325,0.256,196,813,87.5,10.2,2225.0,88.7
3450,447755,"Delabar, Steve",3450,100,0.216,0.178,0.284,0.394,0.315,0.311,0.196,153,708,89.2,11.8,2133.0,92.1
3445,434668,"Delcarmen, Manny",3445,100,0.233,0.14,0.272,0.374,0.314,,,168,720,,,,90.4
3442,430083,"Sanches, Brian",3442,100,0.233,0.159,0.269,0.392,0.315,,,173,742,,,,84.8
3441,656232,"Bielak, Brandon",3441,100,0.278,0.186,0.312,0.464,0.357,0.35,0.268,215,774,88.4,10.8,2274.0,88.8
3434,425630,"Webb, Brandon",3434,100,0.245,0.099,0.291,0.344,0.289,,,212,867,,,,85.2
3417,527055,"Vizcaíno, Arodys",3417,100,0.217,0.126,0.283,0.344,0.289,0.299,0.217,165,759,89.0,13.6,2368.0,93.1
3416,681857,"Olson, Reese",3416,100,0.226,0.135,0.273,0.361,0.282,0.313,0.25,174,771,90.3,10.4,2395.0,89.4
3416,605195,"Crick, Kyle",3416,100,0.205,0.105,0.266,0.309,0.291,0.298,0.205,139,679,85.3,14.8,2616.0,89.7
3410,596071,"Peters, Dillon",3410,100,0.275,0.206,0.3,0.481,0.354,0.346,0.267,215,782,89.5,11.3,2253.0,86.0
3405,622251,"Staumont, Josh",3405,100,0.218,0.113,0.285,0.332,0.298,0.324,0.235,154,705,90.5,17.0,2430.0,91.4
3396,458537,"Luebke, Cory",3396,100,0.226,0.134,0.287,0.36,0.289,0.365,0.269,165,730,83.6,13.3,2396.0,89.1
3392,608716,"Steckenrider, Drew",3392,100,0.228,0.148,0.285,0.376,0.292,0.302,0.23,167,732,88.9,17.3,2240.0,91.8
3387,444446,"Balester, Collin",3387,100,0.268,0.215,0.287,0.483,0.361,0.352,0.238,210,785,90.4,22.7,2082.0,88.5
3360,622098,"Smith, Drew",3360,100,0.238,0.187,0.286,0.425,0.319,0.316,0.232,175,734,89.7,20.2,2529.0,90.6
3354,518603,"De Fratus, Justin",3354,100,0.256,0.137,0.308,0.393,0.317,0.326,0.249,190,743,90.6,12.9,1897.0,88.4
3345,621363,"Poche, Colin",3345,100,0.199,0.172,0.239,0.371,0.281,0.278,0.202,152,762,87.4,22.9,2305.0,90.2
3334,430900,"Wuertz, Michael",3334,100,0.234,0.149,0.294,0.382,0.306,,,168,719,,,,87.3
3331,593833,"Suero, Wander",3331,100,0.245,0.162,0.307,0.407,0.311,0.328,0.253,181,739,88.6,15.3,2461.0,90.1
3329,425539,"Kuo, Hung-Chih",3329,100,0.19,0.098,0.268,0.288,0.254,,,140,735,,,,92.0
3329,506606,"Okajima, Hideki",3329,100,0.248,0.134,0.287,0.381,0.306,,,182,734,,,,84.2
3312,605359,"Marshall, Evan",3312,100,0.279,0.145,0.341,0.423,0.333,0.312,0.249,212,761,87.8,9.1,2197.0,89.8
3311,519166,"Ramírez, Neil",3311,100,0.236,0.204,0.287,0.44,0.331,0.333,0.226,160,677,88.9,22.2,2350.0,90.1
3309,595001,"Smith, Josh A.",3309,100,0.277,0.205,0.307,0.482,0.354,0.333,0.251,203,732,87.6,13.3,2440.0,86.1
3309,434565,"Tejeda, Robinson",3309,100,0.204,0.111,0.256,0.315,0.286,,,137,673,,,,90.7
3303,457425,"Meek, Evan",3303,100,0.229,0.115,0.273,0.344,0.302,,,165,721,,,,90.2
3297,475138,"Drabek, Kyle",3297,100,0.275,0.179,0.301,0.454,0.367,0.372,0.204,188,683,88.0,15.8,2139.0,91.1
3282,622253,"Tate, Dillon",3282,100,0.234,0.128,0.269,0.361,0.293,0.301,0.238,183,783,87.0,1.9,2037.0,89.5
3274,605507,"Thompson, Zach",3274,100,0.261,0.16,0.296,0.42,0.327,0.327,0.261,201,771,87.3,11.7,2339.0,86.7
3268,641871,"Middleton, Keynan",3268,100,0.242,0.174,0.292,0.416,0.319,0.32,0.239,176,726,87.4,14.6,2314.0,91.6
3264,349193,"Ohman, Will",3264,100,0.244,0.157,0.284,0.401,0.314,,,179,733,,,,87.2
3259,656954,"Sheffield, Justus",3259,100,0.29,0.15,0.337,0.44,0.353,0.357,0.278,214,738,91.1,8.6,2099.0,87.8
3254,641360,"Bickford, Phil",3254,100,0.227,0.171,0.278,0.398,0.302,0.299,0.221,166,731,88.8,18.1,2322.0,90.7
3249,669160,"May, Dustin",3249,100,0.21,0.118,0.252,0.328,0.27,0.3,0.237,157,748,87.7,7.2,2544.0,94.1
3237,664875,"Lawrence, Justin",3237,100,0.268,0.126,0.333,0.394,0.335,0.322,0.244,192,716,88.3,6.1,2580.0,89.9
3227,662253,"Muñoz, Andrés",3227,100,0.19,0.101,0.282,0.29,0.254,0.257,0.186,132,696,87.4,5.1,2236.0,93.5
3226,458919,"Mattheus, Ryan",3226,100,0.277,0.112,0.307,0.389,0.319,0.285,0.24,212,766,85.7,4.8,2081.0,91.4
3216,680704,"Sandlin, Nick",3216,100,0.184,0.155,0.226,0.339,0.28,0.295,0.203,121,657,86.4,13.6,2339.0,86.1
3210,573668,"Minaya, Juan",3210,100,0.229,0.15,0.296,0.379,0.314,0.296,0.212,153,668,88.9,15.3,2156.0,91.4
3208,656638,"Lange, Alex",3208,100,0.212,0.121,0.286,0.333,0.302,0.314,0.222,143,675,88.8,7.5,2147.0,90.2
3195,534947,"Adleman, Tim",3195,100,0.26,0.247,0.274,0.507,0.354,0.34,0.252,188,724,87.9,17.4,2067.0,86.7
3192,643316,"Fry, Paul",3192,100,0.235,0.108,0.307,0.342,0.309,0.304,0.226,157,669,87.4,4.1,2512.0,88.3
3191,656271,"Burke, Brock",3191,100,0.254,0.178,0.299,0.432,0.319,0.306,0.244,188,741,88.1,12.8,2197.0,91.8
3187,669952,"White, Mitch",3187,100,0.261,0.159,0.301,0.42,0.324,0.319,0.257,190,729,87.8,13.7,2320.0,89.1
3179,686752,"Pepiot, Ryan",3179,100,0.201,0.167,0.237,0.368,0.29,0.303,0.218,136,676,87.9,19.0,2430.0,90.9
3173,679525,"Marsh, Alec",3173,100,0.255,0.215,0.298,0.47,0.347,0.353,0.263,181,710,89.0,14.4,2385.0,89.5
3172,657097,"Webb, Jacob",3172,100,0.22,0.157,0.27,0.376,0.299,0.306,0.227,153,696,88.0,16.1,2388.0,88.8
3162,657044,"Thompson, Ryan",3162,100,0.236,0.132,0.281,0.368,0.287,0.29,0.232,187,793,87.4,2.9,2064.0,86.6
3161,670167,"Schreiber, John",3161,100,0.242,0.134,0.313,0.376,0.304,0.288,0.223,170,702,87.7,9.1,2267.0,88.1
3151,132260,"Ponson, Sidney",3151,100,0.317,0.157,0.333,0.474,0.37,,,249,785,,,,89.1
3144,450852,"Martinez, Cristhian",3144,100,0.248,0.144,0.289,0.392,0.297,,,196,791,,,,86.3
3143,518790,"Heston, Chris",3143,100,0.268,0.152,0.314,0.42,0.335,0.33,0.255,199,742,88.5,6.4,2083.0,84.8
3141,621249,"Underwood Jr., Duane",3141,100,0.267,0.155,0.323,0.422,0.33,0.336,0.269,198,741,89.0,8.8,2040.0,90.0
3139,686610,"Waldichuk, Ken",3139,100,0.266,0.212,0.308,0.478,0.357,0.332,0.243,181,680,87.9,14.8,2139.0,88.1
3135,119608,"Mussina, Mike",3135,100,0.278,0.133,0.323,0.411,0.314,,,214,769,,,,81.9
3134,111838,"Byrd, Paul",3134,100,0.295,0.192,0.295,0.487,0.355,,,256,869,,,,82.8
3134,675916,"Karinchak, James",3134,100,0.171,0.134,0.25,0.305,0.272,0.288,0.184,102,597,89.5,21.2,2332.0,90.6
3133,461212,"Palmer, Matt",3133,100,0.264,0.138,0.286,0.401,0.337,,,186,705,,,,85.9
3124,456589,"Bergmann, Jason",3124,100,0.279,0.2,0.299,0.479,0.353,,,206,739,,,,86.7
3113,445246,"Fulchino, Jeff",3113,100,0.263,0.163,0.313,0.425,0.335,,,181,689,,,,90.5
3110,488787,"Coleman, Casey",3110,100,0.297,0.151,0.336,0.448,0.362,,,211,710,,,,86.4
3105,571527,"Buchanan, David",3105,100,0.296,0.165,0.321,0.461,0.356,0.368,0.301,231,781,89.7,10.0,2053.0,87.1
3103,516769,"Mejia, Jenrry",3103,100,0.272,0.114,0.328,0.386,0.322,0.181,0.149,196,721,89.0,9.9,2232.0,90.0
3100,408230,"Feliciano, Pedro",3100,100,0.261,0.124,0.323,0.386,0.317,,,185,708,,,,82.9
3100,115399,"Hampton, Mike",3100,100,0.29,0.173,0.314,0.463,0.351,,,214,739,,,,85.1
3100,608328,"De Jong, Chase",3100,100,0.263,0.242,0.277,0.505,0.361,0.349,0.254,183,695,88.9,19.8,2365.0,86.6
3096,592593,"Nicolino, Justin",3096,100,0.297,0.166,0.306,0.464,0.345,0.363,0.304,234,787,88.7,9.6,1960.0,86.5
3094,458584,"Cedeño, Xavier",3094,100,0.256,0.112,0.32,0.369,0.306,0.28,0.229,178,694,86.9,6.7,2464.0,85.0
3092,573009,"Mantiply, Joe",3092,100,0.257,0.139,0.315,0.396,0.301,0.298,0.245,203,791,86.6,5.4,2142.0,85.4
3090,642098,"Sparkman, Glenn",3090,100,0.307,0.211,0.321,0.518,0.365,0.35,0.284,229,745,90.2,13.2,2272.0,89.2
3089,664747,"Díaz, Alexis",3089,100,0.179,0.107,0.241,0.285,0.272,0.286,0.189,112,627,87.2,19.3,2638.0,91.5
3087,543169,"Flynn, Brian",3087,100,0.287,0.137,0.332,0.424,0.346,0.344,0.276,205,714,89.8,8.2,2304.0,89.1
3071,445216,"McCutchen, Daniel",3071,100,0.284,0.18,0.296,0.463,0.354,,,213,751,,,,87.6
3038,456102,"Pauley, David",3038,100,0.269,0.137,0.288,0.406,0.323,,,203,754,,,,85.5
3029,663362,"Waldron, Matt",3029,100,0.249,0.181,0.283,0.429,0.318,0.315,0.249,176,708,87.4,15.7,1470.0,83.4
3021,407840,"Backe, Brandon",3021,100,0.307,0.25,0.33,0.557,0.402,,,223,727,,,,85.5
3017,598271,"Johnson, Brian",3017,100,0.278,0.19,0.316,0.468,0.348,0.34,0.262,192,690,88.6,15.0,2343.0,81.9
3008,642558,"Jurado, Ariel",3008,100,0.306,0.204,0.321,0.51,0.361,0.371,0.301,223,729,89.6,8.9,1915.0,89.2
3008,460008,"Varvaro, Anthony",3008,100,0.239,0.122,0.284,0.361,0.295,0.345,0.291,165,689,88.2,7.0,2227.0,89.1
3008,656412,"Faedo, Alex",3008,100,0.241,0.183,0.271,0.424,0.322,0.327,0.25,160,665,88.9,17.2,2366.0,88.6
3005,448200,"Sampson, Chris",3005,100,0.285,0.147,0.311,0.432,0.329,,,227,797,,,,85.3
