,Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
7027,2022,Luis Arraez,MIN,142,578,524,161,122,30,1,8,85,46,48,2,43,3,3,0,6,4,4,0.307251908,18568
7028,2022,Reiver Sanmartin,CIN,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,19754
7029,2022,Randal Grichuk,COL,133,524,493,128,87,19,3,19,59,73,23,0,121,6,2,0,11,4,0,0.259634888,10243
7030,2022,Connor Wong,BOS,23,54,46,9,5,3,0,1,8,7,5,0,15,1,1,1,0,0,0,0.195652173,19896
7031,2022,Mickey McDonald,OAK,3,6,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.0,20533
7032,2022,Gabriel Arias,CLE,15,49,42,8,5,1,1,1,8,5,5,0,15,1,0,1,1,1,0,0.19047619,22563
7033,2022,Jorge Soler,MIA,68,287,255,53,27,13,0,13,32,34,27,1,84,3,1,0,9,0,2,0.207843137,14221
7034,2022,Billy McKinney,OAK,17,49,44,3,3,0,0,0,2,3,4,1,14,0,1,0,0,0,0,0.068181818,15654
7035,2022,Adam Haseley,CHW,10,23,19,5,5,0,0,0,2,2,3,0,7,0,0,1,0,0,0,0.263157894,19878
7036,2022,Ernie Clement,CLE,56,148,135,25,22,3,0,0,17,5,9,0,23,2,1,1,3,0,0,0.185185185,20352
7037,2022,Jake McCarthy,ARI,93,332,300,84,59,14,3,8,51,42,22,0,69,6,1,3,3,22,3,0.28,21622
7038,2022,Carlos Santana,KCR,49,196,162,34,21,9,0,4,15,21,34,1,27,0,0,0,1,0,0,0.209876543,2396
7039,2022,Matt Davidson,ARI,4,13,10,1,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,0.1,7226
7040,2022,Jon Berti,MIA,96,391,347,82,59,16,3,4,44,27,40,0,85,3,1,0,6,38,5,0.236311239,12037
7041,2022,Nick Ahmed,ARI,17,52,50,12,7,2,0,3,7,7,2,0,15,0,0,0,2,0,1,0.24,12147
7042,2022,Max Muncy,LAD,135,548,451,89,46,21,1,21,66,69,86,1,137,5,6,0,2,2,0,0.197339246,13301
7043,2022,Anthony Alford,PIT,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,14329
7044,2022,Jack Mayfield,LAA,23,74,70,13,10,1,1,1,8,6,3,0,17,1,0,0,1,1,0,0.185714285,15402
7045,2022,Nick Senzel,CIN,108,406,362,80,63,12,0,5,42,20,28,0,75,5,1,2,7,6,4,0.220994475,19293
7046,2022,Eduardo Escobar,NYM,126,494,454,107,64,21,4,18,52,62,33,3,117,1,6,0,4,0,2,0.235682819,6153
7047,2022,Donovan Walton,SEA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,19314
7048,2022,Manny Pina,ATL,5,17,14,2,2,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0.142857142,2829
7049,2022,Travis Shaw,BOS,6,13,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,11982
7050,2022,Stephen Piscotty,OAK,40,130,118,23,14,4,0,5,12,14,8,1,45,2,2,0,2,2,0,0.194915254,13367
7051,2022,Christian Lopes,OAK,3,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,13472
7052,2022,Adalberto Mondesi,KCR,14,49,45,7,7,0,0,0,3,3,4,0,19,0,0,0,2,5,0,0.155555555,13769
7053,2022,Rob Refsnyder,BOS,54,171,147,45,28,11,0,6,24,21,15,0,44,6,3,0,1,1,1,0.306122448,13770
7054,2022,Jose Godoy,MIN,1,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,15808
7055,2022,Kelvin Gutierrez,BAL,11,27,22,2,1,1,0,0,2,2,4,0,5,0,0,0,1,1,0,0.09090909,17468
7056,2022,Juan Soto,WSN,100,414,322,77,39,17,1,20,56,45,89,4,62,3,0,0,11,5,1,0.239130434,20123
7057,2022,Mark Kolozsvary,CIN,8,21,20,4,1,2,0,1,2,3,1,0,9,0,0,0,1,0,0,0.2,21304
7058,2022,Paul Goldschmidt,STL,147,631,543,173,101,38,0,34,104,114,78,1,135,5,4,0,7,7,0,0.318600368,9218
7059,2022,Miguel Sano,MIN,19,59,50,4,3,0,0,1,1,3,7,0,22,1,1,0,0,1,0,0.08,12164
7060,2022,Frank Schwindel,CHC,74,282,262,62,43,11,0,8,23,35,18,1,55,0,2,0,12,0,0,0.236641221,15351
7061,2022,Colin Moran,CIN,41,126,107,22,15,3,0,4,10,20,16,0,29,0,3,0,4,0,0,0.205607476,16909
7062,2022,Ramon Urias,BAL,114,431,391,98,64,17,1,16,50,51,28,1,93,5,4,3,7,1,0,0.250639386,18795
7063,2022,Luis Campusano,SDP,15,49,47,12,10,1,0,1,4,5,1,0,11,0,1,0,2,0,0,0.255319148,22217
7064,2022,Chad Pinder,OAK,110,370,353,81,52,18,0,11,37,39,13,0,116,0,2,1,10,1,0,0.229461756,15191
7065,2022,Rowdy Tellez,MIL,150,575,509,110,54,23,0,33,63,84,58,9,112,5,3,0,20,2,1,0.216110019,15679
7066,2022,Luis Guillorme,NYM,90,303,271,74,60,11,1,2,31,15,29,1,43,2,0,1,14,1,0,0.27306273,16451
7067,2022,Bobby Bradley,CLE,7,16,16,2,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0.125,17278
7068,2022,Gosuke Katoh,TOR,3,8,6,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0.166666666,15697
7069,2022,Taylor Ward,LAA,135,553,486,136,89,22,2,23,72,65,58,0,119,4,5,0,5,5,3,0.27983539,17548
7070,2022,Jason Krizan,SFG,2,5,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,12394
7071,2022,Kolten Wong,MIL,132,480,415,105,63,24,3,15,63,45,45,2,87,14,4,2,5,15,6,0.253012048,12532
7072,2022,Tim Locastro,NYY,26,41,40,6,3,1,0,2,11,4,0,0,7,1,0,0,0,6,1,0.15,15124
7073,2022,Sergio Alcantara,ARI,60,168,152,38,24,8,1,5,22,22,10,0,40,1,3,2,6,1,0,0.25,16417
7074,2022,Yandy Diaz,TBR,135,546,463,136,95,32,0,9,70,57,76,1,59,6,1,0,9,3,3,0.293736501,16578
7075,2022,Alex Bregman,HOU,153,616,513,131,75,34,0,22,90,84,83,1,71,11,9,0,17,1,2,0.255360623,17678
7076,2022,Ka'ai Tom,SFG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18136
7077,2022,Vladimir Guerrero Jr.,TOR,157,663,602,161,98,32,0,31,83,94,53,5,112,6,2,0,25,8,2,0.26744186,19611
7078,2022,Mike Brosseau,MIL,64,152,135,34,23,5,0,6,15,22,12,0,45,5,0,0,0,2,0,0.251851851,19683
7079,2022,Gavin Lux,LAD,128,459,409,114,81,20,7,6,65,39,47,0,94,0,3,0,3,7,2,0.278728606,19955
7080,2022,Jonathan India,CIN,102,422,379,94,66,16,2,10,47,39,30,1,91,13,0,0,5,1,4,0.248021108,21523
7081,2022,Spencer Torkelson,DET,109,391,348,72,48,15,1,8,38,28,36,0,96,5,2,0,11,0,1,0.206896551,27465
7082,2022,Dustin Garneau,DET,5,11,10,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.3,9433
7083,2022,Trayce Thompson,SDP,6,16,14,1,1,0,0,0,1,2,2,0,7,0,0,0,0,0,1,0.071428571,9952
7084,2022,Max Kepler,MIN,114,418,365,79,53,17,1,8,50,41,44,1,64,5,4,0,7,3,1,0.216438356,12144
7085,2022,Austin Meadows,DET,36,143,125,31,23,6,2,0,8,11,15,0,16,3,0,0,2,0,1,0.248,15672
7086,2022,Alex Jackson,MIL,4,9,9,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.222222222,17276
7087,2022,Luke Williams,SFG,4,10,10,2,1,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0.2,19931
7088,2022,Kevin Smith,OAK,43,140,130,22,11,8,1,2,9,13,6,0,39,0,2,2,5,3,0,0.169230769,20242
7089,2022,Seth Beer,ARI,38,114,101,17,15,1,0,1,3,8,9,1,27,3,1,0,3,0,0,0.168316831,20493
7090,2022,Jed Lowrie,OAK,49,178,161,28,20,5,0,3,13,16,15,0,38,0,2,0,4,1,0,0.173913043,4418
7091,2022,Mike Ford,SFG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15585
7092,2022,Matt Chapman,TOR,149,582,504,113,62,25,1,25,78,71,63,1,165,10,5,0,7,2,2,0.224206349,16505
7093,2022,Charlie Blackmon,COL,132,545,501,131,92,19,6,14,55,71,30,4,107,7,3,4,9,4,1,0.261477045,7859
7094,2022,Thairo Estrada,SFG,120,409,365,95,66,17,2,10,51,43,27,0,72,12,4,1,5,16,5,0.260273972,16426
7095,2022,Kevin Padlo,SFG,4,11,11,2,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.181818181,16593
7096,2022,Sam Hilliard,COL,60,190,164,32,23,6,1,2,26,14,23,0,53,1,2,0,2,5,1,0.195121951,17954
7097,2022,Freddie Freeman,LAD,158,682,592,194,124,47,2,21,115,99,78,12,97,5,7,0,6,12,2,0.327702702,5361
7098,2022,J.T. Realmuto,PHI,139,555,498,138,85,26,5,22,75,84,41,1,116,11,5,0,7,21,1,0.277108433,11739
7099,2022,Tyler O'Neill,STL,91,368,320,73,47,11,1,14,54,58,37,0,99,4,7,0,7,14,4,0.228125,15711
7100,2022,Cody Bellinger,LAD,141,533,490,104,56,26,3,19,67,65,36,0,144,2,5,0,7,12,3,0.212244897,15998
7101,2022,Ronald Acuna Jr.,ATL,118,527,461,123,84,24,0,15,71,50,53,4,122,10,3,0,8,28,11,0.266811279,18401
7102,2022,Akil Baddoo,DET,69,219,195,39,33,3,2,1,29,8,24,0,63,0,0,0,2,9,6,0.2,22168
7103,2022,Vinny Capra,TOR,6,6,4,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0.25,25040
7104,2022,Max Stassi,LAA,101,366,324,58,37,11,1,9,31,28,38,0,109,2,1,1,11,0,0,0.179012345,10059
7105,2022,Ronnie Dawson,CIN,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,19710
7106,2022,Isaac Paredes,TBR,105,375,325,68,32,16,0,20,48,45,44,0,65,4,2,0,12,0,1,0.209230769,20036
7107,2022,Steven Kwan,CLE,146,611,541,155,119,23,7,6,81,51,58,2,59,6,4,2,8,18,4,0.286506469,24610
7108,2022,Austin Nola,SDP,103,376,329,83,67,13,0,3,38,37,32,1,55,6,8,1,5,2,1,0.252279635,15941
7109,2022,LaMonte Wade Jr.,SFG,71,208,180,34,23,6,1,4,21,16,22,0,46,5,0,1,0,1,0,0.188888888,18126
7110,2022,Jarren Duran,BOS,57,219,200,44,25,13,3,3,22,17,14,0,62,4,1,0,1,7,1,0.22,24617
7111,2022,Christian Bethancourt,OAK,52,170,157,39,26,9,0,4,23,19,10,0,38,2,0,1,2,4,1,0.248407643,10028
7112,2022,Jorge Alfaro,SDP,80,268,250,61,41,13,0,7,25,39,11,0,96,4,3,0,5,1,0,0.244,12180
7113,2022,Joe Dunand,MIA,3,11,10,3,1,1,0,1,2,1,0,0,3,1,0,0,0,0,0,0.3,19727
7114,2022,Stuart Fairchild,SEA,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,20321
7115,2022,Salvador Perez,KCR,111,445,418,108,63,22,1,22,46,72,17,2,103,7,3,0,9,0,0,0.258373205,7304
7116,2022,DJ LeMahieu,NYY,122,523,450,118,89,17,0,12,68,46,66,0,69,4,2,1,10,4,3,0.262222222,9874
7117,2022,Eugenio Suarez,SEA,149,611,526,125,70,23,2,30,74,84,72,0,190,8,5,0,12,0,0,0.237642585,12552
7118,2022,Michael Perez,PIT,36,116,107,16,10,0,0,6,8,11,8,0,26,0,0,1,2,1,0,0.14953271,12977
7119,2022,Dominic Smith,NYM,45,130,117,21,11,9,1,0,9,15,8,0,33,3,2,0,0,0,0,0.179487179,15653
7120,2022,Cristian Pache,OAK,81,242,224,39,29,5,2,3,17,18,14,0,65,1,0,3,4,2,2,0.174107142,19948
7121,2022,Giancarlo Stanton,NYY,107,415,365,73,39,6,0,28,49,69,47,2,127,0,2,0,7,0,0,0.2,4949
7122,2022,Austin Hedges,CLE,98,322,280,48,37,4,0,7,26,30,23,0,74,6,3,10,10,2,0,0.171428571,12976
7123,2022,Trea Turner,LAD,159,683,628,188,126,38,4,20,98,94,45,1,127,3,5,0,8,25,3,0.299363057,16252
7124,2022,Chad Wallach,LAA,11,40,35,5,3,1,0,1,3,4,4,0,9,0,0,1,1,0,0,0.142857142,17161
7125,2022,Sean Murphy,OAK,146,595,521,131,75,36,2,18,65,65,55,2,116,13,5,0,13,1,0,0.251439539,19352
7126,2022,Jose Ramirez,CLE,155,656,574,158,85,41,4,28,84,122,67,20,78,6,9,0,5,17,6,0.275261324,13510
7127,2022,Tyler Heineman,TOR,7,16,15,4,2,2,0,0,2,1,0,0,4,0,0,1,1,0,0,0.266666666,13897
7128,2022,Eric Haase,DET,107,341,314,81,50,17,1,13,40,42,23,1,92,1,3,0,9,0,0,0.257961783,14111
7129,2022,Daniel Vogelbach,PIT,75,275,234,53,31,9,1,12,29,34,40,1,67,0,1,0,8,0,0,0.226495726,14130
7130,2022,Willi Castro,DET,109,383,357,86,59,17,2,8,46,30,14,0,82,8,3,1,4,9,4,0.240896358,17338
7131,2022,Vidal Brujan,TBR,50,161,146,23,15,5,0,3,13,16,12,0,37,1,2,0,2,5,5,0.157534246,20536
7132,2022,Austin Romine,LAA,3,9,8,2,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0.25,5491
7133,2022,Martin Maldonado,HOU,108,355,323,64,37,12,0,15,39,45,19,0,107,7,2,4,5,0,0,0.198142414,6887
7134,2022,Orlando Arcia,ATL,64,232,207,50,32,9,0,9,24,30,21,0,50,2,2,0,7,0,0,0.241545893,13185
7135,2022,Ildemaro Vargas,CHC,10,24,22,2,1,0,1,0,2,3,2,0,2,0,0,0,1,0,0,0.09090909,13324
7136,2022,Luis Rengifo,LAA,127,501,479,127,85,21,4,17,45,50,17,0,79,4,0,1,11,6,2,0.265135699,19858
7137,2022,Kramer Robertson,STL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,20022
7138,2022,Joey Gallo,NYY,74,254,217,36,20,4,1,11,28,23,37,0,96,0,0,0,0,2,0,0.165898617,14128
7139,2022,Josh VanMeter,PIT,65,188,168,32,22,5,2,3,14,14,18,0,43,0,2,0,3,4,0,0.19047619,15170
7140,2022,Rodolfo Castro,PIT,71,266,241,52,32,7,3,10,24,26,22,0,73,2,1,0,6,5,3,0.215767634,21987
7141,2022,Jose Altuve,HOU,141,581,508,154,89,39,0,26,96,55,63,2,83,9,1,0,13,18,1,0.303149606,5417
7142,2022,Josh Harrison,CHW,117,419,382,99,71,19,2,7,49,27,21,0,71,12,2,2,9,2,1,0.259162303,8202
7143,2022,AJ Pollock,CHW,132,514,476,118,77,26,1,14,60,56,32,0,93,2,4,0,12,3,1,0.247899159,9256
7144,2022,Cesar Hernandez,WSN,144,587,532,134,103,26,4,1,60,32,43,0,107,7,2,3,8,9,4,0.251879699,10556
7145,2022,Bryce Harper,PHI,99,420,365,105,58,28,1,18,63,65,45,9,86,3,7,0,12,11,2,0.287671232,11579
7146,2022,Chris Taylor,LAD,117,440,389,85,50,23,2,10,44,41,43,2,156,5,3,0,4,10,1,0.218508997,13757
7147,2022,Mauricio Dubon,SFG,10,22,21,4,3,0,0,1,4,3,0,0,3,0,1,0,0,0,0,0.19047619,16530
7148,2022,Cedric Mullins,BAL,149,640,578,148,99,30,3,16,85,64,46,2,119,8,5,1,4,34,10,0.256055363,17929
7149,2022,Royce Lewis,MIN,12,35,34,11,5,4,0,2,5,5,1,0,3,0,0,0,2,0,0,0.323529411,20437
7150,2022,Steven Souza Jr.,SEA,6,19,19,3,3,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0.157894736,5667
7151,2022,Niko Goodrum,HOU,11,39,37,5,3,2,0,0,2,1,2,0,21,0,0,0,0,1,0,0.135135135,12092
7152,2022,Anthony Bemboom,BAL,19,55,49,6,3,2,0,1,4,1,6,0,15,0,0,0,1,0,0,0.122448979,13854
7153,2022,Andrew Knapp,PIT,10,32,29,4,3,1,0,0,2,2,2,0,9,1,0,0,0,0,0,0.137931034,14942
7154,2022,Dom Nunez,COL,13,37,29,3,2,1,0,0,2,2,6,0,9,0,2,0,0,0,0,0.103448275,15055
7155,2022,Hunter Renfroe,MIL,123,501,455,116,66,20,1,29,59,71,37,1,115,4,3,2,10,0,1,0.254945054,15464
7156,2022,Aaron Whitefield,LAA,5,11,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,19938
7157,2022,Xander Bogaerts,BOS,150,604,530,161,108,38,0,15,81,72,57,2,115,10,7,0,14,8,1,0.303773584,12161
7158,2022,Jesse Winker,SEA,135,530,441,97,68,15,0,14,50,52,83,1,101,3,3,0,7,0,0,0.219954648,13590
7159,2022,Rylan Bannon,BAL,4,14,14,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.142857142,19768
7160,2022,Franchy Cordero,BOS,82,268,235,52,26,17,1,8,35,29,28,1,91,1,2,2,1,4,1,0.221276595,14567
7161,2022,Danny Jansen,TOR,65,239,207,53,29,9,0,15,34,44,24,1,42,3,5,0,1,1,0,0.256038647,16535
7162,2022,Zack Collins,TOR,21,60,55,10,4,3,0,3,5,6,4,0,26,1,0,0,0,0,0,0.181818181,19181
7163,2022,J.P. Crawford,SEA,144,581,498,118,87,22,3,6,54,38,66,0,77,10,5,2,11,2,1,0.236947791,15491
7164,2022,Tyler Stephenson,CIN,47,179,162,52,37,9,0,6,22,33,12,0,45,3,2,0,4,1,0,0.320987654,17988
7165,2022,Gio Urshela,MIN,140,523,477,138,97,25,3,13,59,59,39,2,91,2,5,0,19,1,0,0.289308176,10681
7166,2022,Yonathan Daza,COL,101,382,346,102,79,19,2,2,55,31,26,0,56,4,5,1,12,0,3,0.294797687,15794
7167,2022,Travis Demeritte,ATL,26,94,87,18,13,2,0,3,8,6,6,0,31,0,1,0,2,0,0,0.206896551,15958
7168,2022,Luis Urias,MIL,118,461,397,95,61,17,1,16,53,45,49,0,99,11,4,0,9,1,1,0.23929471,16622
7169,2022,Jake Cronenworth,SDP,157,657,565,130,82,27,4,17,86,84,67,3,126,15,7,0,2,3,0,0.230088495,18036
7170,2022,Lourdes Gurriel Jr.,TOR,117,461,425,126,91,30,1,4,50,48,28,1,78,6,1,0,11,3,4,0.296470588,19238
7171,2022,Robinson Cano,SDP,12,34,33,3,3,0,0,0,1,1,1,0,10,0,0,0,0,0,0,0.09090909,3269
7172,2022,Avisail Garcia,MIA,92,358,335,76,60,8,0,8,31,34,17,0,104,4,2,0,12,4,0,0.226865671,5760
7173,2022,Kole Calhoun,TEX,124,408,373,73,47,14,1,11,35,47,27,0,130,6,2,0,6,3,2,0.195710455,11200
7174,2022,Taylor Motter,CIN,2,6,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.166666666,12399
7175,2022,Yu Chang,CLE,3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,14773
7176,2022,Grayson Greiner,ARI,2,7,5,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.2,17062
7177,2022,Yonny Hernandez,ARI,8,19,17,1,1,0,0,0,2,0,0,0,3,0,0,2,0,1,0,0.058823529,19432
7178,2022,Payton Henry,MIA,11,32,25,4,4,0,0,0,2,4,5,0,6,2,0,0,0,0,0,0.16,22164
7179,2022,Rob Brantly,NYY,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,10655
7180,2022,Christian Yelich,MIL,152,647,555,139,97,24,4,14,93,56,84,5,156,5,2,1,8,19,3,0.25045045,11477
7181,2022,Tyler Heineman,PIT,48,156,140,30,24,6,0,0,14,8,8,0,13,5,0,3,2,1,0,0.214285714,13897
7182,2022,Kyle Farmer,CIN,145,570,515,132,93,25,1,13,56,75,32,0,96,16,6,1,20,4,3,0.256310679,14813
7183,2022,Reese McGuire,CHW,49,155,140,32,23,9,0,0,11,10,6,0,30,2,2,5,2,0,0,0.228571428,15674
7184,2022,Drew Ellis,ARI,6,13,12,2,1,1,0,0,2,1,1,0,5,0,0,0,0,0,0,0.166666666,19873
7185,2022,Jose Siri,HOU,39,132,120,19,11,4,2,2,16,8,9,0,44,2,1,0,2,4,1,0.158333333,17452
7186,2022,Andrew Knizner,STL,88,288,256,55,42,9,0,4,28,24,25,0,61,6,0,1,9,0,1,0.21484375,19514
7187,2022,Rafael Ortega,CHC,112,357,305,72,51,13,1,7,34,35,41,2,72,2,7,1,9,12,5,0.236065573,10323
7188,2022,Gary Sanchez,MIN,124,445,397,82,44,23,0,15,41,56,37,0,128,7,4,0,12,2,0,0.206549118,11442
7189,2022,Ketel Marte,ARI,135,530,467,114,59,41,2,12,66,51,53,3,93,5,5,0,11,5,1,0.244111349,13613
7190,2022,Andrew Benintendi,KCR,88,374,333,108,90,13,2,3,38,38,37,0,49,1,3,0,5,4,2,0.324324324,17901
7191,2022,Dairon Blanco,KCR,5,7,7,2,2,0,0,0,1,2,0,0,4,0,0,0,0,1,0,0.285714285,19779
7192,2022,Evan Longoria,SFG,76,233,208,50,28,10,0,12,24,36,21,2,66,2,2,0,5,0,0,0.240384615,9368
7193,2022,Carlos Correa,MIN,135,562,497,146,102,21,1,22,66,62,59,2,113,3,3,0,18,0,1,0.293762575,14162
