,Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
7194,2022,Patrick Mazeika,NYM,23,66,62,13,8,4,0,1,4,6,2,0,7,0,0,2,0,0,0,0.209677419,18142
7195,2022,Jesus Sanchez,MIA,92,330,301,64,34,14,3,13,38,35,25,0,88,3,1,0,6,1,0,0.212624584,19913
7196,2022,Owen Miller,CLE,122,446,401,97,67,24,1,5,49,42,29,1,85,7,9,0,8,2,0,0.241895261,24655
7197,2022,Evan Phillips,LAD,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,17734
7198,2022,Edwin Rios,LAD,26,91,85,21,13,1,0,7,12,17,5,1,35,1,0,0,2,0,1,0.247058823,18316
7199,2022,Brewer Hicklen,KCR,5,4,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0.0,20450
7200,2022,Jean Segura,PHI,97,381,348,95,78,7,0,10,44,31,25,1,58,7,1,0,16,12,6,0.272988505,5933
7201,2022,Rougned Odor,BAL,127,448,405,83,50,17,3,13,48,49,31,1,102,9,3,0,9,6,1,0.204938271,12282
7202,2022,Donovan Walton,SFG,19,58,57,11,2,8,0,1,7,8,1,0,11,0,0,0,1,0,0,0.192982456,19314
7203,2022,Josh Rojas,ARI,123,493,427,115,82,23,1,9,65,55,54,2,93,2,5,5,7,23,2,0.269320843,19734
7204,2022,Michael Papierski,SFG,4,8,7,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.0,21386
7205,2022,Michael Brantley,HOU,63,248,217,56,40,11,1,4,25,21,28,2,25,1,1,1,1,1,1,0.258064516,4106
7206,2022,Miguel Rojas,MIA,133,491,455,107,81,18,2,6,32,36,26,1,57,6,3,1,12,9,3,0.235164835,7802
7207,2022,Chris Owings,BAL,24,65,54,6,4,2,0,0,6,0,9,0,23,1,0,1,3,1,0,0.111111111,10030
7208,2022,Andrelton Simmons,CHC,28,82,72,13,12,1,0,0,8,7,7,0,11,0,0,3,5,4,0,0.180555555,10847
7209,2022,Josh Bell,WSN,102,416,357,107,67,23,3,14,51,54,46,3,59,5,6,0,18,0,0,0.299719887,13145
7210,2022,Willians Astudillo,MIA,19,55,54,13,12,0,0,1,5,4,1,0,3,0,0,0,2,1,0,0.24074074,15608
7211,2022,Sergio Alcantara,SDP,16,34,31,3,3,0,0,0,3,3,2,0,11,0,1,0,0,0,2,0.096774193,16417
7212,2022,Kyle Garlick,MIN,63,158,146,33,22,3,0,8,22,16,8,0,47,3,1,0,2,0,0,0.226027397,18063
7213,2022,Lars Nootbaar,STL,105,346,289,65,32,16,3,14,53,40,51,1,71,1,5,0,3,4,1,0.224913494,21454
7214,2022,Tyler Naquin,CIN,55,200,184,46,25,12,2,7,28,33,12,1,52,3,0,1,1,3,2,0.25,13359
7215,2022,Andy Ibanez,TEX,40,122,114,25,20,4,0,1,12,9,8,0,20,0,0,0,0,3,0,0.219298245,18819
7216,2022,Nick Fortes,MIA,69,237,214,50,34,6,1,9,41,24,18,0,44,5,0,0,5,5,3,0.233644859,21538
7217,2022,Jake Burger,CHW,47,169,155,41,23,9,1,8,20,26,9,1,48,3,1,1,6,0,0,0.264516129,22275
7218,2022,Wilmer Flores,SFG,135,476,420,98,62,21,1,14,56,50,43,1,83,9,4,0,6,0,0,0.233333333,5827
7219,2022,Kevin Pillar,LAD,4,13,12,1,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0.083333333,12434
7220,2022,Victor Caratini,MIL,93,310,268,54,33,12,0,9,26,34,31,1,67,9,1,1,11,0,0,0.201492537,14968
7221,2022,Brian Serven,COL,59,199,181,37,26,4,1,6,19,16,13,0,43,2,1,2,7,0,0,0.204419889,19422
7222,2022,Zach Reks,TEX,14,34,34,9,8,1,0,0,3,3,0,0,10,0,0,0,0,0,1,0.264705882,19667
7223,2022,Nelson Velazquez,CHC,75,205,184,38,22,7,3,6,20,26,19,0,64,2,0,0,5,5,2,0.206521739,23359
7224,2022,Wil Myers,SDP,76,270,245,65,45,13,0,7,28,38,21,1,80,1,3,0,7,2,1,0.265306122,10047
7225,2022,Roman Quinn,PHI,19,40,37,6,5,1,0,0,8,3,3,0,15,0,0,0,0,4,1,0.162162162,13546
7226,2022,Mitch Garver,TEX,54,203,177,36,20,7,0,9,22,22,22,0,50,2,2,0,3,1,1,0.20338983,15161
7227,2022,Eli White,TEX,42,111,99,21,16,2,0,3,16,10,11,0,38,0,1,0,0,12,1,0.212121212,19346
7228,2022,Emmanuel Rivera,KCR,59,205,192,46,30,7,3,6,23,22,11,0,45,2,0,0,7,0,0,0.239583333,19890
7229,2022,Stuart Fairchild,SFG,4,6,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0,20321
7230,2022,Adam Duvall,ATL,82,312,285,61,32,16,1,12,39,36,20,0,100,5,2,0,2,0,2,0.214035087,10950
7231,2022,Andrew McCutchen,MIL,133,551,487,117,76,24,0,17,66,65,57,1,117,3,4,0,10,8,6,0.240246406,9847
7232,2022,David Peralta,ARI,86,291,263,66,35,17,2,12,28,40,23,2,67,2,3,0,6,1,1,0.25095057,2136
7233,2022,Joey Votto,CIN,89,364,313,64,35,17,1,11,30,41,41,0,94,10,0,0,7,0,0,0.204472843,4314
7234,2022,Brandon Drury,CIN,91,374,339,94,50,22,2,20,61,59,29,0,81,4,2,0,5,2,2,0.277286135,11615
7235,2022,Tyler Wade,LAA,58,162,147,32,26,5,0,1,21,7,9,0,33,1,0,5,3,8,5,0.217687074,15730
7236,2022,Riley Adams,WSN,47,149,136,23,15,4,0,4,13,8,12,0,43,1,0,0,2,0,1,0.169117647,19864
7237,2022,Marcell Ozuna,ATL,124,501,464,105,63,19,0,23,56,56,31,0,120,2,4,0,12,2,1,0.226293103,10324
7238,2022,Mike Ford,SEA,16,38,29,5,4,1,0,0,1,3,8,0,12,1,0,0,0,0,0,0.172413793,15585
7239,2022,Derek Hill,DET,28,91,82,18,15,2,0,1,8,3,5,0,28,0,1,3,0,2,0,0.219512195,16947
7240,2022,Gilberto Celestino,MIN,115,333,297,70,57,10,1,2,30,24,32,0,74,2,0,2,12,4,1,0.235690235,20233
7241,2022,Eric Hosmer,SDP,87,348,317,84,61,15,0,8,29,40,30,5,50,0,1,0,9,0,0,0.264984227,3516
7242,2022,Dee Strange-Gordon,WSN,18,59,59,18,16,1,1,0,5,2,0,0,8,0,0,0,1,3,2,0.305084745,8203
7243,2022,Tony Kemp,OAK,144,540,480,112,79,24,2,7,60,44,44,0,65,8,3,5,5,11,1,0.233333333,14894
7244,2022,Steele Walker,TEX,5,15,13,1,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0.076923076,22093
7245,2022,Whit Merrifield,KCR,91,400,365,90,60,23,1,6,50,40,30,0,58,0,5,0,7,15,3,0.246575342,11281
7246,2022,Jake Hager,ARI,20,58,49,11,9,2,0,0,4,3,8,0,17,0,0,1,0,0,0,0.224489795,12198
7247,2022,Willy Adames,MIL,138,590,537,127,69,30,0,28,78,92,48,3,157,1,4,0,11,7,3,0.236499068,15986
7248,2022,Kyle Tucker,HOU,147,570,510,136,77,28,1,30,70,106,55,4,86,1,2,0,10,25,4,0.266666666,18345
7249,2022,Travis Swaggerty,PIT,4,9,9,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.111111111,24491
7250,2022,Ryan Jeffers,MIN,64,218,195,39,23,9,1,6,22,26,22,0,57,0,0,1,6,0,0,0.2,24618
7251,2022,Juan Lagares,LAA,18,62,60,11,8,2,1,0,4,0,2,0,15,0,0,0,0,0,0,0.183333333,5384
7252,2022,Matt Davidson,OAK,8,24,24,4,3,0,0,1,2,2,0,0,10,0,0,0,0,0,1,0.166666666,7226
7253,2022,Mike Zunino,TBR,36,118,111,16,8,3,0,5,7,16,5,0,44,1,1,0,2,0,0,0.144144144,13265
7254,2022,Jonathan Arauz,BOS,5,10,9,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0.0,20275
7255,2022,Anthony Rendon,LAA,47,190,165,38,23,10,0,5,14,23,21,0,35,2,2,0,7,2,0,0.23030303,12861
7256,2022,Connor Joe,COL,108,437,380,89,60,19,4,6,51,27,49,0,92,7,1,0,8,3,2,0.234210526,16572
7257,2022,Gleyber Torres,NYY,138,540,497,125,78,23,1,23,68,69,37,2,120,2,3,1,12,10,5,0.251509054,16997
7258,2022,Chas McCormick,HOU,108,392,346,87,59,12,2,14,45,43,44,0,102,1,1,0,5,4,3,0.251445086,19599
7259,2022,Jazz Chisholm Jr.,MIA,56,223,199,49,24,8,4,13,36,41,18,0,59,3,2,0,0,11,4,0.246231155,20454
7260,2022,Charlie Culberson,TEX,60,122,114,29,21,6,0,2,18,12,5,0,31,0,0,3,5,1,3,0.254385964,3298
7261,2022,Curt Casali,SFG,31,88,75,17,10,3,0,4,12,11,12,0,27,0,1,0,0,0,0,0.226666666,12510
7262,2022,Javier Baez,DET,143,573,538,128,81,27,3,17,62,67,26,1,143,6,3,0,11,9,2,0.237918215,12979
7263,2022,Richie Martin,BAL,11,32,29,5,3,0,2,0,4,3,3,0,9,0,0,0,0,2,1,0.172413793,17736
7264,2022,Harrison Bader,STL,66,247,231,58,43,7,3,5,33,20,11,0,44,4,1,0,4,14,2,0.251082251,18030
7265,2022,Chris Okey,CIN,6,12,11,2,2,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0.181818181,19245
7266,2022,Khalil Lee,NYM,2,2,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0.5,19952
7267,2022,Richie Palacios,CLE,53,120,109,26,20,6,0,0,7,10,9,1,20,1,1,0,2,2,0,0.23853211,24589
7268,2022,Nomar Mazara,SDP,53,165,153,40,31,7,0,2,16,18,10,0,40,2,0,0,1,0,0,0.261437908,14553
7269,2022,Trey Mancini,BAL,90,384,340,92,66,15,1,10,38,40,32,2,83,9,3,0,4,0,0,0.270588235,15149
7270,2022,Oscar Mercado,CLE,46,114,108,22,14,5,0,3,14,11,4,0,24,1,1,0,3,2,2,0.203703703,16375
7271,2022,Jordan Luplow,ARI,82,230,202,34,19,5,0,10,25,26,24,1,60,3,1,0,5,4,1,0.168316831,16424
7272,2022,Albert Almora Jr.,CIN,63,224,204,47,31,10,1,5,25,27,17,0,42,1,1,1,8,3,1,0.230392156,14109
7273,2022,Trevor Story,BOS,94,372,335,80,42,22,0,16,52,65,30,4,114,3,4,0,9,12,0,0.23880597,12564
7274,2022,Danny Mendick,CHW,27,100,94,28,20,4,1,3,20,15,5,0,22,1,0,0,2,1,0,0.29787234,18889
7275,2022,Kurt Suzuki,LAA,48,158,139,25,17,4,0,4,10,15,14,0,29,2,2,1,3,0,0,0.179856115,8259
7276,2022,Christopher Morel,CHC,111,416,370,88,50,19,4,15,54,46,38,0,133,3,2,3,6,10,7,0.237837837,21897
7277,2022,Canaan Smith-Njigba,PIT,3,7,5,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.2,23264
7278,2022,Lorenzo Cain,MIL,41,144,134,25,19,5,0,1,15,9,7,0,33,2,1,0,4,1,2,0.186567164,9077
7279,2022,Michael A. Taylor,KCR,118,438,397,101,79,10,3,9,46,43,34,0,104,2,3,2,6,3,2,0.25440806,11489
7280,2022,J.D. Davis,NYM,61,194,170,40,27,8,1,4,25,20,18,0,63,4,2,0,9,0,1,0.235294117,16219
7281,2022,Jose Alvarado,PHI,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,17780
7282,2022,Luis Barrera,OAK,29,84,77,18,12,5,0,1,3,7,5,0,17,1,1,0,2,3,0,0.233766233,19615
7283,2022,Alan Trejo,COL,33,122,115,30,21,6,0,3,14,15,5,0,31,2,0,0,3,1,2,0.260869565,20056
7284,2022,Jonathan Villar,CHC,45,153,142,32,23,6,1,2,16,12,9,0,40,0,2,0,3,5,0,0.225352112,10071
7285,2022,Yu Chang,PIT,18,49,42,7,5,1,0,1,5,2,4,0,18,3,0,0,1,0,1,0.166666666,14773
7286,2022,Trevor Larnach,MIN,49,170,150,34,17,12,0,5,22,16,18,1,52,0,2,0,1,0,0,0.226666666,21501
7287,2022,Julio Rodriguez,SEA,131,543,494,141,86,24,3,28,83,75,40,4,139,8,1,0,7,25,6,0.285425101,23697
7288,2022,Liover Peguero,PIT,1,4,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.333333333,24273
7289,2022,Mike Moustakas,CIN,78,276,244,49,34,9,0,6,25,22,23,0,75,6,3,0,8,2,0,0.200819672,4892
7290,2022,Phil Gosselin,ATL,9,24,23,6,6,0,0,0,4,0,1,0,6,0,0,0,0,0,0,0.260869565,10953
7291,2022,Mark Mathias,MIL,6,16,15,2,1,0,0,1,2,4,0,0,3,0,1,0,0,1,0,0.133333333,18032
7292,2022,Santiago Espinal,TOR,130,463,424,113,86,21,0,6,50,47,33,0,62,2,3,1,10,6,6,0.266509433,19997
7293,2022,Ivan Herrera,STL,7,22,18,2,2,0,0,0,0,1,2,0,8,0,1,1,0,0,0,0.111111111,20599
7294,2022,Jose Abreu,CHW,155,655,579,176,125,37,0,14,82,70,60,2,105,12,4,0,19,0,0,0.303972366,15676
7295,2022,Joc Pederson,SFG,110,318,278,77,42,13,1,21,44,57,31,3,74,5,4,0,3,2,2,0.276978417,11899
7296,2022,Luke Weaver,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16918
7297,2022,Aramis Garcia,CIN,42,108,101,21,18,2,0,1,6,3,3,0,30,2,0,2,4,0,1,0.207920792,16925
7298,2022,Taylor Trammell,SEA,41,117,102,20,7,9,0,4,15,10,13,0,33,0,1,1,2,2,1,0.196078431,19960
7299,2022,Jason Heyward,CHC,45,144,130,27,20,5,1,1,14,10,11,0,30,3,0,0,2,1,0,0.207692307,4940
7300,2022,David Robertson,CHC,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8241
7301,2022,Eddy Alvarez,LAD,11,27,25,4,4,0,0,0,1,3,0,0,9,0,1,1,1,1,0,0.16,16959
7302,2022,Jeter Downs,BOS,13,39,37,6,4,1,0,1,4,4,1,0,20,0,0,1,0,0,0,0.162162162,22202
7303,2022,Donovan Solano,CIN,80,297,272,79,59,16,0,4,21,24,19,1,61,4,2,0,5,0,0,0.290441176,8623
7304,2022,Jonathan Davis,MIL,32,84,70,15,14,1,0,0,9,3,13,0,24,0,0,1,1,7,1,0.214285714,15104
7305,2022,Guillermo Heredia,ATL,35,81,75,12,5,3,1,3,12,8,6,0,31,0,0,0,1,0,0,0.16,18721
7306,2022,Ha-Seong Kim,SDP,148,564,499,126,84,28,3,11,56,58,51,0,98,7,4,3,8,11,2,0.25250501,27506
7307,2022,Luke Williams,MIA,58,120,111,27,21,4,1,1,20,3,9,1,40,0,0,0,1,10,4,0.243243243,19931
7308,2022,Justin Upton,SEA,17,57,48,6,4,1,0,1,2,3,6,0,23,3,0,0,1,0,0,0.125,5222
7309,2022,Kevin Padlo,SEA,5,10,9,2,1,1,0,0,0,3,1,0,4,0,0,0,0,0,0,0.222222222,16593
7310,2022,Ramon Laureano,OAK,93,380,344,73,42,18,0,13,49,34,24,0,103,12,0,0,6,11,6,0.212209302,17128
7311,2022,Monte Harrison,LAA,7,14,11,2,1,0,0,1,5,3,2,0,8,1,0,0,1,1,0,0.181818181,17216
7312,2022,Max Schrock,CIN,13,25,24,4,4,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0.166666666,17750
7313,2022,Pete Alonso,NYM,152,629,550,151,88,25,0,38,89,125,59,15,118,11,9,0,16,5,1,0.274545454,19251
7314,2022,Drew Ellis,SEA,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,19873
7315,2022,Jonathan Arauz,BAL,9,28,27,5,4,0,0,1,2,4,1,0,9,0,0,0,0,0,0,0.185185185,20275
7316,2022,Erik Gonzalez,MIA,14,41,37,7,6,1,0,0,4,3,4,0,12,0,0,0,1,1,0,0.189189189,13369
7317,2022,Byron Buxton,MIN,90,351,314,65,29,10,2,24,51,43,30,0,108,6,1,0,0,6,0,0.207006369,14161
7318,2022,Raimel Tapia,TOR,121,398,377,102,74,19,2,7,43,49,15,0,77,0,1,3,10,8,2,0.270557029,14350
7319,2022,Steven Duggar,TEX,7,19,17,3,3,0,0,0,2,0,2,0,12,0,0,0,0,1,1,0.176470588,17719
7320,2022,Matt Thaiss,LAA,28,76,65,13,10,1,0,2,8,7,10,1,23,0,1,0,2,1,0,0.2,19318
7321,2022,Yolmer Sanchez,BOS,13,40,34,4,4,0,0,0,1,2,4,0,12,0,0,2,0,0,2,0.117647058,11602
7322,2022,Marcus Wilson,SEA,3,6,5,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.2,17910
7323,2022,Jake Meyers,HOU,49,157,147,34,25,6,2,1,13,15,7,0,53,2,1,0,1,2,1,0.231292517,20308
7324,2022,Oscar Mercado,PHI,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,16375
7325,2022,Francisco Mejia,TBR,87,294,284,70,42,22,0,6,32,31,7,0,65,2,1,0,6,0,0,0.246478873,16403
7326,2022,Narciso Crook,CHC,4,9,8,2,1,1,0,0,1,2,0,0,3,0,1,0,1,0,0,0.25,17473
7327,2022,Sam Haggerty,SEA,72,197,173,44,29,9,1,5,28,22,17,3,52,4,2,1,4,13,1,0.25433526,18054
7328,2022,Alejandro Kirk,TOR,135,517,450,128,96,19,0,13,57,59,59,2,57,4,4,0,10,0,0,0.284444444,22581
7329,2022,Carlos Santana,SEA,78,289,251,49,26,8,0,15,34,39,34,1,60,2,2,0,8,0,0,0.195219123,2396
7330,2022,Andrew Knapp,SEA,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,14942
7331,2022,Seth Brown,OAK,146,537,483,111,58,25,3,25,55,71,50,2,140,3,1,0,7,11,2,0.229813664,18171
7332,2022,Tommy Pham,CIN,90,374,327,77,57,9,1,10,54,37,42,0,97,1,4,0,12,7,2,0.235474006,2967
7333,2022,Kris Bryant,COL,42,175,155,47,31,11,0,5,27,14,17,0,27,1,2,0,7,0,0,0.303225806,15429
7334,2022,Trent Grisham,SDP,143,504,432,81,46,16,2,17,56,52,56,1,145,7,2,7,2,7,1,0.1875,18564
7335,2022,Matthew Batten,SDP,12,22,19,2,1,1,0,0,0,1,2,0,6,1,0,0,0,0,0,0.105263157,20157
7336,2022,Sandy Leon,CLE,6,21,15,2,2,0,0,0,0,0,6,0,4,0,0,0,1,0,0,0.133333333,5273
7337,2022,Billy Hamilton,MIA,15,15,13,1,1,0,0,0,9,0,1,0,8,0,0,1,0,7,0,0.076923076,10199
7338,2022,Tyler Nevin,BAL,53,175,148,30,25,3,0,2,16,15,20,0,42,4,3,0,4,0,0,0.202702702,17893
7339,2022,Kevin Kiermaier,TBR,60,215,200,46,32,8,0,6,26,20,14,0,59,1,0,0,2,6,1,0.23,11038
7340,2022,Sheldon Neuse,OAK,86,279,258,56,46,4,2,4,25,25,19,0,74,2,0,0,5,4,1,0.217054263,19635
7341,2022,Mickey Moniak,PHI,16,50,46,6,5,1,0,0,4,2,3,0,19,0,0,1,0,0,0,0.130434782,19956
7342,2022,Ender Inciarte,NYM,5,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.125,4922
7343,2022,Ian Happ,CHC,158,621,557,147,89,41,2,15,67,67,55,3,145,6,3,0,11,9,4,0.263913824,17919
7344,2022,Juan Yepez,STL,71,260,240,60,36,13,0,11,24,28,15,0,59,1,4,0,5,0,0,0.25,18400
7345,2022,Tommy La Stella,SFG,51,156,144,36,21,13,0,2,16,11,10,0,24,1,1,0,4,0,0,0.25,12371
7346,2022,Conner Capel,STL,6,19,17,3,2,0,0,1,1,2,1,0,2,0,1,0,0,0,0,0.176470588,19983
7347,2022,Bligh Madris,PIT,39,122,112,20,12,7,0,1,10,7,10,0,31,0,0,0,0,2,1,0.178571428,20054
7348,2022,Matt Vierling,PHI,104,349,318,79,59,12,2,6,41,31,22,0,69,3,6,0,7,6,4,0.248427672,21558
7349,2022,Justin Turner,LAD,127,515,452,126,79,34,0,13,59,81,49,1,87,6,8,0,13,3,0,0.278761061,5235
7350,2022,Marwin Gonzalez,NYY,68,194,174,30,20,4,0,6,17,15,12,0,50,4,1,3,8,3,0,0.172413793,5497
7351,2022,Anthony Santander,BAL,148,622,549,135,80,24,0,31,76,86,55,1,116,13,5,0,14,0,2,0.245901639,14551
7352,2022,David Bote,CHC,40,126,115,30,18,8,0,4,15,12,6,0,45,4,1,0,3,1,0,0.260869565,14593
7353,2022,Rene Pinto,TBR,25,82,79,17,12,3,0,2,5,10,2,0,34,1,0,0,3,0,0,0.215189873,19859
7354,2022,Christian Vazquez,BOS,81,300,278,79,52,19,0,8,31,40,17,0,45,3,2,0,7,1,2,0.284172661,9774
7355,2022,Cam Gallagher,KCR,17,47,42,9,4,5,0,0,1,5,3,0,13,0,0,2,0,0,0,0.214285714,12981
7356,2022,Aledmys Diaz,HOU,86,303,282,67,43,13,0,11,31,35,17,0,47,2,2,0,6,1,0,0.237588652,15937
7357,2022,Skye Bolt,OAK,38,115,106,21,15,2,0,4,10,13,6,0,30,2,1,0,1,5,0,0.198113207,17723
7358,2022,Yoshi Tsutsugo,PIT,50,190,167,28,22,4,0,2,10,19,19,0,50,0,4,0,3,0,0,0.16766467,27459
7359,2022,Jonathan Villar,LAA,13,54,49,8,7,0,0,1,6,3,4,0,17,0,0,1,1,1,0,0.163265306,10071
7360,2022,Brent Rooker,SDP,2,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,19627
7361,2022,Travis Jankowski,NYM,21,46,38,6,6,0,0,0,9,1,7,0,5,1,0,0,0,3,0,0.157894736,13768
7362,2022,Garrett Hampson,COL,74,209,183,37,26,7,2,2,28,15,20,0,60,1,2,3,3,11,1,0.202185792,19262
7363,2022,Kody Clemens,DET,50,125,116,17,8,4,0,5,12,17,7,0,33,0,2,0,1,1,0,0.146551724,20572
7364,2022,Jake Marisnick,PIT,25,80,75,18,10,6,0,2,9,6,4,1,22,0,0,1,2,2,1,0.24,11339
7365,2022,Brandon Nimmo,NYM,141,623,534,146,99,27,6,14,95,57,68,0,109,15,3,3,8,3,2,0.273408239,12927
7366,2022,Sam Huff,TEX,39,129,118,29,21,4,0,4,9,10,11,1,41,0,0,0,0,1,0,0.245762711,22209
7367,2022,Robinson Cano,ATL,8,27,26,4,3,1,0,0,1,0,1,0,4,0,0,0,2,0,0,0.153846153,3269
7368,2022,Jake Lamb,LAD,25,75,65,15,7,5,1,2,10,4,8,0,23,2,0,0,4,0,1,0.23076923,13329
7369,2022,Jonathan Aranda,TBR,30,86,78,15,9,4,0,2,9,6,8,1,23,0,0,0,1,0,0,0.192307692,21837
7370,2022,Ryan O'Hearn,KCR,62,135,125,29,22,5,1,1,13,12,7,0,34,2,1,0,2,0,0,0.232,16442
7371,2022,Yoan Moncada,CHW,103,429,394,82,51,18,1,12,41,50,32,2,113,1,1,1,5,2,0,0.208121827,17232
7372,2022,Alex Call,CLE,11,16,12,2,2,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0.166666666,19296
7373,2022,Esteury Ruiz,SDP,10,26,26,6,4,1,1,0,1,2,0,0,5,0,0,0,0,1,1,0.23076923,21780
7374,2022,Elier Hernandez,TEX,14,35,33,6,4,2,0,0,4,3,1,0,15,0,1,0,1,0,0,0.181818181,13750
7375,2022,Nick Gordon,MIN,129,420,382,106,65,28,4,9,43,49,19,1,96,10,6,3,8,6,4,0.27748691,16337
7376,2022,Michael Papierski,CIN,29,93,82,13,11,1,0,1,6,4,9,0,22,0,0,2,4,0,0,0.158536585,21386
7377,2022,Nick Allen,OAK,94,320,294,60,43,13,0,4,29,18,18,0,62,1,1,6,5,3,2,0.204081632,22277
7378,2022,Maikel Garcia,KCR,8,23,22,7,6,1,0,0,1,2,1,0,5,0,0,0,1,0,0,0.318181818,22715
7379,2022,Alcides Escobar,WSN,37,124,119,25,20,3,2,0,9,8,3,0,32,2,0,0,1,0,0,0.210084033,6310
7380,2022,Victor Robles,WSN,120,390,352,77,61,8,2,6,40,30,15,0,100,9,4,10,3,15,4,0.21875,18363
7381,2022,Austin Hays,BAL,139,553,510,129,80,31,2,16,63,59,31,0,108,9,3,0,11,2,4,0.252941176,19363
7382,2022,David MacKinnon,LAA,16,43,37,7,7,0,0,0,0,6,5,0,12,0,1,0,2,0,0,0.189189189,19625
7383,2022,Freddy Fermin,KCR,3,7,7,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0.0,21840
7384,2022,Johan Camargo,PHI,50,165,151,36,30,3,0,3,8,15,13,0,36,0,0,1,1,0,0,0.238410596,14950
7385,2022,Nelson Cruz,WSN,123,486,430,99,74,16,0,9,46,58,48,1,115,3,2,0,16,4,0,0.230232558,2434
7386,2022,Phil Gosselin,LAA,19,51,49,5,4,0,1,0,2,2,1,0,16,1,0,0,1,0,0,0.102040816,10953
7387,2022,Ryan McMahon,COL,141,565,500,127,81,23,3,20,65,65,58,0,147,4,3,0,6,7,3,0.254,15112
7388,2022,Travis Blankenhorn,NYM,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,18395
7389,2022,Kyle Lewis,SEA,18,61,55,8,5,0,0,3,6,5,5,0,19,1,0,0,2,0,0,0.145454545,19508
7390,2022,Ezequiel Duran,TEX,57,212,200,45,31,9,1,4,22,23,12,0,53,0,0,0,3,3,1,0.225,23733
7391,2022,Jurickson Profar,SDP,150,634,554,134,83,35,2,14,79,55,70,0,102,4,3,3,12,5,1,0.241877256,10815
7392,2022,Dillon Thomas,LAA,6,14,11,1,1,0,0,0,1,0,2,0,6,1,0,0,0,0,0,0.09090909,12719
7393,2022,Seby Zavala,CHW,59,202,175,47,31,14,0,2,22,21,19,0,64,3,2,3,1,0,0,0.268571428,18887
7394,2022,Nolan Jones,CLE,28,91,83,21,14,5,0,2,10,13,8,1,29,0,0,0,2,0,0,0.253012048,20529
7395,2022,Luke Voit,SDP,81,321,281,63,32,18,0,13,36,47,34,1,101,2,4,0,5,0,1,0.224199288,14811
7396,2022,Edmundo Sosa,STL,48,131,122,23,16,4,3,0,17,8,4,0,38,5,0,0,3,3,1,0.18852459,17022
7397,2022,Ty France,SEA,140,592,534,147,100,26,1,20,63,81,33,3,91,19,5,0,17,0,0,0.275280898,17982
7398,2022,Garrett Stubbs,PHI,44,120,105,28,18,4,1,5,19,16,14,0,30,0,0,1,2,2,0,0.266666666,18067
7399,2022,Kyle Schwarber,PHI,155,660,569,124,56,20,2,46,100,94,85,3,198,4,2,0,10,10,1,0.217926186,16478
7400,2022,Jeremy Pena,HOU,134,523,489,124,83,19,2,20,68,57,20,0,131,6,4,1,5,10,2,0.253578732,21636
7401,2022,Aaron Judge,NYY,154,655,538,167,81,26,0,60,126,123,103,18,161,5,5,0,13,15,3,0.310408921,15640
7402,2022,Darin Ruf,SFG,71,207,176,39,26,5,0,8,33,26,27,0,56,3,1,0,3,1,0,0.221590909,9929
7403,2022,Maikel Franco,WSN,102,369,355,83,59,15,0,9,31,38,9,0,72,2,3,0,17,1,0,0.233802816,12179
7404,2022,Franmil Reyes,CLE,68,260,244,49,32,9,0,8,22,25,13,0,97,1,2,0,8,2,0,0.200819672,14566
7405,2022,Mike Ford,ATL,4,8,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,15585
7406,2022,Brandon Marsh,LAA,93,321,291,65,46,9,2,8,33,36,21,1,117,3,3,3,2,8,2,0.223367697,20202
