,Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
7973,2023,Chris Owings,PIT,8,25,25,4,4,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0.16,10030
7974,2023,Chris Taylor,LAD,114,377,331,80,49,15,1,15,51,56,41,2,121,4,1,0,2,16,2,0.241691842,13757
7975,2023,Yandy Diaz,TBR,134,580,509,166,112,34,0,20,91,73,63,0,90,7,1,0,16,0,1,0.326129666,16578
7976,2023,Greg Allen,NYY,18,28,23,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,0.217391304,16623
7977,2023,Harold Castro,COL,89,257,245,61,49,11,0,1,24,30,9,0,62,0,2,1,5,1,0,0.248979591,14691
7978,2023,Jonah Heim,TEX,127,492,449,115,70,28,0,17,58,90,39,2,95,1,3,0,10,2,0,0.256124721,16930
7979,2023,Josh Naylor,CLE,121,482,439,132,88,30,0,14,48,88,33,9,65,3,7,0,11,10,3,0.300683371,18839
7980,2023,Corey Seager,TEX,119,530,471,152,79,42,0,31,86,94,49,9,88,4,6,0,9,2,1,0.322717622,13624
7981,2023,Enmanuel Valdez,BOS,46,149,139,37,23,8,0,6,17,19,8,0,37,1,0,0,4,5,1,0.26618705,21716
7982,2023,Jorge Mateo,BAL,112,343,314,67,44,14,2,7,57,33,20,0,80,1,2,5,8,30,5,0.213375796,17273
7983,2023,Myles Straw,CLE,144,509,454,109,87,18,3,1,51,29,41,0,97,2,6,6,10,20,6,0.240088105,17620
7984,2023,Jared Walsh,LAA,36,115,103,13,5,4,0,4,10,11,11,0,45,1,0,0,1,0,0,0.126213592,18607
7985,2023,Jonah Bride,OAK,38,105,87,15,12,3,0,0,9,7,11,0,21,4,2,1,3,0,1,0.172413793,24703
7986,2023,Gary Sanchez,SDP,69,253,228,51,23,9,0,19,33,46,20,0,62,4,1,0,3,0,0,0.22368421,11442
7987,2023,Garrett Stubbs,PHI,38,125,113,23,17,4,1,1,15,12,9,0,29,2,0,1,0,2,0,0.203539823,18067
7988,2023,Darin Ruf,MIL,11,30,26,5,4,1,0,0,2,0,4,0,7,0,0,0,0,0,0,0.192307692,9929
7989,2023,Drew Ellis,PHI,10,29,23,5,3,0,0,2,4,4,6,0,7,0,0,0,0,0,1,0.217391304,19873
7990,2023,Brayan Rocchio,CLE,23,85,80,20,14,6,0,0,9,8,4,0,26,0,1,0,4,0,0,0.25,23690
7991,2023,Jon Singleton,MIL,11,32,29,3,2,1,0,0,3,2,3,0,11,0,0,0,0,0,0,0.103448275,10441
7992,2023,Josh Lester,BAL,10,23,22,4,4,0,0,0,0,4,1,0,7,0,0,0,1,0,0,0.181818181,17737
7993,2023,Tyler Nevin,DET,41,111,95,19,13,3,1,2,11,10,12,0,25,3,1,0,1,0,1,0.2,17893
7994,2023,Kody Clemens,PHI,45,138,130,29,19,7,0,3,13,11,7,0,38,1,0,0,1,0,0,0.223076923,20572
7995,2023,Alfonso Rivas III,SDP,6,17,15,3,1,2,0,0,2,1,2,0,7,0,0,0,0,0,0,0.2,21560
7996,2023,Christian Bethancourt,TBR,96,318,303,67,41,15,0,11,47,31,12,0,89,0,3,0,6,1,0,0.221122112,10028
7997,2023,Rougned Odor,SDP,54,146,127,26,14,8,0,4,20,18,17,0,36,2,0,0,2,2,1,0.204724409,12282
7998,2023,Omar Narvaez,NYM,44,138,120,24,18,4,0,2,12,7,14,0,26,0,3,1,1,0,0,0.2,13338
7999,2023,Austin Nola,SDP,46,140,119,17,14,3,0,0,6,5,16,0,28,2,0,3,4,0,0,0.142857142,15941
8000,2023,Abraham Toro,MIL,8,21,18,8,6,0,0,2,4,9,2,0,5,1,0,0,0,0,0,0.444444444,19844
8001,2023,Corey Julks,HOU,91,311,288,69,50,14,0,5,32,32,20,0,74,1,2,0,6,14,3,0.239583333,20311
8002,2023,Rodolfo Castro,PIT,70,217,190,45,32,7,0,6,19,21,21,1,60,5,1,0,4,1,4,0.236842105,21987
8003,2023,Kyle Garlick,MIN,14,30,28,5,2,1,0,2,2,4,2,0,11,0,0,0,0,0,0,0.178571428,18063
8004,2023,Josh Donaldson,NYY,33,118,104,15,4,1,0,10,13,15,12,0,31,0,2,0,2,0,0,0.144230769,5038
8005,2023,Francisco Lindor,NYM,156,640,560,142,82,29,2,29,100,90,64,1,126,10,6,0,7,28,4,0.253571428,12916
8006,2023,Adam Frazier,BAL,138,445,403,97,61,21,2,13,55,60,31,0,67,4,2,4,4,9,4,0.240694789,15223
8007,2023,Billy McKinney,NYY,47,147,128,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.2265625,15654
8008,2023,Jonathan India,CIN,119,522,448,109,71,23,0,15,76,58,52,0,107,16,6,0,13,14,2,0.243303571,21523
8009,2023,TJ Hopkins,CIN,21,43,40,7,7,0,0,0,7,1,2,0,16,1,0,0,1,1,0,0.175,25482
8010,2023,Blake Sabol,SFG,98,290,263,59,40,9,0,10,28,36,20,0,102,5,1,1,2,3,2,0.2243346,25805
8011,2023,Orlando Arcia,ATL,137,519,475,125,84,25,0,16,64,62,39,0,102,3,2,0,14,1,0,0.263157894,13185
8012,2023,Patrick Wisdom,CHC,95,299,266,55,23,8,1,23,43,46,29,0,109,2,1,1,4,4,2,0.206766917,13602
8013,2023,Mark Vientos,NYM,64,219,204,43,28,5,1,9,18,22,10,0,65,3,2,0,5,1,0,0.210784313,22184
8014,2023,Matt Mervis,CHC,27,99,90,15,10,2,0,3,8,11,8,0,32,1,0,0,1,0,0,0.166666666,27845
8015,2023,Luken Baker,STL,33,99,86,18,13,3,0,2,9,10,13,0,31,0,0,0,1,0,0,0.209302325,21497
8016,2023,Willie Calhoun,NYY,44,145,132,32,20,7,0,5,16,15,13,1,20,0,0,0,2,0,0,0.242424242,17838
8017,2023,Brendan Donovan,STL,89,348,307,86,64,10,1,11,45,31,32,2,49,7,1,1,4,5,1,0.280130293,24679
8018,2023,Edouard Julien,MIN,107,400,331,85,53,16,1,15,58,34,63,0,128,2,3,1,8,3,0,0.256797583,27534
8019,2023,AJ Pollock,SEA,48,138,127,22,13,4,0,5,15,15,9,0,30,0,2,0,1,0,1,0.173228346,9256
8020,2023,Taylor Ward,LAA,97,406,354,89,57,18,0,14,59,46,38,0,80,8,6,0,9,3,2,0.251412429,17548
8021,2023,Drew Waters,KCR,91,334,299,68,45,10,5,8,39,31,27,0,107,5,3,0,4,16,5,0.227424749,20505
8022,2023,Jason Heyward,LAD,121,372,330,90,52,23,0,15,56,40,33,1,63,3,3,0,6,2,2,0.272727272,4940
8023,2023,Romy Gonzalez,CHW,36,95,91,17,9,3,2,3,11,12,2,0,35,0,1,1,0,7,0,0.186813186,21562
8024,2023,Jean Segura,MIA,84,317,292,65,56,5,2,2,24,20,22,1,45,2,0,1,12,6,2,0.222602739,5933
8025,2023,Matt Olson,ATL,160,695,585,165,85,26,2,52,121,132,102,8,161,4,4,0,12,1,0,0.282051282,14344
8026,2023,Matt Chapman,TOR,140,570,499,116,61,37,2,16,64,50,61,1,164,8,2,0,4,4,2,0.232464929,16505
8027,2023,Nick Fortes,MIA,98,311,285,58,42,10,0,6,32,26,16,0,54,5,2,3,12,4,2,0.203508771,21538
8028,2023,David Villar,SFG,37,97,88,12,5,5,0,2,11,8,5,0,37,3,1,0,1,1,0,0.136363636,24782
8029,2023,Bryan Reynolds,PIT,145,629,563,150,90,31,5,24,85,84,53,2,135,7,6,0,12,12,1,0.26642984,19326
8030,2023,Coco Montes,COL,17,41,38,7,4,2,0,1,3,3,2,0,12,1,0,0,0,0,0,0.184210526,21547
8031,2023,Jake Marisnick,DET,30,75,69,16,9,3,2,2,9,10,3,0,20,1,1,1,4,2,2,0.231884057,11339
8032,2023,Ryan McMahon,COL,147,606,535,127,73,29,3,22,78,68,67,2,191,1,3,0,19,4,5,0.237383177,15112
8033,2023,Oswaldo Cabrera,NYY,100,321,289,62,47,10,0,5,35,29,25,1,69,2,2,3,6,8,0,0.214532871,21707
8034,2023,Spencer Horwitz,TOR,15,44,39,10,7,2,0,1,5,7,4,0,12,1,0,0,1,0,0,0.256410256,26477
8035,2023,Miles Mastrobuoni,CHC,56,146,130,31,25,5,0,1,24,5,13,0,32,0,0,3,1,13,1,0.238461538,20017
8036,2023,Lars Nootbaar,STL,114,485,409,108,70,23,1,14,73,45,72,2,96,1,2,1,6,11,1,0.264058679,21454
8037,2023,Josh Jung,TEX,121,505,469,126,77,25,1,23,74,70,29,0,148,5,2,0,6,1,3,0.268656716,26299
8038,2023,Jason Delay,PIT,57,186,166,42,29,11,1,1,20,18,14,0,43,3,1,2,5,0,0,0.253012048,19806
8039,2023,Blake Perkins,MIL,52,166,141,29,19,7,0,3,27,18,23,0,46,0,0,2,3,5,2,0.205673758,19921
8040,2023,Ryan Noda,OAK,127,488,401,91,52,22,1,16,62,54,76,1,170,9,2,0,4,3,1,0.226932668,23312
8041,2023,Jose Rodriguez,CHW,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,24388
8042,2023,Jonny DeLuca,LAD,24,45,42,11,8,1,0,2,5,6,3,0,8,0,0,0,0,1,0,0.261904761,26365
8043,2023,Enrique Hernandez,BOS,81,304,279,62,47,9,0,6,36,30,21,0,64,2,2,0,10,3,1,0.222222222,10472
8044,2023,Kevin Kiermaier,TOR,114,400,362,96,61,21,6,8,57,36,29,0,85,4,4,1,9,14,1,0.26519337,11038
8045,2023,Clint Frazier,CHW,26,72,63,13,11,1,1,0,9,3,9,0,22,0,0,0,0,3,1,0.206349206,15983
8046,2023,Connor Kaiser,COL,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,21535
8047,2023,Cal Mitchell,PIT,2,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,22169
8048,2023,Derek Hill,WSN,13,48,45,7,6,1,0,0,3,1,3,0,11,0,0,0,0,1,0,0.155555555,16947
8049,2023,Raimel Tapia,MIL,20,61,52,9,7,0,0,2,10,3,6,0,20,1,1,1,1,2,1,0.173076923,14350
8050,2023,Tyler Wade,OAK,25,55,51,13,11,1,1,0,8,2,4,0,13,0,0,0,0,4,0,0.25490196,15730
8051,2023,Kevin Padlo,LAA,3,8,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.125,16593
8052,2023,Nate Eaton,KCR,20,52,49,4,4,0,0,0,2,1,2,0,18,1,0,0,0,3,0,0.081632653,25055
8053,2023,Nelson Cruz,SDP,46,140,131,29,21,4,0,4,8,19,6,1,42,2,1,0,2,0,0,0.221374045,2434
8054,2023,Tyler Heineman,TOR,15,37,29,8,6,1,1,0,4,3,7,0,7,1,0,0,0,0,0,0.275862068,13897
8055,2023,Joey Gallo,MIN,103,318,272,48,18,8,1,21,35,40,45,1,138,1,0,0,3,1,1,0.176470588,14128
8056,2023,Amed Rosario,CLE,94,405,378,99,72,18,6,3,49,40,22,0,75,2,3,0,11,8,0,0.261904761,15518
8057,2023,Jacob Amaya,MIA,4,9,9,2,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0.222222222,23296
8058,2023,Michael Conforto,SFG,108,384,327,82,57,11,0,14,50,52,47,4,85,7,3,0,9,4,0,0.250764525,16376
8059,2023,Jeremy Pena,HOU,148,613,557,144,100,31,3,10,80,52,42,1,127,9,1,1,11,10,9,0.258527827,21636
8060,2023,Rob Refsnyder,BOS,82,230,189,47,37,8,1,1,31,25,33,0,43,5,1,1,8,7,2,0.248677248,13770
8061,2023,Luis Urias,MIL,20,66,54,8,5,2,0,1,5,5,7,0,14,4,0,0,1,0,0,0.148148148,16622
8062,2023,Leody Taveras,TEX,142,542,500,132,86,30,2,14,64,64,34,0,114,1,4,3,3,14,4,0.264,18900
8063,2023,Sam Huff,TEX,19,43,41,10,6,2,0,2,4,5,2,0,17,0,0,0,1,0,0,0.243902439,22209
8064,2023,Jorge Alfaro,COL,10,31,30,5,0,4,0,1,2,4,0,0,11,1,0,0,2,0,0,0.166666666,12180
8065,2023,Elehuris Montero,COL,83,301,279,66,38,15,2,11,39,39,14,0,110,5,3,0,5,0,0,0.236559139,20543
8066,2023,Brett Baty,NYM,103,367,332,67,46,12,0,9,39,33,28,0,104,2,1,1,7,2,0,0.201807228,26123
8067,2023,Anthony Bemboom,BAL,5,13,11,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.181818181,13854
8068,2023,Jarren Duran,BOS,98,352,322,95,51,34,2,8,46,40,24,1,87,3,2,0,2,24,1,0.295031055,24617
8069,2023,Josh Harrison,PHI,38,110,101,21,16,3,0,2,8,10,3,0,18,4,2,0,2,0,0,0.207920792,8202
8070,2023,Jorge Soler,MIA,137,568,498,124,66,23,0,35,74,73,60,3,139,6,4,0,20,1,0,0.248995983,14221
8071,2023,Caleb Hamilton,BOS,1,4,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.0,19842
8072,2023,Royce Lewis,MIN,57,230,209,64,43,6,0,15,36,51,19,0,55,2,0,0,4,5,1,0.306220095,20437
8073,2023,Matt Vierling,DET,132,522,471,121,86,20,5,10,62,42,44,1,111,5,1,1,8,5,5,0.256900212,21558
8074,2023,Jake Burger,CHW,87,314,286,61,22,14,1,24,42,50,21,0,99,5,2,0,3,1,1,0.213286713,22275
8075,2023,Cam Gallagher,CLE,53,147,141,18,12,6,0,0,6,7,4,0,44,1,1,0,3,0,0,0.127659574,12981
8076,2023,Andrew Knizner,STL,69,235,219,53,32,11,0,10,29,31,11,0,61,3,1,1,8,2,0,0.242009132,19514
8077,2023,Bryce Johnson,SFG,18,37,33,6,4,1,0,1,5,3,3,0,10,0,1,0,0,2,0,0.181818181,20002
8078,2023,Dylan Carlson,STL,71,243,209,45,31,8,1,5,27,25,24,0,45,7,3,0,4,3,0,0.215311004,20126
8079,2023,Bobby Witt Jr.,KCR,155,665,613,174,107,27,11,29,94,92,39,1,113,4,8,1,10,49,13,0.283849918,25764
8080,2023,JJ Bleday,OAK,81,296,250,48,29,10,0,9,33,26,41,0,70,2,3,0,3,5,1,0.192,26368
8081,2023,Michael Fulmer,CHC,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,13218
8082,2023,Mitch Garver,TEX,87,340,293,80,50,11,0,19,45,50,43,1,81,3,0,0,5,0,0,0.273037542,15161
8083,2023,Cedric Mullins,BAL,112,445,396,91,52,22,2,15,50,71,41,1,98,1,4,3,6,19,3,0.229797979,17929
8084,2023,Paul DeJong,STL,76,287,260,62,39,10,0,13,38,32,21,0,80,5,1,0,8,4,3,0.238461538,18015
8085,2023,Brandon Lowe,TBR,105,420,363,82,48,14,1,19,56,66,48,0,116,6,3,0,8,6,0,0.225895316,18882
8086,2023,Bligh Madris,HOU,11,29,25,4,3,1,0,0,4,0,4,0,7,0,0,0,0,0,0,0.16,20054
8087,2023,Mike Moustakas,LAA,65,249,237,56,40,8,0,8,22,30,6,0,61,2,4,0,6,0,0,0.236286919,4892
8088,2023,Yan Gomes,CHC,112,406,369,98,67,19,2,10,44,61,21,1,77,9,7,0,9,1,0,0.265582655,9627
8089,2023,Miguel Vargas,LAD,80,295,250,49,23,15,4,7,36,32,36,1,60,4,4,1,1,3,2,0.196,20178
8090,2023,Dominic Canzone,ARI,15,41,38,9,6,2,0,1,4,8,2,0,8,1,0,0,1,0,0,0.236842105,26438
8091,2023,Manny Pina,OAK,4,12,12,3,2,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0.25,2829
8092,2023,Willy Adames,MIL,148,624,541,117,63,29,2,23,70,78,69,1,162,6,6,0,12,5,2,0.216266173,15986
8093,2023,DJ Stewart,NYM,54,176,153,37,18,9,0,10,18,24,13,0,55,7,1,1,3,1,1,0.241830065,17766
8094,2023,Freddy Fermin,KCR,63,232,214,60,40,10,1,9,26,31,13,0,50,1,3,1,11,0,0,0.280373831,21840
8095,2023,Ji Man Choi,PIT,23,76,73,15,5,4,0,6,9,11,2,0,27,0,1,0,1,0,0,0.205479452,5452
8096,2023,Nolan Jones,COL,103,410,354,107,61,22,4,20,58,62,52,3,118,3,1,0,1,20,4,0.302259887,20529
8097,2023,Eduardo Escobar,LAA,59,188,177,39,31,3,3,2,17,15,10,0,54,0,1,0,3,0,1,0.220338983,6153
8098,2023,Josh Bell,CLE,97,386,342,79,50,18,0,11,26,47,41,1,80,1,2,0,7,0,1,0.230994152,13145
8099,2023,Ketel Marte,ARI,148,641,562,156,97,26,9,24,92,81,69,2,109,5,5,0,16,8,2,0.277580071,13613
8100,2023,Lourdes Gurriel Jr.,ARI,145,577,536,141,80,35,2,24,64,81,33,1,102,6,2,0,20,5,0,0.263059701,19238
8101,2023,Charlie Culberson,ATL,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3298
8102,2023,Jake Marisnick,LAD,4,6,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4,11339
8103,2023,Joc Pederson,SFG,105,342,288,68,44,11,2,11,48,40,44,5,72,7,3,0,11,0,0,0.236111111,11899
8104,2023,Brandon Dixon,SDP,31,84,77,16,10,4,0,2,10,9,1,0,30,4,2,0,1,1,0,0.207792207,15214
8105,2023,Mauricio Dubon,HOU,125,476,452,126,87,26,3,10,76,45,18,0,68,3,3,0,9,7,1,0.278761061,16530
8106,2023,Darick Hall,PHI,18,56,54,9,7,1,0,1,2,3,2,0,18,0,0,0,2,0,0,0.166666666,19717
8107,2023,Alan Trejo,COL,73,221,201,47,32,11,0,4,24,26,16,0,49,1,2,1,3,5,1,0.233830845,20056
8108,2023,Johan Rojas,PHI,50,162,147,45,32,9,2,2,24,23,5,0,40,4,0,6,1,14,1,0.306122448,24336
8109,2023,Jesus Sanchez,MIA,116,397,355,91,51,23,3,14,43,52,38,1,105,2,1,1,12,3,1,0.256338028,19913
8110,2023,Samad Taylor,KCR,27,67,59,12,9,2,1,0,10,4,6,0,22,0,1,1,1,8,0,0.20338983,22274
8111,2023,Mark Canha,NYM,80,272,231,57,37,13,1,6,24,28,29,0,48,8,4,0,6,6,0,0.246753246,11445
8112,2023,Curt Casali,CIN,32,92,76,14,12,2,0,0,8,6,11,0,22,2,0,3,1,0,0,0.184210526,12510
8113,2023,Yuli Gurriel,MIA,98,326,295,72,49,16,3,4,32,27,26,3,44,1,4,0,13,4,0,0.244067796,19198
8114,2023,Michael Stefanic,LAA,24,68,60,17,15,1,1,0,5,5,8,0,8,0,0,0,0,0,1,0.283333333,25353
8115,2023,Ivan Herrera,STL,12,44,37,11,9,2,0,0,6,4,5,0,11,2,0,0,1,0,0,0.297297297,20599
8116,2023,Aaron Hicks,BAL,65,231,196,53,40,7,0,6,33,27,34,1,48,0,1,0,3,6,0,0.270408163,5297
8117,2023,C.J. Cron,COL,54,213,197,51,29,12,0,10,30,30,13,0,49,1,2,0,9,0,0,0.258883248,12546
8118,2023,Ty France,SEA,158,656,579,145,101,32,0,12,78,57,42,0,117,34,1,0,25,1,0,0.250431778,17982
8119,2023,Taylor Kohlwey,SDP,5,13,13,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.153846153,19212
8120,2023,Nathaniel Lowe,TEX,160,711,613,161,103,38,3,17,85,81,90,2,162,5,3,0,22,1,0,0.26264274,19566
8121,2023,Matt Wallner,MIN,70,247,208,52,26,11,1,14,42,41,27,1,78,12,0,0,1,1,1,0.25,26466
8122,2023,Ha-Seong Kim,SDP,144,602,515,136,96,23,0,17,82,58,74,1,116,3,5,5,7,35,8,0.264077669,27506
8123,2023,Randal Grichuk,COL,62,250,228,69,45,16,1,7,38,25,17,2,51,4,1,0,6,2,2,0.302631578,10243
8124,2023,Trea Turner,PHI,154,671,621,166,100,35,5,26,101,76,43,2,143,6,1,0,12,28,0,0.267310789,16252
8125,2023,Dylan Moore,SEA,66,163,143,30,13,9,1,7,18,19,16,0,54,4,0,0,1,7,3,0.209790209,18042
8126,2023,Grae Kessinger,HOU,22,43,39,8,5,2,0,1,3,1,4,0,12,0,0,0,0,0,0,0.205128205,25813
8127,2023,Shohei Ohtani,LAA,135,593,492,148,72,25,8,43,99,93,91,21,143,3,3,0,9,18,5,0.300813008,19755
8128,2023,Dairon Blanco,KCR,56,138,124,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,0.258064516,19779
8129,2023,Cody Thomas,OAK,16,43,39,10,6,3,0,1,1,2,4,0,16,0,0,0,1,0,0,0.256410256,19828
8130,2023,Dane Myers,MIA,21,70,67,18,14,3,0,1,9,9,2,0,19,0,1,0,1,1,1,0.268656716,22054
8131,2023,Jake Cave,PHI,62,198,179,36,24,6,1,5,18,20,15,0,54,1,2,1,3,3,0,0.201117318,14477
8132,2023,Kyle Schwarber,PHI,159,702,570,113,48,19,1,45,105,102,123,5,207,6,3,0,3,0,2,0.198245614,16478
8133,2023,Jahmai Jones,MIL,5,11,10,2,1,1,0,0,2,3,1,0,5,0,0,0,0,1,0,0.2,18872
8134,2023,Taylor Trammell,SEA,21,56,46,6,3,0,0,3,7,11,9,0,22,1,0,0,2,0,1,0.130434782,19960
8135,2023,Patrick Bailey,SFG,87,300,275,61,40,15,1,5,25,38,20,0,89,3,0,2,6,1,0,0.221818181,27478
8136,2023,Henry Davis,PIT,62,255,225,48,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5,0.213333333,29617
8137,2023,Anthony Rizzo,NYY,99,413,367,89,63,14,0,12,43,41,34,1,95,11,1,0,10,0,3,0.242506811,3473
8138,2023,Randy Arozarena,TBR,148,631,530,137,93,19,3,22,94,79,79,1,150,18,4,0,10,21,8,0.258490566,19290
8139,2023,Bo Naylor,CLE,67,225,194,45,21,13,0,11,33,32,29,1,53,1,1,0,2,5,0,0.231958762,21865
8140,2023,Cade Marlowe,SEA,31,100,88,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,0.238636363,25505
8141,2023,Carlos Santana,PIT,94,386,339,77,40,25,0,12,44,53,44,0,69,0,3,0,3,6,0,0.227138643,2396
8142,2023,Enrique Hernandez,LAD,52,184,167,43,27,11,0,5,19,28,12,1,29,1,4,0,6,1,0,0.257485029,10472
8143,2023,Marco Luciano,SFG,10,32,27,6,4,2,0,0,2,0,5,0,12,0,0,0,0,1,0,0.222222222,25616
8144,2023,Robbie Grossman,TEX,112,415,349,82,50,22,0,10,55,49,56,0,98,2,8,0,8,1,0,0.23495702,5254
8145,2023,Amed Rosario,LAD,47,133,125,32,21,6,2,3,19,18,7,0,22,1,0,0,4,6,2,0.256,15518
8146,2023,Aaron Judge,NYY,106,447,359,96,44,15,0,37,78,73,86,9,126,0,2,0,5,3,1,0.26740947,15640
8147,2023,Ben Rortvedt,NYY,28,79,68,8,5,1,0,2,6,4,11,0,19,0,0,0,1,0,0,0.117647058,20287
8148,2023,Tyler Soderstrom,OAK,43,134,121,19,15,1,0,3,9,7,11,0,41,1,1,0,6,0,0,0.157024793,27467
8149,2023,Alika Williams,PIT,36,112,101,20,15,5,0,0,7,6,9,0,35,1,0,1,2,0,0,0.198019801,27604
8150,2023,Jorge Alfaro,BOS,7,20,17,2,2,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0.117647058,12180
8151,2023,Rene Pinto,TBR,32,104,102,26,17,3,0,6,10,16,2,0,33,0,0,0,2,0,0,0.25490196,19859
8152,2023,Oscar Gonzalez,CLE,53,175,168,36,25,7,2,2,15,11,5,0,45,1,1,0,2,0,0,0.214285714,20970
8153,2023,Joey Meneses,WSN,153,641,597,166,117,35,1,13,70,89,36,0,127,5,3,0,13,0,0,0.278056951,14366
8154,2023,Brendan Rodgers,COL,45,192,178,46,32,9,1,4,21,20,11,0,41,3,0,0,6,0,0,0.258426966,17907
8155,2023,Diego A. Castillo,ARI,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19906
8156,2023,Matt McLain,CIN,88,400,362,106,63,23,4,16,64,50,31,0,113,7,0,0,4,14,5,0.292817679,29695
8157,2023,AJ Pollock,SFG,2,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,9256
8158,2023,Nolan Arenado,STL,141,591,540,147,93,26,2,26,70,93,40,5,96,3,8,0,21,3,3,0.272222222,9777
8159,2023,C.J. Cron,LAA,14,53,49,10,9,0,0,1,7,5,4,0,15,0,0,0,3,0,0,0.204081632,12546
8160,2023,Byron Buxton,MIN,84,337,295,61,28,16,1,16,47,39,34,2,106,4,4,0,2,9,0,0.206779661,14161
8161,2023,Matt Beaty,KCR,25,67,56,13,9,4,0,0,7,3,6,0,12,5,0,0,1,0,0,0.232142857,17710
8162,2023,Isan Diaz,SFG,6,18,16,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0.0,17922
8163,2023,Jake Rogers,DET,103,361,327,73,41,11,0,21,47,49,28,0,118,3,2,1,6,1,1,0.22324159,19452
8164,2023,Matthew Batten,SDP,41,134,116,30,22,6,0,2,19,11,16,0,28,1,0,1,0,2,2,0.258620689,20157
8165,2023,Kerry Carpenter,DET,118,455,414,113,75,17,2,19,55,62,32,3,115,8,1,0,5,6,0,0.272946859,25961
8166,2023,Yu Chang,BOS,33,103,97,17,9,2,0,6,12,18,3,0,32,2,0,1,2,4,0,0.175257731,14773
8167,2023,Christian Arroyo,BOS,55,193,182,46,27,16,0,3,23,24,7,0,42,1,2,1,8,1,2,0.252747252,16434
8168,2023,Seby Zavala,CHW,58,168,154,24,14,3,0,7,15,16,9,0,67,1,2,2,2,1,0,0.155844155,18887
8169,2023,Nick Maton,DET,91,288,245,43,26,9,0,8,29,32,37,1,70,3,2,1,4,1,2,0.175510204,21635
8170,2023,Nick Gonzales,PIT,35,128,115,24,13,8,1,2,12,13,6,0,36,4,2,1,0,0,1,0.208695652,27490
8171,2023,Tommy Pham,ARI,50,211,189,45,25,12,2,6,25,32,18,0,47,1,3,0,9,11,1,0.238095238,2967
8172,2023,Jose Abreu,HOU,140,575,522,125,83,23,1,18,62,90,41,1,125,6,6,0,16,0,1,0.239463601,15676
8173,2023,Ramon Laureano,OAK,64,242,222,48,29,10,3,6,24,21,16,0,72,4,0,0,5,7,0,0.216216216,17128
8174,2023,Starling Marte,NYM,83,316,293,71,61,5,1,4,33,26,14,1,65,7,0,2,8,22,3,0.242320819,9241
8175,2023,Danny Jansen,TOR,82,291,259,60,29,15,0,16,37,50,22,1,61,10,0,0,3,0,0,0.231660231,16535
8176,2023,Nick Madrigal,CHC,87,276,252,66,49,14,1,2,31,27,10,0,23,9,0,5,3,10,2,0.261904761,20521
8177,2023,Steven Kwan,CLE,157,704,624,169,122,35,7,5,90,54,70,2,74,3,6,1,9,21,2,0.270833333,24610
8178,2023,Elvis Andrus,CHW,110,394,363,93,66,20,1,6,38,44,25,1,68,3,2,1,11,12,4,0.256198347,8709
8179,2023,Austin Hedges,TEX,11,25,24,5,5,0,0,0,1,2,0,0,8,0,0,1,0,0,0,0.208333333,12976
8180,2023,Adolis Garcia,TEX,147,621,546,133,66,29,0,38,105,100,65,0,173,5,5,0,12,9,0,0.243589743,19287
8181,2023,Ryan McKenna,BAL,55,139,122,31,22,7,0,2,21,18,9,0,40,3,2,3,4,5,0,0.25409836,19928
8182,2023,Jeter Downs,WSN,5,9,5,2,2,0,0,0,4,1,4,0,1,0,0,0,0,2,0,0.4,22202
8183,2023,Curtis Mead,TBR,24,91,82,21,16,3,1,1,12,5,7,0,21,2,0,0,3,0,0,0.25609756,23986
8184,2023,Ryan Jeffers,MIN,91,329,280,76,45,15,2,14,46,40,33,1,91,10,2,4,6,3,2,0.271428571,24618
8185,2023,Colton Cowser,BAL,21,74,58,6,4,2,0,0,13,4,13,0,20,2,1,0,1,1,0,0.103448275,29591
