,Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
7830,2023,Gabriel Arias,CLE,106,341,311,66,41,15,0,10,36,26,28,0,110,1,1,0,9,3,4,0.212218649,22563
7831,2023,Brandon Crawford,SFG,80,257,226,44,30,11,0,3,22,28,23,1,67,4,3,1,3,2,0,0.194690265,5343
7832,2023,Darin Ruf,SFG,8,20,17,4,3,1,0,0,1,1,3,0,7,0,0,0,0,0,0,0.235294117,9929
7833,2023,Austin Hedges,PIT,60,181,155,29,23,5,0,1,13,13,11,0,38,2,3,9,7,1,0,0.187096774,12976
7834,2023,Jake Lamb,LAA,17,53,50,11,8,1,0,2,7,5,3,0,14,0,0,0,1,0,0,0.22,13329
7835,2023,Cal Raleigh,SEA,144,564,509,119,65,23,1,30,78,75,53,1,156,1,1,0,6,0,0,0.233791748,21534
7836,2023,Heliot Ramos,SFG,20,46,43,8,4,3,0,1,3,2,3,0,14,0,0,0,1,0,0,0.186046511,22515
7837,2023,Austin Barnes,LAD,59,199,177,32,25,5,0,2,15,11,17,0,43,2,2,1,7,2,1,0.18079096,12158
7838,2023,Taylor Motter,STL,28,82,76,13,10,3,0,0,3,2,5,0,31,1,0,0,0,0,0,0.171052631,12399
7839,2023,Luis Torrens,CHC,10,22,20,5,4,1,0,0,1,3,1,0,8,1,0,0,0,0,0,0.25,15905
7840,2023,Jake Fraley,CIN,110,376,333,85,53,18,0,14,40,64,36,2,71,6,1,0,5,21,5,0.255255255,19260
7841,2023,Cooper Hummel,SEA,7,22,19,2,1,1,0,0,2,0,2,0,7,1,0,0,1,1,0,0.105263157,19458
7842,2023,Cristian Pache,PHI,38,95,84,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238095238,19948
7843,2023,Kutter Crawford,BOS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,20531
7844,2023,Vidal Brujan,TBR,30,78,70,10,8,2,0,0,13,4,5,0,19,2,0,1,1,3,1,0.142857142,20536
7845,2023,Tucupita Marcano,PIT,68,215,197,44,28,11,2,3,16,18,10,0,34,3,2,3,2,5,1,0.223350253,22871
7846,2023,Jose Caballero,SEA,99,279,230,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,2,0.22173913,23401
7847,2023,Austin Wynns,LAD,4,12,11,2,1,1,0,0,0,2,1,0,5,0,0,0,0,0,0,0.181818181,15271
7848,2023,LaMonte Wade Jr.,SFG,117,429,359,91,65,11,2,13,49,39,58,3,82,5,4,3,4,1,0,0.253481894,18126
7849,2023,Alex Call,WSN,119,432,369,73,50,14,1,8,43,38,52,0,76,6,2,3,1,9,8,0.197831978,19296
7850,2023,Yonny Hernandez,LAD,13,27,22,3,2,1,0,0,5,4,2,0,8,1,1,1,0,0,0,0.136363636,19432
7851,2023,Luke Williams,LAD,3,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0.125,19931
7852,2023,Jordan Diaz,OAK,88,293,272,60,41,9,0,10,20,27,17,0,69,3,1,0,10,0,1,0.220588235,22650
7853,2023,Spencer Steer,CIN,156,655,573,158,95,37,3,23,72,86,67,0,136,11,4,0,9,15,3,0.27574171,26323
7854,2023,Eugenio Suarez,SEA,162,686,591,137,86,29,0,22,68,95,69,0,211,15,11,0,10,2,1,0.23181049,12552
7855,2023,Jason Vosler,CIN,18,63,61,10,4,2,1,3,6,10,2,0,25,0,0,0,0,0,0,0.163934426,16686
7856,2023,Kyle Tucker,HOU,156,652,555,157,88,36,5,28,95,108,77,9,88,3,10,0,11,29,5,0.282882882,18345
7857,2023,Gunnar Henderson,BAL,149,615,555,141,75,29,9,28,97,81,54,1,158,3,3,0,10,10,2,0.254054054,26289
7858,2023,Mike Trout,LAA,82,358,304,80,48,13,1,18,52,44,45,2,101,7,2,0,4,2,0,0.263157894,10155
7859,2023,Matt Duffy,KCR,73,196,179,43,34,7,0,2,17,15,11,0,36,4,2,0,4,1,0,0.240223463,13836
7860,2023,Trey Mancini,CHC,77,255,227,54,39,11,0,4,30,26,21,1,74,2,3,0,5,0,0,0.237885462,15149
7861,2023,Rowdy Tellez,MIL,103,343,303,65,43,9,1,12,25,46,35,2,82,0,5,0,11,0,0,0.214521452,15679
7862,2023,Dansby Swanson,CHC,143,618,547,132,84,24,3,21,77,77,64,0,149,5,2,0,9,9,1,0.24131627,18314
7863,2023,Josh Sborz,TEX,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,18323
7864,2023,Eli White,ATL,6,17,14,1,1,0,0,0,1,0,2,0,7,1,0,0,0,0,0,0.071428571,19346
7865,2023,Salvador Perez,KCR,137,557,516,131,89,19,0,23,57,80,18,6,133,13,8,0,10,0,0,0.253875968,7304
7866,2023,Paul Goldschmidt,STL,151,661,569,152,98,30,0,24,87,76,85,6,155,3,3,0,12,11,2,0.267135325,9218
7867,2023,Brandon Marsh,PHI,129,458,393,109,68,23,6,12,55,60,57,2,139,4,4,0,4,9,1,0.277353689,20202
7868,2023,Franmil Reyes,KCR,15,49,44,6,5,0,0,1,3,4,4,0,18,0,1,0,2,0,0,0.136363636,14566
7869,2023,Drew Maggi,PIT,3,6,6,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.333333333,11381
7870,2023,Austin Slater,SFG,71,163,146,39,28,8,0,3,17,12,16,0,51,1,0,0,1,2,2,0.267123287,16153
7871,2023,Nick Gordon,MIN,32,86,85,15,7,5,1,2,12,5,1,0,11,0,0,0,1,0,0,0.176470588,16337
7872,2023,Rafael Devers,BOS,149,630,557,155,89,34,0,32,87,97,59,10,117,11,3,0,15,5,1,0.278276481,17350
7873,2023,Nick Solak,ATL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,19294
7874,2023,Francisco Mejia,TBR,43,154,144,33,18,10,0,5,22,19,6,0,35,1,2,1,2,0,1,0.229166666,16403
7875,2023,Chadwick Tromp,ATL,4,12,12,2,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0.166666666,16953
7876,2023,Brett Sullivan,SDP,30,80,76,15,11,3,0,1,7,6,3,0,18,0,1,0,1,0,0,0.197368421,18217
7877,2023,Mike Brosseau,MIL,25,73,69,14,8,2,0,4,4,8,3,0,19,1,0,0,2,0,0,0.20289855,19683
7878,2023,Emmanuel Rivera,ARI,83,271,245,65,48,13,0,4,32,29,22,0,52,0,4,0,9,1,0,0.265306122,19890
7879,2023,Miguel Andujar,PIT,28,90,84,21,10,7,0,4,9,18,6,0,13,0,0,0,1,2,0,0.25,15878
7880,2023,Kyle Higashioka,NYY,80,256,238,57,34,13,0,10,23,34,14,0,72,0,3,1,5,0,0,0.239495798,5517
7881,2023,Alex Verdugo,BOS,134,578,525,137,85,34,5,13,76,53,43,1,89,5,5,0,11,5,3,0.26095238,17027
7882,2023,Rylan Bannon,HOU,2,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,19768
7883,2023,Santiago Espinal,TOR,88,250,226,55,39,14,0,2,30,24,18,1,36,3,1,2,5,2,1,0.243362831,19997
7884,2023,Ehire Adrianza,ATL,5,11,10,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,8418
7885,2023,Shelby Miller,LAD,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10197
7886,2023,Dalton Guthrie,PHI,14,28,24,4,3,1,0,0,4,0,3,0,7,1,0,0,0,0,0,0.166666666,21293
7887,2023,Matt Reynolds,CIN,2,5,5,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.2,13788
7888,2023,Tony Kemp,OAK,122,410,351,74,53,13,3,5,41,26,43,0,38,6,3,7,9,15,4,0.21082621,14894
7889,2023,Yonathan Daza,COL,23,79,73,19,14,5,0,0,8,7,3,0,13,1,1,1,5,1,0,0.260273972,15794
7890,2023,Conner Capel,OAK,29,85,72,18,13,5,0,0,6,2,12,0,25,1,0,0,1,5,3,0.25,19983
7891,2023,Carlos Correa,MIN,132,568,504,118,69,29,2,18,59,65,57,3,128,4,3,0,30,0,0,0.234126984,14162
7892,2023,Oswald Peraza,NYY,52,181,164,32,23,7,0,2,14,13,12,0,48,5,0,0,1,4,3,0.195121951,22823
7893,2023,Jose Barrero,CIN,43,148,132,29,19,8,0,2,15,17,15,0,44,0,1,0,1,3,2,0.219696969,23378
7894,2023,Kyle Stowers,BAL,11,32,30,2,2,0,0,0,0,0,2,0,12,0,0,0,1,0,0,0.066666666,26151
7895,2023,Mike Moustakas,COL,46,135,114,30,19,7,0,4,21,17,17,1,34,1,3,0,1,0,0,0.263157894,4892
7896,2023,Billy Hamilton,CHW,3,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0.0,10199
7897,2023,Pete Alonso,NYM,151,610,522,112,50,21,2,39,83,100,64,6,138,20,4,0,17,4,1,0.214559386,19251
7898,2023,Brian Serven,COL,9,23,23,3,2,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0.130434782,19422
7899,2023,Jose Miranda,MIN,39,147,138,28,21,4,0,3,11,13,8,0,23,1,0,0,8,0,0,0.20289855,20538
7900,2023,Lenyn Sosa,CHW,51,170,161,32,20,6,0,6,12,14,5,1,40,0,1,3,3,0,1,0.198757763,22896
7901,2023,Vaughn Grissom,ATL,21,73,68,20,16,3,1,0,5,8,2,0,14,2,1,0,2,0,1,0.294117647,26031
7902,2023,Anthony Rendon,LAA,43,181,147,35,27,6,0,2,23,21,25,0,26,6,3,0,6,2,0,0.238095238,12861
7903,2023,Jacob Stallings,MIA,83,273,238,46,29,14,0,3,22,20,27,0,66,3,2,3,9,0,0,0.19327731,13723
7904,2023,Maikel Garcia,KCR,123,508,457,125,98,19,4,4,58,49,38,0,113,2,10,1,9,22,7,0.273522975,22715
7905,2023,Braden Shewmake,ATL,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,25817
7906,2023,Bryan De La Cruz,MIA,152,615,568,145,97,30,0,18,59,73,40,0,140,1,5,0,17,4,1,0.25528169,19600
7907,2023,Akil Baddoo,DET,109,350,308,65,41,13,1,10,36,33,39,2,88,0,1,2,4,13,3,0.211038961,22168
7908,2023,Bubba Thompson,TEX,30,59,52,9,4,4,1,0,10,4,4,0,16,1,1,1,0,4,2,0.173076923,22261
7909,2023,Cal Stevenson,SFG,4,12,9,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0.0,22411
7910,2023,Kevin Newman,CIN,72,248,221,55,37,16,0,2,27,25,17,0,34,4,4,2,6,8,1,0.248868778,17696
7911,2023,Tucker Barnhart,CHC,40,118,104,22,18,3,0,1,6,9,12,0,40,1,1,0,4,1,0,0.211538461,10200
7912,2023,Jesse Winker,MIL,59,189,158,31,27,3,0,1,15,21,26,0,51,4,1,0,0,0,0,0.196202531,13590
7913,2023,Max Muncy,LAD,134,572,476,99,46,16,1,36,94,105,84,4,151,6,6,0,8,1,2,0.207983193,13301
7914,2023,Chris Okey,LAA,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,19245
7915,2023,Nick Ahmed,ARI,68,206,194,41,29,9,1,2,14,17,12,0,52,0,0,0,0,5,1,0.211340206,12147
7916,2023,Ryan O'Hearn,BAL,111,368,346,100,63,22,1,14,48,60,15,2,82,3,3,1,2,5,1,0.289017341,16442
7917,2023,Alex Kirilloff,MIN,87,315,277,74,50,12,1,11,35,41,28,1,80,7,3,0,2,1,0,0.267148014,20325
7918,2023,J.D. Martinez,LAD,111,470,424,116,54,27,2,33,61,103,34,1,145,1,9,0,10,1,0,0.273584905,6184
7919,2023,Christian Yelich,MIL,143,615,536,150,97,33,1,19,103,76,75,7,134,3,1,0,14,27,3,0.279850746,11477
7920,2023,Kris Bryant,COL,78,322,289,67,48,9,0,10,34,31,27,0,64,6,0,0,6,0,0,0.23183391,15429
7921,2023,Andy Ibanez,DET,111,380,353,94,58,23,2,11,42,41,24,0,68,1,1,1,7,1,0,0.266288951,18819
7922,2023,Edward Olivares,KCR,104,363,334,91,53,23,4,11,46,34,21,1,60,6,2,0,7,10,5,0.272455089,19698
7923,2023,Connor Wong,BOS,113,389,357,86,50,25,2,9,54,36,22,0,129,6,1,3,3,8,2,0.240896358,19896
7924,2023,Josh Lowe,TBR,129,490,455,134,80,33,2,19,69,82,31,2,120,1,3,0,6,31,3,0.294505494,19953
7925,2023,Michael Perez,NYM,3,8,8,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,12977
7926,2023,Gleyber Torres,NYY,158,659,584,160,106,27,2,25,87,68,66,0,95,3,6,0,19,13,6,0.273972602,16997
7927,2023,Esteury Ruiz,OAK,129,492,444,111,83,22,1,5,46,44,20,1,98,16,1,4,7,66,13,0.25,21780
7928,2023,Jonathan Schoop,DET,55,151,136,29,21,8,0,0,15,7,13,0,37,0,2,0,6,0,0,0.213235294,11265
7929,2023,Bryce Harper,PHI,125,534,446,131,80,29,1,21,83,72,79,8,115,5,4,0,9,10,3,0.293721973,11579
7930,2023,Zach McKinstry,DET,144,511,457,106,72,21,4,9,60,35,44,0,111,5,3,2,3,16,6,0.231947483,19392
7931,2023,Vinnie Pasquantino,KCR,57,238,211,50,27,16,0,7,19,21,23,2,28,2,1,0,7,0,0,0.236966824,27676
7932,2023,Nick Castellanos,PHI,156,654,609,166,99,37,2,28,77,105,36,0,180,3,6,0,17,10,2,0.272577996,11737
7933,2023,Raimel Tapia,BOS,33,91,81,22,16,4,1,1,14,9,9,0,17,0,0,0,1,6,1,0.271604938,14350
7934,2023,Chad Wallach,LAA,63,172,157,31,18,5,1,7,18,15,13,0,57,0,0,2,5,0,1,0.197452229,17161
7935,2023,Ryan Mountcastle,BAL,115,461,414,114,74,21,1,18,64,68,37,1,103,3,7,0,12,3,1,0.275362318,18373
7936,2023,Matt Carpenter,SDP,72,228,181,30,14,11,0,5,17,29,39,0,64,2,5,0,2,1,0,0.165745856,8090
7937,2023,Garrett Cooper,MIA,81,315,296,77,53,11,1,12,27,45,17,0,93,1,1,0,9,0,0,0.260135135,15279
7938,2023,Pablo Reyes,BOS,55,183,165,46,36,8,0,2,26,20,14,0,21,0,2,2,3,7,2,0.278787878,16357
7939,2023,Ozzie Albies,ATL,147,645,582,161,96,29,5,31,92,106,45,2,105,8,8,0,9,12,1,0.276632302,16556
7940,2023,Sam Hilliard,ATL,35,74,69,17,9,5,0,3,14,6,5,0,31,0,0,0,1,4,0,0.246376811,17954
7941,2023,George Springer,TOR,153,669,602,157,111,24,1,21,87,72,57,1,122,5,3,0,18,18,5,0.260797342,12856
7942,2023,Taylor Walls,TBR,93,338,295,59,38,11,2,8,47,36,41,0,89,1,0,1,1,20,1,0.2,22458
7943,2023,Jake Marisnick,CHW,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,11339
7944,2023,Livan Soto,LAA,4,12,9,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.222222222,22471
7945,2023,Jose Altuve,HOU,90,398,348,108,71,19,2,16,74,50,44,0,67,5,1,0,9,14,2,0.310344827,5417
7946,2023,Wil Myers,CIN,36,138,124,24,18,3,0,3,11,12,12,0,46,0,1,1,3,2,1,0.193548387,10047
7947,2023,Adam Engel,SDP,4,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.0,15082
7948,2023,Luis Robert Jr.,CHW,143,577,529,134,64,35,1,34,83,72,29,5,169,12,2,0,9,20,4,0.253308128,20043
7949,2023,Brent Rooker,OAK,137,524,461,114,63,20,1,30,61,69,49,1,171,10,4,0,11,4,0,0.247288503,19627
7950,2023,Adam Haseley,CHW,18,39,36,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,0.222222222,19878
7951,2023,DJ LeMahieu,NYY,136,547,484,119,80,21,3,15,54,43,58,2,119,3,2,0,14,2,2,0.245867768,9874
7952,2023,Gary Sanchez,NYM,2,7,6,1,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.166666666,11442
7953,2023,Luis Arraez,MIA,147,609,567,200,158,29,3,10,70,69,34,9,34,4,3,1,18,3,2,0.352733686,18568
7954,2023,Peyton Burdick,MIA,11,33,29,6,3,2,0,1,4,2,3,0,16,1,0,0,0,1,0,0.206896551,25459
7955,2023,Joey Ortiz,BAL,14,34,33,7,6,1,0,0,4,4,0,0,9,0,1,0,2,0,0,0.212121212,25493
7956,2023,Brandon Drury,LAA,125,517,479,125,68,30,3,24,59,79,25,0,135,8,5,0,14,0,2,0.260960334,11615
7957,2023,Cesar Salazar,HOU,10,19,18,2,2,0,0,0,1,0,1,0,6,0,0,0,1,0,0,0.111111111,21587
7958,2023,Owen Miller,MIL,84,304,281,72,51,17,0,4,27,25,17,1,59,2,4,0,5,13,1,0.256227758,24655
7959,2023,Brett Wisely,SFG,38,104,93,18,11,5,0,2,10,7,9,0,31,0,1,1,2,2,1,0.193548387,27735
7960,2023,Brandon Belt,TOR,102,397,332,85,43,23,0,19,53,42,61,1,136,2,2,0,5,0,0,0.256024096,10264
7961,2023,Gio Urshela,LAA,60,227,213,64,53,8,1,2,22,24,10,0,36,1,3,0,9,3,2,0.300469483,10681
7962,2023,Oscar Mercado,STL,13,32,31,9,6,3,0,0,3,5,1,0,4,0,0,0,0,2,1,0.29032258,16375
7963,2023,Luis Garcia Jr.,WSN,121,468,433,116,86,17,4,9,60,50,27,1,58,0,7,1,8,9,4,0.267898383,20391
7964,2023,Dominic Fletcher,ARI,27,102,93,28,20,5,1,2,10,14,7,1,22,0,0,2,0,0,2,0.301075268,26149
7965,2023,Jackie Bradley Jr.,KCR,35,99,92,11,6,4,0,1,8,6,4,0,26,2,0,1,3,0,0,0.119565217,12984
7966,2023,Tres Barrera,STL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19977
7967,2023,Edwin Rios,CHC,17,32,27,2,0,1,0,1,3,2,4,0,15,1,0,0,0,0,0,0.074074074,18316
7968,2023,Jonathan Davis,MIA,30,100,88,21,14,4,1,2,20,10,6,0,29,2,2,2,1,1,2,0.238636363,15104
7969,2023,Jake Bauers,NYY,81,270,240,48,22,14,0,12,27,30,27,0,94,0,3,0,3,3,2,0.2,15194
7970,2023,Jesus Aguilar,OAK,36,115,104,23,16,2,0,5,8,9,8,2,31,1,1,0,3,0,0,0.221153846,11342
7971,2023,David Fry,CLE,44,113,101,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,0.237623762,24934
7972,2023,Michael Massey,KCR,127,451,420,98,64,18,1,15,40,55,22,0,95,4,4,1,3,6,2,0.233333333,27684
