mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8484558582305908,0.0952813479404939,0.027856969833374025,0.009720194743664267,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6285714285714286,0.648854961832061,0.6641221374045801,0.5820610687022901,0.6259541984732825,0.6299127589967284,0.027699611015568195,94
0.18558831214904786,0.008846175099879554,0.00684814453125,0.0017975701698043467,30,1,10,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.6533333333333333,0.6603053435114504,0.6622137404580153,0.6068702290076335,0.6297709923664122,0.642498727735369,0.02123455269003318,77
0.3734753131866455,0.05658428316584874,0.010825252532958985,0.0016027856092124435,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.659047619047619,0.666030534351145,0.6603053435114504,0.6068702290076335,0.6393129770992366,0.6463133406034169,0.021686262304539322,72
0.7504586219787598,0.07784647304979965,0.026760149002075195,0.005775375774756161,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.6628571428571428,0.6526717557251909,0.6679389312977099,0.6125954198473282,0.6297709923664122,0.6451668484187568,0.02090821968704679,74
0.1916050434112549,0.03273228601931392,0.005309343338012695,0.0009825410669978404,30,2,2,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6438095238095238,0.6507633587786259,0.6583969465648855,0.601145038167939,0.6106870229007634,0.6329603780443475,0.022759557578137454,92
0.3648054599761963,0.0246134105113362,0.015047454833984375,0.005882839253604315,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.64,0.6507633587786259,0.6603053435114504,0.6087786259541985,0.6221374045801527,0.6363969465648855,0.018746164458229696,89
0.7853096485137939,0.08577622283316622,0.020650053024291994,0.005005475127229143,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.6533333333333333,0.6507633587786259,0.6564885496183206,0.6068702290076335,0.6240458015267175,0.6383002544529262,0.019509856169631645,83
0.1948106288909912,0.02396291578715435,0.004920005798339844,0.0004889224404125683,30,2,5,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.659047619047619,0.6641221374045801,0.6450381679389313,0.6049618320610687,0.6374045801526718,0.6421148673209742,0.020890756512407946,79
0.3636330604553223,0.03957611567033012,0.011427831649780274,0.0017728868218137238,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6552380952380953,0.6564885496183206,0.6564885496183206,0.6049618320610687,0.6106870229007634,0.6367728098873138,0.023709888832877,88
0.7358335971832275,0.08431269842822037,0.024365997314453124,0.005077204673632779,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.660952380952381,0.6641221374045801,0.6526717557251909,0.6068702290076335,0.6221374045801527,0.6413507815339876,0.022755149575755532,80
0.20074195861816407,0.01900476272737789,0.010218524932861328,0.008736916284408772,30,2,10,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.6704761904761904,0.6564885496183206,0.6698473282442748,0.6297709923664122,0.6335877862595419,0.652034169392948,0.017396415579703953,60
0.3372541904449463,0.03194776950526371,0.011823034286499024,0.0031945931859953714,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.6666666666666666,0.6603053435114504,0.6755725190839694,0.601145038167939,0.6297709923664122,0.6466921119592876,0.027492693734769612,69
0.7148020267486572,0.05447250755467784,0.02507305145263672,0.005366650839356512,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.6571428571428571,0.6603053435114504,0.6679389312977099,0.6221374045801527,0.6335877862595419,0.6482224645583424,0.01737188873621431,64
0.17348670959472656,0.026670747420883458,0.007913160324096679,0.004838694983136114,30,4,2,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.6761904761904762,0.666030534351145,0.6793893129770993,0.6259541984732825,0.6412213740458015,0.6577571792075609,0.02078964401016997,40
0.3457859992980957,0.027398005319143427,0.009895849227905273,0.002900313577666932,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.68,0.6603053435114504,0.683206106870229,0.6316793893129771,0.6278625954198473,0.6566106870229008,0.02330686242840569,44
0.652035903930664,0.06468933208638626,0.017883777618408203,0.0013656839560035588,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.6723809523809524,0.6583969465648855,0.6774809160305344,0.6202290076335878,0.6354961832061069,0.6527968011632134,0.02183656882987029,57
0.17507786750793458,0.026287145039772367,0.005011892318725586,0.0011416044994143927,30,4,5,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.6647619047619048,0.6583969465648855,0.6717557251908397,0.6259541984732825,0.6374045801526718,0.6516546710287169,0.017233047400380536,62
0.3235757350921631,0.03246706539478004,0.009927463531494141,0.0010247521465106858,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.6628571428571428,0.666030534351145,0.6870229007633588,0.6202290076335878,0.6335877862595419,0.6539454743729551,0.023961712130692807,52
0.6034011840820312,0.028465083812371294,0.01624746322631836,0.0026790193597885127,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.6704761904761904,0.6507633587786259,0.6698473282442748,0.6335877862595419,0.6412213740458015,0.653179207560887,0.014897394143999368,56
0.16833438873291015,0.011559303728911797,0.004208087921142578,0.0007513304622659882,30,4,10,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.6666666666666666,0.6641221374045801,0.6755725190839694,0.6316793893129771,0.6393129770992366,0.655470737913486,0.016919684647109908,47
0.2996549129486084,0.015208107980643372,0.00846710205078125,0.0015920934537848686,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.68,0.666030534351145,0.6774809160305344,0.6278625954198473,0.6354961832061069,0.6573740458015267,0.02163664208319597,41
0.4912454605102539,0.013914805824745398,0.01063084602355957,0.0007701209006780742,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.6819047619047619,0.6679389312977099,0.6965648854961832,0.6316793893129771,0.6354961832061069,0.6627168302435478,0.025477143756301925,35
